date,tweet_count,likeCount,quoteCount,retweetCount,replyCount,neg,neu,pos,polarized,nlp_tweet_count,anger,disgust,fear,joy,neutral,sadness,surprise,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,tesla,stock,market,price,profit,loss,revenue,inflation,interest,bitcoin,dogecoin,crypto,ethereum,spacex,model,cybertruck,starship,buy,sell,arts_culture,business_entrepreneurs,celebrity_pop_culture,diaries_daily_life,family,fashion_style,film_tv_video,fitness_&_health,food_&_dining,gaming,learning_educational,music,news_social_concern,other_hobbies,relationships,science_technology,sports,travel_adventure,youth_student_life,no_tweets
2015-01-11,1,1342.0,2.0,1319.0,158.0,0.006166964769363403,0.4088175296783447,0.5850154757499695,0.0,1.0,0.05867780745029449,0.01321311853826046,0.05331431329250336,0.02604940161108971,0.8077865242958069,0.008592776022851467,0.03236600011587143,0.6076623201370239,0.5853456854820251,0.38455179333686834,0.23282261192798615,0.5924913883209229,,,,,,,,,,,,,,,,,,,,0.00034520775079727173,0.021637173369526863,0.0008192873210646212,0.0008583036251366138,0.0003028635692317039,0.00024244246014859527,0.0015161210903897882,0.0012103236513212323,0.0006634771707467735,0.0006208417471498251,0.005107324104756117,0.0005797144840471447,0.0674961507320404,0.0011247135698795319,0.0003653824096545577,0.8939696550369263,0.0008271412225440145,0.0009376188390888273,0.0013762521557509897,0
2015-01-12,1,4846.0,2.0,2967.0,192.0,0.0017071387264877558,0.2881366014480591,0.7101562619209291,1.0,1.0,0.019790157675743103,0.008972842246294022,0.1076335683465004,0.059774838387966156,0.459074467420578,0.29504233598709106,0.04971187561750412,0.5153119564056396,0.5574700236320496,0.4058951735496521,0.26625922322273254,0.5419577956199646,,,,,,,,,,,,,,,,,,,,0.014892796054482458,0.006263407412916422,0.01020441111177206,0.018898922950029373,0.0021971105597913265,0.0014887114521116018,0.012717230245471,0.002196857938542962,0.0017495040083304048,0.004553715232759714,0.029326077550649643,0.012859010137617586,0.10465720295906067,0.016331158578395844,0.002606151858344674,0.7133916616439819,0.003677361411973834,0.035945117473602295,0.006043671164661646,0
2015-01-13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-15,4,6332.0,13.0,5600.0,676.0,0.04290004493757884,0.6713747901449852,0.2857251627904826,0.0,4.0,0.006655994657566605,0.0032363864996591035,0.0057408507038868946,0.22407371141398283,0.7208304723570841,0.005429956685747505,0.03403261525510366,0.547299200584132,0.5526668306586607,0.4497131692620326,0.3050163103047852,0.5369044820456312,,,,,,,,,,,,,,,,,,,,0.0026808503837655504,0.03186390813636457,0.00209785719780858,0.01380323449576236,0.002015923689991335,0.001239798110257,0.01876042550203493,0.0017952693776157956,0.0027061343526366983,0.005959136652389343,0.04038369709239689,0.0012515808493856087,0.09493907225817318,0.0042972572672963115,0.001076642713074956,0.6965450906286533,0.028134495047735762,0.027629805202858054,0.02281983285698528,0
2015-01-16,8,14172.0,15.0,12138.0,635.0,0.35087707205788304,0.47749961771504545,0.1716232822912774,0.10589035712012712,7.0,0.13959073472950065,0.025308926080425412,0.01735940890394651,0.05078009102410502,0.5858962548750098,0.08282636831201434,0.0982381891272485,0.5036652129400643,0.5262919253417406,0.4513095440197772,0.30732700809713975,0.5084798039218837,,,,,,,,,,,,,,,,,,,,0.0034277999442957814,0.018718041954502204,0.003546232183176981,0.020257809986190766,0.0004115142819318882,0.0008988836954082825,0.02756535757055476,0.0006566695763803379,0.000676273664316749,0.014588333544138594,0.004928694556971621,0.00418331431568663,0.6607938811001166,0.020595827009014894,0.0006481372093677017,0.169952661792497,0.04256716227305492,0.00429532104922514,0.0012880609907807538,0
2015-01-17,1,65.0,0.0,9.0,12.0,0.013938242569565773,0.20922225713729858,0.7768394947052002,1.0,1.0,0.4364038407802582,0.066696397960186,0.06442191451787949,0.0987318679690361,0.1843969225883484,0.040286269038915634,0.10906273871660233,0.3182019889354706,0.5455934405326843,0.46097251772880554,0.322696715593338,0.41858336329460144,,,,,,,,,,,,,,,,,,,,0.03977459296584129,0.018001671880483627,0.035852205008268356,0.12934865057468414,0.007300935685634613,0.003719719359651208,0.14999380707740784,0.0032631484791636467,0.022219939157366753,0.03955572471022606,0.0232798270881176,0.07930907607078552,0.06722547113895416,0.04026760533452034,0.006901581306010485,0.019682932645082474,0.2876106798648834,0.019683334976434708,0.007009155582636595,0
2015-01-18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-20,1,2684.0,1.0,2356.0,310.0,0.005157750099897385,0.08509398996829987,0.9097483158111572,1.0,1.0,0.012946340255439281,0.006688110064715148,0.009969188831746578,0.028745651245117184,0.0464814230799675,0.01460435055196285,0.8805648684501648,0.49361187219619757,0.5546549558639526,0.4306427538394928,0.30829107761383057,0.5049452781677246,,,,,,,,,,,,,,,,,,,,0.0784391388297081,0.007455781567841768,0.01144090760499239,0.6667923331260681,0.005898931529372931,0.0016785894986242056,0.00905228964984417,0.000904291810002178,0.00192097423132509,0.0015750773018226025,0.013237842358648777,0.014005973003804684,0.02374567463994026,0.13237136602401733,0.013738473877310753,0.004787792917340994,0.0023814819287508726,0.0073206862434744835,0.0032524035777896643,0
2015-01-21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-23,8,7682.0,20.0,5010.0,424.0,0.015877767017641584,0.42142118359067243,0.5627010567252088,0.42675921435188946,8.0,0.004636878710736263,0.004581470029503456,0.00336890191706783,0.037255471651350486,0.9157797174103083,0.012076327642858457,0.02230122443358607,0.5209126232106431,0.5494097777957273,0.435559805054738,0.28634594837682537,0.5388648800408116,,,,,,,,,,,,,,,,,,,,0.010884026116609116,0.010558898295007304,0.006885228257275847,0.02947399008119927,0.004262378414059286,0.001545701003636415,0.01214862316134064,0.0013572500828260884,0.0014769949924411804,0.0018305153694862027,0.03151998138591268,0.006988306480814004,0.21136396189788006,0.007223415473887473,0.002612096058763234,0.4027325058003301,0.002400029150489298,0.2459098642202581,0.008826268604303801,0
2015-01-24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-26,8,17472.0,57.0,9157.0,1127.0,0.46627464205952707,0.4220748489198476,0.1116505443290544,0.5249410400149385,8.0,0.0826295920464278,0.01422755291951903,0.02599328146953147,0.003270449286795487,0.34268138588331964,0.010074766445357862,0.5211229252053675,0.4677799370317671,0.5291579887596691,0.4921511370760602,0.3491656746579511,0.4901215843970279,,,,,,,,,,,,,,,,,,,,0.014885949221315996,0.015321779923859448,0.009894618919758982,0.14189040482372994,0.0024385978953129456,0.0016999677006429659,0.014410838428285552,0.0017801476162959615,0.0025719583533090505,0.0035733732502611346,0.029753445624958907,0.014800604285683633,0.29318946969197024,0.07646701276814258,0.005024660340662755,0.3136539964384689,0.0059191374544556915,0.04610373582827501,0.006620259265853223,0
2015-01-27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-01-28,1,1421.0,0.0,1355.0,164.0,0.003564181737601757,0.09022210538387299,0.9062137007713318,1.0,1.0,0.005456219892948866,0.008391814306378365,0.014855777844786644,0.1878916174173355,0.5052865147590637,0.005020493175834417,0.27309754490852356,0.5632137656211853,0.5609214901924133,0.40036043524742126,0.25057899951934814,0.5545613765716553,,,,,,,,,,,,,,,,,,,,0.0022570148576050997,0.00022682602866552767,0.0011087512830272317,0.0015108927618712187,0.00021807114535477012,0.00010851467231987043,0.9892093539237976,0.00012532209802884609,0.000101161451311782,0.0023533408530056477,0.00016474787844344976,0.0004910495481453836,0.0005223131738603115,0.00046953660785220563,0.00016467359091620892,0.0003828041662927717,0.00035185751039534807,0.0001466675166739151,8.719481411390007e-05,0
2015-01-29,7,10365.0,5.0,7377.0,907.0,0.08483946160867188,0.4919250986204575,0.42323539033653573,0.39848749431881975,6.0,0.02852506140448433,0.04490077933283142,0.012064077167982615,0.009874925117538926,0.7722085823200286,0.01599913689519074,0.11642744378729883,0.4986869776222668,0.5264190063469016,0.45786912087385473,0.3086483671917204,0.510627368756696,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10273654528823155,0.03155105070696601,0.007117809404546848,0.07881483343825427,0.002014164840756007,0.04706670476515295,0.10664289004833642,0.0019156786178683193,0.002709294636126761,0.008551568859646525,0.014964301773819912,0.004706809975802269,0.009825299104533126,0.054597014748858995,0.0027121816771215456,0.4938557905938706,0.011962175475320695,0.014769139226812748,0.003486778500670516,0
2015-01-30,2,1529.0,0.0,899.0,204.0,0.007533143274486065,0.862649381160736,0.12981750071048737,0.0,2.0,0.004777005873620511,0.0019285328453406692,0.0017111748456954954,0.0050138034857809535,0.8829770684242249,0.003339537186548114,0.10025288909673691,0.5095067024230957,0.5391048192977905,0.4498586058616638,0.32289636135101313,0.5303137302398682,,,,,,,,,,,,,,,,,,,,0.010765803046524523,0.010201278142631052,0.003379713511094451,0.6536424756050109,0.0032640369608998294,0.0016728650080040097,0.011553876101970673,0.002337126759812236,0.0019164397381246088,0.0021355680655688047,0.02197903953492641,0.0019729849882423873,0.022061187773942947,0.046828754246234894,0.006034407764673232,0.0520249642431736,0.0037485426291823383,0.13739927113056183,0.007081607356667519,0
2015-01-31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-08,6,12773.0,0.0,10033.0,780.0,0.1766990316632296,0.652703705741517,0.17059724330568635,0.03422775887766555,6.0,0.012801624008961107,0.009537641052999637,0.10477297938152667,0.03262468066507811,0.5111769629222733,0.22880784128666828,0.10027826489264102,0.5030516217467191,0.5382760273954804,0.45987753332412906,0.3037897219330953,0.5001010228976233,,,,,,,,,,,,,,,,,,,,0.0014592195474905007,0.007187145801531203,0.003031975777261321,0.002256807673871069,0.0005495281198134724,0.00045782154185766537,0.04621963058163642,0.0010011710128811566,0.0007191918207721728,0.0012240799676650229,0.006804318114672926,0.0017182662130314562,0.09069730727554075,0.0021976008654656155,0.0005702628533652057,0.8265751224185001,0.0012641781584755432,0.004150886121660234,0.0019154692805850458,0
2015-02-09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-10,5,3016.0,0.0,1985.0,489.0,0.29138294296034534,0.6652908359353727,0.043326264452564454,0.0,4.0,0.03418375884459691,0.010207621516769277,0.035108463895680134,0.007068771285468427,0.6099169401022673,0.14243125855558178,0.16108321095992412,0.4569653404469336,0.5430655157209174,0.5000660044483256,0.36658492244361424,0.4940979151007467,,,,,,,,,,,,,,,,,,,,0.017113538655804394,0.011917129630887017,0.002921168874127243,0.032260483008696564,0.001202894020331578,0.0008002616870112904,0.009899254970854412,0.0009698146564732768,0.0009029175109404086,0.0011940659869522756,0.017348256054790467,0.0012621509433534078,0.7127124645769284,0.010779656324245141,0.001413867094727036,0.1674513045912918,0.0013066437548385288,0.0044022776764297104,0.004141772170989862,0
2015-02-11,13,29589.0,4.0,17285.0,1510.0,0.02292562954373258,0.4185617916654707,0.5585125558734476,0.5831648435467859,12.0,0.02430712382283516,0.00560269824264422,0.05293560007729616,0.15758597647035272,0.40822883350576045,0.050943818051322746,0.30039593322849734,0.4564189318505489,0.5207659780826474,0.4825724254281616,0.34781217457143554,0.49473576252138013,,,,,,,,,,,,,,,,,,,,0.0067766266581318355,0.01231655342951313,0.006652877338773467,0.054838728757143095,0.0016075472138348968,0.0009641498310032455,0.018159941890257117,0.001087525828634847,0.0017728160955023113,0.006273217417341623,0.009686962188202763,0.0053086688430643994,0.4882483404742688,0.026139506849610653,0.0024480520364848104,0.3279434383566197,0.016520928316493745,0.010683666553630506,0.00257053363227487,0
2015-02-12,2,5081.0,0.0,2828.0,226.0,0.08834964036941528,0.8037693500518799,0.10788092017173766,0.0,2.0,0.02867954969406128,0.005210521165281534,0.8450404405593871,0.005450615659356117,0.03872697427868843,0.02435888536274433,0.05253293737769126,0.4298487305641173,0.5471885800361633,0.43518054485321045,0.2707512974739074,0.521426796913147,,,,,,,,,,,,,,,,,,,,0.022016210481524467,0.0038789520040154453,0.008595025166869162,0.5685886740684509,0.006364890374243259,0.002739817136898637,0.026442563161253926,0.0016556720947846768,0.004678797908127307,0.012934341095387934,0.004176308400928974,0.012349437922239302,0.019168077036738392,0.02134265378117561,0.00905141793191433,0.006524955388158559,0.017837870866060253,0.24877241253852841,0.002881946507841348,0
2015-02-13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-24,1,1714.0,0.0,1384.0,156.0,0.0018582853954285383,0.07258692383766174,0.9255548119544983,1.0,1.0,0.013779264874756336,0.0009352294146083295,0.002137351781129837,0.5777146816253662,0.06279866397380829,0.0138725945726037,0.3287622630596161,0.5441269278526306,0.5384266972541809,0.42040944099426275,0.2747027277946472,0.50006502866745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009533264674246311,0.6765646338462831,0.0024159858003258705,0.013696822337806225,0.0019485311349853873,0.011670416221022606,0.011358502320945263,0.000690397631842643,0.002974998438730836,0.013919749297201633,0.009693433530628681,0.0035087394062429667,0.002032375428825617,0.07857160270214081,0.0021254075691103935,0.13851745426654816,0.004453097935765982,0.014360196888446808,0.001964356517419219,0
2015-02-25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-26,1,1815.0,2.0,1352.0,177.0,0.0017650335794314742,0.016245177015662193,0.9819897413253783,1.0,1.0,0.003966903313994408,0.0017615201650187373,0.0008224934572353958,0.9145892262458801,0.02805572748184204,0.002427260857075453,0.04837685450911522,0.5372348427772522,0.5614662766456604,0.41299811005592346,0.2794870138168335,0.537369430065155,,,,,,,,,,,,,,,,,,,,0.057051364332437515,0.020674955099821087,0.0023382531944662333,0.04893547296524048,0.005403061397373676,0.0012884442694485188,0.011898421682417393,0.002400624565780163,0.0015884146559983492,0.001462632557377219,0.62558913230896,0.001388795324601233,0.09690873324871063,0.04271165281534194,0.004533708095550537,0.024939406663179398,0.000550942262634635,0.007766690105199814,0.04256916791200638,0
2015-02-27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-02-28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-03-01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-03-02,3,2935.0,0.0,1349.0,240.0,0.19255256856814928,0.6554616640602454,0.15198575113945098,0.0,3.0,0.016217251101471774,0.00900103027571242,0.007728142861548851,0.02444647738149834,0.6948172574362315,0.0750353627600728,0.17275447722678527,0.4092918786830856,0.5068209627232528,0.513393306710374,0.3925333241244685,0.440441734499162,,,,,,,,,,,,,,,,,,,,0.0013844452007414152,0.004585498373639072,0.002114940331100393,0.004489014880634364,0.0004625003380060813,0.00034832087581463213,0.009487458984652242,0.0008405294215098959,0.0006798244830448538,0.0016187491123828967,0.006092371698033719,0.001198004864853927,0.527173795143732,0.00304089096436916,0.0004734774019208388,0.4253311151431799,0.0024852866442494352,0.006329024259714021,0.0018647465904270233,0
2015-03-03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-03-04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-03-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-03-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-03-07,2,920.0,0.0,1205.0,116.0,0.007653538603335619,0.8977352380752563,0.09461121261119843,0.0,1.0,0.023521259427070618,0.021576009690761566,0.01252689119428396,0.07691040635108948,0.7867674827575684,0.004587156698107719,0.0741107314825058,0.5543676614761353,0.5543712973594666,0.4049770236015319,0.26839879155158997,0.558314859867096,,,,,,,,,,,,,,,,,,,,0.003990559838712215,0.0333305187523365,0.00410904735326767,0.0026010069996118546,0.0006733517511747777,0.0006808284670114517,0.01776510290801525,0.0005963626317679882,0.0012349368771538138,0.0013219871325418353,0.010868186131119728,0.002233626088127494,0.15917019546031952,0.007617972791194916,0.0005936406087130308,0.7451857328414917,0.0006393986404873431,0.005432012490928173,0.0019555245526134968,0
2015-03-08,2,2484.0,0.0,1103.0,83.0,0.03761470690369606,0.6571712493896484,0.3052140772342682,0.0,2.0,0.00621712626889348,0.007029219996184111,0.004351807292550802,0.0021705047693103548,0.9534168839454651,0.005782451014965773,0.02103198133409023,0.4918295741081238,0.541890561580658,0.4917283356189727,0.3681949973106384,0.5005617141723632,,,,,,,,,,,,,,,,,,,,0.00027248059632256627,0.021419908851385117,0.0005089962505735457,0.0011351237772032619,0.00013792220852337778,0.00012200692435726522,0.0012568474048748612,0.00032791233388707036,0.00030656423768959934,0.00037096647429279983,0.0014721610350534318,0.00022502891079057008,0.8617250323295592,0.0013106889091432095,0.00015278613136615601,0.10706964135169982,0.00022637250367552042,0.0014668678632006047,0.0004926928668282926,0
2015-03-09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-03-10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2015-03-11,2,2681.0,1.0,1847.0,134.0,0.050708163529634476,0.8645891547203064,0.08470264077186584,0.0,2.0,0.029152365401387215,0.013934873975813389,0.32224142551422114,0.00601514708250761,0.47628730535507197,0.05097205936908722,0.10139685124158858,0.555695354938507,0.517848014831543,0.4603036046028137,0.32603350281715393,0.5481798052787781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.007013516500592232,0.030591016635298725,0.04336734861135483,0.01219069492071867,0.001962563255801797,0.12013681977987288,0.07658364623785019,0.0015727068530395627,0.002872314071282744,0.08070307970046997,0.0033721912186592813,0.0006388812325894833,0.007930145598948002,0.010082594119012354,0.00187222589738667,0.0029993704520165916,0.5764343738555908,0.016218993812799454,0.0034575094468891616,0
2015-03-12,5,32394.0,137.0,25136.0,1696.0,0.5722255073893379,0.3822184646235969,0.045556028948711705,0.03842584036815303,5.0,0.39591936444041653,0.16966399263254053,0.031278048266994624,0.003955606391945989,0.28761762387322715,0.02652757512306527,0.08503775194308275,0.4991339065304676,0.5389874478155823,0.4714502397909079,0.35988856173119965,0.48983463131893584,,,,,,,,,,,,,,,,,,,,0.03754038869538702,0.013651666401570941,0.010023291649108184,0.46467489714446863,0.00445787241832838,0.0030316216294250086,0.01180723082679679,0.0010866618843555368,0.002562315672917432,0.005398481777523379,0.016187535361291555,0.009221227866418248,0.028442865091284568,0.08886511687756847,0.00840850875465359,0.029098417015541687,0.00369458796791965,0.25838974928648684,0.0034575765959545496,0
2015-03-13,4,5390.0,5.0,2970.0,461.0,0.14344245629633537,0.5026410512276336,0.3539165002187453,0.0781281862375423,4.0,0.007950708933621986,0.007214076578931482,0.005350079867513349,0.009144178614144885,0.21712130866436197,0.004774649301861826,0.7484450099540743,0.4846370575139937,0.5379621691746502,0.4834586187999379,0.35839679220195103,0.5128049249983773,,,,,,,,,,,,,,,,,,,,0.1357653432735333,0.020577422735608135,0.011218986905330821,0.04364955406162251,0.004733267074338697,0.0041814148735725845,0.026938905391821942,0.0026204670779594297,0.005116817989598412,0.003480934183450355,0.04763028532782422,0.010305455910314794,0.021786301137083092,0.05377459855140943,0.003498273332704288,0.43539542405602727,0.0031484386163550676,0.1589573832603657,0.007220761765310026,0
2015-03-14,1,1228.0,1.0,1424.0,286.0,0.004634570796042681,0.3579350113868713,0.6374304294586182,1.0,1.0,0.026210308074951172,0.027753276750445362,0.1266375333070755,0.11000377684831619,0.5232380628585815,0.010791666805744171,0.1753653883934021,0.5478200316429138,0.5488163828849792,0.3893935978412628,0.2832910120487213,0.5369018912315369,,,,,,,,,,,,,,,,,,,,0.00040970224654302,0.9059332013130188,0.0025844858027994633,0.0003804493753705174,0.0002545986499171704,0.0007628513849340379,0.001968242460861802,0.00044900926877744496,0.00040804271702654654,0.00037263924605213106,0.001128120464272797,0.0006867806660011411,0.06737293303012848,0.0016223042039200664,0.0002100013371091336,0.014209537766873838,0.00039346719859167933,0.0005437838262878358,0.0003098889428656548,0
