date,tweet_count,neg,neu,pos,nlp_tweet_count,not_polarized,polarized,anger,disgust,fear,joy,neutral,sadness,surprise,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,tesla,tsla,stock,market,price,profit,loss,revenue,inflation,interest,bitcoin,dogecoin,crypto,ethereum,spacex,model,cybertruck,starship,buy,sell,arts_&_culture,business_&_entrepreneurs,celebrity_&_pop_culture,diaries_&_daily_life,family,fashion_&_style,film_tv_&_video,fitness_&_health,food_&_dining,gaming,learning_&_educational,music,news_&_social_concern,other_hobbies,relationships,science_&_technology,sports,travel_&_adventure,youth_&_student_life
2017-05-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-29,0.0126582278481012,0.01268918,0.8281936,0.15911725,0.0,1.0,0.0,0.008892357,0.01247269,0.020444885,0.009165807,0.8706843,0.054265954,0.02407402,0.5050359,0.5277774,0.48346972,0.38022846,0.5255807,,,,,,,,,,,,,,,,,,,,,0.016270153,0.002348457,0.004426387,0.55097926,0.0042752475,0.0010388171,0.0016008014,0.0012344928,0.0006071361,0.0005416823,0.034103632,0.0011471129,0.335388,0.02138816,0.007693027,0.0010991748,0.0014300783,0.0037695712,0.010658879
2017-05-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,0.050632911392405,0.16488704,0.5103009,0.3248121,0.0546875,0.625,0.375,0.009409604,0.049644873,0.012209785,0.30419248,0.4373877,0.15819833,0.028957248,0.48676038,0.55347496,0.43314207,0.30340883,0.5012239,,,,,,,,,,,,,,,,,,,,,0.043362096,0.0116649745,0.03165939,0.27478528,0.0040944526,0.006219444,0.034189813,0.0016172014,0.0025871394,0.0039444505,0.004618411,0.008531434,0.41330278,0.04408829,0.0066804313,0.0061423853,0.026824718,0.073760726,0.001926533
2017-06-01,0.0443037974683544,0.1454136,0.46994558,0.38464078,0.0390625,0.5,0.5,0.023824865,0.018496266,0.011814437,0.028556945,0.7363753,0.1561087,0.024823511,0.49873284,0.55165285,0.45789346,0.29792526,0.4878436,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.004992058,0.040727478,0.0073161223,0.089969076,0.0015193904,0.0006287846,0.013072164,0.0012521049,0.0015262738,0.0009698207,0.0037628242,0.020219024,0.46204495,0.01116149,0.0036011254,0.32721987,0.005383353,0.0033637027,0.0012703553
2017-06-02,0.0063291139240506,0.0026519469,0.04048909,0.95685893,0.0,0.0,1.0,0.043843962,0.059308875,0.0017503679,0.3555954,0.52182114,0.007742155,0.009938097,0.39021558,0.5373908,0.46319103,0.3230351,0.43597358,,,,,,,,,,,,,,,,,,,,,0.015747389,0.03846079,0.007916724,0.1280778,0.003588239,0.0021385227,0.017212281,0.002608594,0.004269364,0.008573202,0.034148768,0.004680682,0.5562186,0.067732744,0.004245553,0.044510517,0.04496488,0.008358491,0.0065467604
2017-06-03,0.0063291139240506,0.0030721398,0.91916627,0.077761665,0.0,1.0,0.0,0.013543875,0.013051042,0.027722806,0.059442807,0.7735902,0.0074316724,0.10521757,0.5190147,0.5310045,0.45520654,0.30435988,0.4982589,,,,,,,,,,,,,,,,,,,,,0.019294536,0.014548063,0.0149402525,0.022515789,0.0026204262,0.0015988286,0.14230576,0.0018623888,0.0026602172,0.00522107,0.01729734,0.010332561,0.15366952,0.017447118,0.0019498357,0.47961405,0.005265646,0.082185365,0.004671261
2017-06-04,0.0316455696202531,0.016498031,0.24143973,0.7420623,0.0234375,0.25,0.75,0.016434615,0.043378983,0.0066647353,0.37534553,0.5338546,0.013934703,0.010386791,0.4485042,0.5362827,0.49853402,0.37141708,0.49405754,,,,,,,,,,,,,,,,,,,,,0.034570634,0.018050198,0.011989426,0.19909465,0.118800014,0.004485376,0.034232687,0.0025377087,0.003490032,0.006528433,0.014936585,0.016353892,0.11175713,0.13934845,0.051351402,0.15776463,0.005061375,0.06564872,0.003998615
2017-06-05,0.0822784810126582,0.19382243,0.45218948,0.35398814,0.078125,0.5454545454545454,0.4545454545454545,0.024423443,0.06662913,0.0062341993,0.10863781,0.4875472,0.014008114,0.2925201,0.4325601,0.53817266,0.47797385,0.3614539,0.47697002,,,,,,,,,,,,,,,,,,,,,0.02523746,0.11005774,0.019573176,0.07626832,0.0022954894,0.05052164,0.22503023,0.0013769078,0.050028514,0.008870122,0.011897118,0.0058171977,0.12900212,0.08136337,0.0032237119,0.121970415,0.049991194,0.024410963,0.0030642755
2017-06-06,0.0822784810126582,0.1929308,0.67878217,0.12828706,0.0859375,1.0,0.0,0.04185922,0.09228244,0.009135239,0.0070432206,0.70739627,0.028717117,0.11356649,0.44202772,0.55055207,0.45082435,0.31665832,0.48119786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038273815,0.08328411,0.03508268,0.35052526,0.0048798886,0.027297176,0.020584868,0.0028226215,0.0035270257,0.005266774,0.05261226,0.018755304,0.15245423,0.07431897,0.013292555,0.023035629,0.07695572,0.00858602,0.008445096
2017-06-07,0.0696202531645569,0.1522988,0.35388196,0.49381924,0.0625,0.5555555555555556,0.4444444444444444,0.1386826,0.038358152,0.03108818,0.09583119,0.60882574,0.0242763,0.062937856,0.46936095,0.5235932,0.4729403,0.34777018,0.47955793,,,,,,,,,,,,,,,,,,,,,0.009155926,0.11001873,0.0051598237,0.078071445,0.0025207726,0.05717965,0.024696905,0.086371854,0.013467292,0.0033032761,0.002039576,0.24934918,0.11482394,0.0098090125,0.0029517838,0.004507412,0.22179335,0.0036046745,0.001175391
2017-06-08,0.2784810126582278,0.20552678,0.3978853,0.3965879,0.2421875,0.53125,0.46875,0.03443254,0.098235264,0.015235996,0.08718721,0.61068094,0.07593713,0.07829092,0.46747988,0.5512742,0.43882412,0.2982476,0.501411,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015753727,0.057197962,0.0279716,0.28125733,0.0027747853,0.0035503302,0.11946874,0.0015918775,0.0030337207,0.004718198,0.0065649627,0.09775186,0.09351193,0.07552154,0.010505647,0.15049382,0.02886263,0.017355392,0.0021139733
2017-06-09,0.189873417721519,0.2887484,0.4520829,0.25916868,0.2109375,0.6785714285714286,0.3214285714285714,0.11325984,0.03311584,0.08422849,0.077394366,0.5800678,0.035809066,0.07612459,0.4969071,0.54744714,0.45035726,0.3209006,0.5218102,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020342415,0.27247706,0.010264612,0.13874505,0.002693884,0.002318701,0.016147071,0.0011181965,0.0018293143,0.0024942472,0.030902695,0.0710715,0.23588394,0.06332013,0.007918057,0.08211453,0.021313315,0.01423577,0.0048095016
2017-06-10,0.0189873417721519,0.007989201,0.16915782,0.8228529,0.015625,0.0,1.0,0.021014417,0.0043045264,0.005767374,0.2982408,0.38907644,0.008880991,0.27271548,0.53701395,0.5366054,0.44797006,0.32398236,0.5267871,,,,,,,,,,,,,,,,,,,,,0.0038326539,0.28347138,0.0045571257,0.010384242,0.00096469116,0.002044152,0.008362376,0.00056212046,0.00162169,0.0016197386,0.006241472,0.0030280722,0.053237393,0.02693444,0.001143949,0.23091961,0.33440185,0.02519046,0.0014826326
2017-06-11,0.0189873417721519,0.0032383443,0.3683131,0.62844855,0.015625,0.3333333333333333,0.6666666666666666,0.0050724843,0.0035924278,0.0033129386,0.013298019,0.8842599,0.009234801,0.08122951,0.5126055,0.5279407,0.440274,0.30277035,0.52569526,,,,,,,,,,,,,,,,,,,,,0.00222075,0.006115038,0.0012423628,0.010811803,0.0009960083,0.000593739,0.0031659957,0.0021447802,0.001439508,0.0025598423,0.014889932,0.0034282936,0.02148365,0.0054797702,0.00129702,0.91177374,0.002473833,0.004376262,0.003507639
2017-06-12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-13,0.0443037974683544,0.1529384,0.45613027,0.39093137,0.046875,0.5714285714285714,0.4285714285714285,0.019210953,0.015133047,0.008804032,0.11847568,0.37555054,0.08540524,0.37742049,0.47443038,0.54726636,0.45262474,0.31038457,0.4996135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00631296,0.11004688,0.011337576,0.04716016,0.0027858478,0.0017016198,0.018596087,0.0030965097,0.0038417396,0.00505646,0.008032188,0.004723988,0.30121282,0.014016147,0.0029996138,0.27552474,0.17728098,0.003505544,0.0027681252
2017-06-14,0.0126582278481012,0.064940035,0.89183295,0.043227043,0.0078125,1.0,0.0,0.37826806,0.055547886,0.070746094,0.04372128,0.27768126,0.14813955,0.025895907,0.48515522,0.5678956,0.4324764,0.24673533,0.5103951,,,,,,,,,,,,,,,,,,,,,0.00039103744,0.13544014,0.0007145559,0.00070272235,0.0002102245,0.00039262496,0.00060327543,0.000297822,0.0005381049,0.00030543367,0.0008926062,0.00021117485,0.8549566,0.001342864,0.00010941085,0.0015144985,0.0002934912,0.00078000745,0.00030336878
2017-06-15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16,0.0379746835443038,0.13399197,0.57528746,0.29072058,0.0390625,0.8333333333333334,0.1666666666666666,0.04146196,0.027707435,0.0443269,0.024097824,0.6063797,0.14347376,0.11255244,0.45598945,0.515866,0.47490504,0.35042092,0.4932442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03927181,0.029549196,0.022211209,0.047106307,0.0019344781,0.002090134,0.07710319,0.0034210037,0.0018254835,0.003434383,0.011181794,0.13828115,0.14415275,0.046089258,0.002276618,0.3652142,0.0033872686,0.05905056,0.0024191944
2017-06-17,0.0253164556962025,0.01271291,0.35901698,0.6282701,0.015625,0.3333333333333333,0.6666666666666666,0.03363093,0.027001396,0.03724972,0.08873871,0.6444699,0.11366817,0.05524117,0.5353299,0.5583928,0.4324827,0.2820982,0.54313433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071818638,0.014115245,0.0031187143,0.040994503,0.00084460364,0.00074489735,0.05929947,0.00036896532,0.0011187245,0.010573916,0.0023270866,0.0016704422,0.8047304,0.033398036,0.0010424155,0.010352599,0.0021904635,0.0053091985,0.0006182588
2017-06-18,0.0949367088607595,0.22907564,0.5605492,0.21037516,0.1015625,0.7142857142857143,0.2857142857142857,0.049255777,0.03509035,0.0073087215,0.01849584,0.5553483,0.034967326,0.2995337,0.49753016,0.5475107,0.43932697,0.29951,0.5059221,,,,,,,,,,,,,,,,,,,,,0.015399402,0.06995067,0.023265492,0.18851598,0.004070114,0.04656205,0.056618236,0.0025093455,0.0043016966,0.0043056556,0.0090621095,0.011275843,0.25461054,0.047119193,0.0066252486,0.15621924,0.028223397,0.068378076,0.0029877021
2017-06-19,0.0063291139240506,0.055993304,0.9104938,0.033512942,0.0,1.0,0.0,0.011505336,0.009565777,0.008670709,0.009276409,0.86366093,0.06452968,0.0327912,0.55129963,0.57302314,0.41850224,0.2569418,0.54232156,,,,,,,,,,,,,,,,,,,,,0.010341785,0.01721909,0.006747798,0.09139683,0.0031543458,0.0019631006,0.005387438,0.0023778835,0.0014393065,0.0026127873,0.07665086,0.007049905,0.27941293,0.0705023,0.005978928,0.3935286,0.003248457,0.010424075,0.010563479
2017-06-20,0.0316455696202531,0.35673934,0.51997477,0.123285875,0.0234375,0.75,0.25,0.025785934,0.05598867,0.0032934067,0.011864695,0.83237076,0.051013514,0.019683003,0.4878025,0.5257591,0.47869027,0.34397852,0.496727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0013643893,0.018811299,0.0016364768,0.008251306,0.0006139728,0.00035915826,0.0027546065,0.0009632284,0.0018610345,0.00089307455,0.011324321,0.001818436,0.39755332,0.005646416,0.00077478366,0.536638,0.0011163116,0.005203691,0.002416023
2017-06-21,0.0253164556962025,0.06967099,0.48422462,0.44610435,0.0234375,0.5,0.5,0.0126862,0.005563761,0.09960952,0.013910849,0.8079234,0.014282607,0.04602371,0.47750938,0.547874,0.45342112,0.30071568,0.48844248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0043324353,0.0645527,0.0020752123,0.035888042,0.00051161315,0.00059172616,0.002674881,0.0018387407,0.0009886466,0.0024792294,0.0035152277,0.0019497883,0.6099634,0.023983842,0.0008951881,0.17321256,0.06370205,0.00599224,0.0008524691
2017-06-22,0.0569620253164556,0.3174502,0.4416384,0.2409114,0.03125,0.6,0.4,0.12836084,0.10861276,0.02689209,0.006678132,0.6168876,0.03596272,0.07660585,0.4611083,0.5567932,0.43849963,0.28439677,0.500519,,,,,,,,,,,,,,,,,,,,,0.07628702,0.010787712,0.019071694,0.36327133,0.0040828055,0.0021377332,0.047254026,0.002187523,0.0036758087,0.00589299,0.033577465,0.020175321,0.16104749,0.08596975,0.022655908,0.09864803,0.0063567236,0.030931305,0.005989352
2017-06-23,0.0569620253164556,0.18330786,0.39248362,0.42420852,0.0625,0.5555555555555556,0.4444444444444444,0.01994475,0.04578762,0.039146025,0.17252818,0.52902514,0.06514746,0.12842081,0.47362486,0.5528001,0.44573703,0.30440882,0.49113715,,,,,,,,,,,,,,,,,,,,,0.025614565,0.013115747,0.01176183,0.23664063,0.0047855675,0.010426783,0.037965074,0.0049807597,0.07241375,0.007144255,0.0073497146,0.034704838,0.2789237,0.04348043,0.005484864,0.058904894,0.12925057,0.0141641665,0.0028879151
2017-06-24,0.0063291139240506,0.019476606,0.6881439,0.29237944,0.0,1.0,0.0,0.018569736,0.0073319026,0.008188992,0.0119587,0.8954565,0.0045920354,0.053902116,0.40242195,0.55192137,0.44167528,0.2794438,0.45198128,,,,,,,,,,,,,,,,,,,,,0.028741293,0.014118717,0.047093816,0.42450312,0.0104284445,0.03323506,0.02789897,0.01072547,0.0026926582,0.009660065,0.016945302,0.011311756,0.12243768,0.053374622,0.031378664,0.007729608,0.12865639,0.007988864,0.01107954
2017-06-25,0.1645569620253164,0.117928274,0.61689246,0.26517925,0.171875,0.8695652173913043,0.1304347826086956,0.027883813,0.020847928,0.018373633,0.013002448,0.768788,0.049606007,0.10149819,0.47301093,0.54151976,0.46608907,0.30972865,0.4934791,,,,,,,,,,,,,,,,,,,,,0.010474311,0.02428527,0.0048429356,0.15425405,0.0048058494,0.0020370125,0.011060904,0.0015645175,0.0017309145,0.0036885203,0.012183038,0.0034606159,0.31542373,0.03367478,0.03308248,0.33638495,0.010048046,0.03434189,0.0026561923
2017-06-26,0.0126582278481012,0.1022411,0.66918343,0.22857545,0.0078125,1.0,0.0,0.2757192,0.035662767,0.040607825,0.0042893314,0.5859064,0.014063358,0.04375113,0.47892058,0.5362119,0.4992351,0.34920475,0.507509,,,,,,,,,,,,,,,,,,,,,0.01702587,0.010406953,0.011677308,0.05906872,0.0010752953,0.0015001313,0.051444285,0.0013628292,0.0017219771,0.011030438,0.011815233,0.008811563,0.55991113,0.07025573,0.0013813267,0.14236258,0.007211047,0.028239911,0.0036977064
2017-06-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-28,0.0189873417721519,0.52750456,0.39658675,0.07590866,0.0078125,0.5,0.5,0.014329963,0.017336125,0.0099035585,0.005505162,0.8881579,0.009620156,0.055147167,0.5152709,0.53846693,0.470801,0.32781518,0.5140396,,,,,,,,,,,,,,,,,,,,,0.0032467805,0.0008993847,0.03969451,0.018107178,0.00047707616,0.0008926174,0.49164644,0.0004888447,0.00026872032,0.035720933,0.00055854267,0.004565509,0.020746693,0.008959556,0.0011746029,0.0007493609,0.37080902,0.00058587175,0.00040834091
2017-06-29,0.1265822784810126,0.28368858,0.4549088,0.26140264,0.1171875,0.6875,0.3125,0.04588581,0.14755146,0.010139618,0.022609662,0.6659697,0.024008438,0.08383523,0.40175322,0.5552425,0.45529005,0.31283683,0.46370864,,,,,,,,,,,,,,,,,,,,,0.036185853,0.0061801895,0.039703697,0.32632798,0.0067426083,0.0064976565,0.047250014,0.003036198,0.0024537162,0.0054094424,0.028370595,0.02580709,0.27110592,0.054614693,0.022665193,0.004994829,0.09958057,0.0069398917,0.0061338646
2017-06-30,0.0759493670886076,0.06896467,0.71072716,0.22030824,0.0859375,0.9166666666666666,0.0833333333333333,0.029960541,0.046889115,0.070110366,0.037603762,0.65745497,0.044824924,0.113156326,0.42856678,0.5560146,0.44103786,0.28438815,0.47800156,,,,,,,,,,,,,,,,,,,,,0.053796712,0.01526307,0.01102443,0.30040288,0.0031328823,0.0036347741,0.021869106,0.0018525309,0.0030048313,0.0059755887,0.07304943,0.047404677,0.24179213,0.11831725,0.005640567,0.027035803,0.032814834,0.027316533,0.006672016
2017-07-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-02,0.0443037974683544,0.13851595,0.34014362,0.5213404,0.046875,0.2857142857142857,0.7142857142857143,0.0067758015,0.0035900106,0.0054320106,0.16277148,0.6068242,0.14727093,0.06733553,0.45601255,0.5543467,0.44199637,0.3002098,0.48398814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015146621,0.19552623,0.00786054,0.34400448,0.0024355385,0.0019120498,0.0061720693,0.0014693256,0.0027951724,0.002577994,0.0071090427,0.0052530724,0.068341054,0.06565321,0.0045460123,0.16503397,0.0068937573,0.09514033,0.002129479
2017-07-03,0.0316455696202531,0.0023996625,0.13680612,0.86079425,0.03125,0.0,1.0,0.020942861,0.0065366467,0.006841828,0.1633332,0.4913265,0.011559921,0.29945904,0.51754403,0.5120723,0.4701144,0.3496708,0.5043397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0022564156,0.63734925,0.0015334317,0.061216407,0.0014512964,0.004044427,0.0044616377,0.00063867855,0.0020376744,0.0025568767,0.0074208356,0.0013291172,0.16183738,0.03155408,0.0023285479,0.053558327,0.0026667002,0.019754779,0.0020040702
2017-07-04,0.0126582278481012,0.020145273,0.8173784,0.16247626,0.0078125,1.0,0.0,0.005562286,0.0026173466,0.0045905486,0.006925439,0.9223489,0.01731896,0.040636525,0.48150384,0.5206337,0.50740206,0.3598144,0.47290093,,,,,,,,,,,,,,,,,,,,,0.002519065,0.023869399,0.0037545133,0.0039159637,0.0005298393,0.00077526463,0.009496331,0.0006405439,0.0010367782,0.0020457986,0.0058883526,0.0039709406,0.008085247,0.007823617,0.00076302927,0.91387975,0.0017783575,0.008002134,0.0012249612
2017-07-05,0.0126582278481012,0.0058034435,0.20430408,0.7898925,0.0078125,0.0,1.0,0.006421982,0.0033496635,0.004880103,0.009160619,0.93039244,0.027968833,0.017826388,0.49384934,0.54968584,0.46808335,0.3265806,0.51007116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0023613276,0.034325115,0.0020946504,0.029667536,0.0014400482,0.0006275881,0.0047562853,0.001071337,0.002310621,0.0031014122,0.011931709,0.0025583121,0.0099837165,0.016360728,0.0028256874,0.86387944,0.0019878058,0.0061363676,0.002580332
2017-07-06,0.0126582278481012,0.42955217,0.07443106,0.49601677,0.0078125,0.0,1.0,0.041599292,0.05677407,0.011527369,0.40281266,0.34453148,0.058095228,0.084659845,0.4743588,0.54070663,0.47868976,0.35739338,0.4846505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0015521722,0.037021264,0.0030538803,0.008685095,0.0006616093,0.0009803798,0.0025339357,0.0006952978,0.0010176131,0.0019662543,0.0061037433,0.0019478562,0.50608164,0.009300494,0.0010947955,0.40199146,0.002000956,0.011699246,0.0016123297
2017-07-07,0.0063291139240506,0.0019228497,0.027830089,0.9702471,0.0,0.0,1.0,0.03485517,0.006095947,0.0027112924,0.14341776,0.33429766,0.005359701,0.4732625,0.54308933,0.5537678,0.4449543,0.3095772,0.5137769,,,,,,,,,,,,,,,,,,,,,0.0025969087,0.037264142,0.0017792226,0.0058706827,0.0006808169,0.00051078486,0.0035648004,0.00054913573,0.0020998283,0.0024808133,0.0045232535,0.01684581,0.012478758,0.011526499,0.0010118436,0.88934,0.0010600775,0.0047239834,0.001092652
2017-07-08,0.0189873417721519,0.39357582,0.55334455,0.053079538,0.0,1.0,0.0,0.010328276,0.018059047,0.016069377,0.007211001,0.28248468,0.007121575,0.658726,0.485701,0.57110834,0.42128968,0.27474952,0.5260143,,,,,,,,,,,,,,,,,,,,,0.035990648,0.0039107697,0.0484716,0.08226546,0.00427995,0.002118738,0.0180702,0.0043619196,0.00234832,0.0029866814,0.0032935217,0.56203216,0.18146017,0.015760267,0.007438108,0.0057968693,0.0112068085,0.006126464,0.0020812887
2017-07-09,0.050632911392405,0.041975338,0.8024594,0.15556523,0.0390625,1.0,0.0,0.037929855,0.008170522,0.028643973,0.08011032,0.7060144,0.04238153,0.096749425,0.5090878,0.54450077,0.4446193,0.3147555,0.5061551,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.29540712,0.12022341,0.0048230668,0.20545125,0.0049571344,0.015922017,0.11510397,0.0013732599,0.005364373,0.024269467,0.029535301,0.006497972,0.0043895408,0.09648327,0.004677337,0.035903152,0.005150732,0.020209778,0.0042579197
2017-07-10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-11,0.0949367088607595,0.059200376,0.4235382,0.51726145,0.0859375,0.5,0.5,0.059548955,0.081607826,0.0139157185,0.15700607,0.53145134,0.023985146,0.13248497,0.4544201,0.5481035,0.4663017,0.33671555,0.4918486,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03461098,0.150215,0.0165296,0.1830345,0.029164366,0.06543772,0.019397413,0.0019999011,0.16271089,0.005952427,0.03538434,0.012216389,0.053453434,0.02722119,0.021596687,0.009068864,0.029783934,0.12935401,0.0128683485
2017-07-12,0.0063291139240506,0.047193147,0.49236214,0.46044466,0.0,1.0,0.0,0.006506123,0.11930241,0.024122348,0.007230356,0.7977697,0.03485624,0.010212752,0.48841438,0.56953853,0.46108836,0.28871652,0.5308988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11579565,0.019089278,0.011252652,0.049267657,0.0056570694,0.0048296447,0.03190157,0.0020566727,0.004871176,0.010603906,0.33059952,0.07752591,0.03664488,0.07592558,0.0053109205,0.15679543,0.014277956,0.01864759,0.028946979
2017-07-13,0.0443037974683544,0.22271124,0.57355005,0.20373873,0.046875,0.8571428571428571,0.1428571428571428,0.035562716,0.07319749,0.010404092,0.012808605,0.72781134,0.064758025,0.07545774,0.44537735,0.5357312,0.45959964,0.31591514,0.47718927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0071149254,0.086530514,0.022270586,0.12741145,0.0029407754,0.001555009,0.018914534,0.0025069106,0.002251158,0.0018424772,0.004653065,0.28629544,0.10956849,0.010394471,0.0052084927,0.2862398,0.018195221,0.0042263116,0.0018803304
2017-07-14,0.120253164556962,0.1278078,0.5376558,0.33453643,0.125,0.8235294117647058,0.1764705882352941,0.052649044,0.048024997,0.028593253,0.024213329,0.74772334,0.06540401,0.03339202,0.44747135,0.5537184,0.46434113,0.31655338,0.4799767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014775181,0.025091728,0.026167305,0.36017165,0.0100701,0.002248319,0.0244675,0.002562909,0.002761739,0.0041082073,0.006233361,0.12907073,0.17853853,0.06278497,0.028655507,0.0748881,0.03619027,0.008719178,0.0024946802
2017-07-15,0.0126582278481012,0.0039174412,0.07270303,0.9233795,0.0,0.0,1.0,0.35769454,0.09407853,0.023034375,0.055595044,0.4531685,0.013066697,0.0033622165,0.42285812,0.5214648,0.47099027,0.36126906,0.4263942,,,,,,,,,,,,,,,,,,,,,0.014693391,0.008072641,0.025417639,0.46699554,0.0023370082,0.0064580142,0.016852781,0.001940509,0.003218694,0.004715835,0.003764673,0.084056765,0.02376836,0.03693624,0.015728042,0.004227124,0.26687136,0.010291553,0.00365381
2017-07-16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-17,0.050632911392405,0.37429136,0.50587046,0.1198382,0.046875,0.8571428571428571,0.1428571428571428,0.0525767,0.051328532,0.021291906,0.0036532201,0.7649956,0.071277544,0.03487653,0.49659133,0.5477198,0.4463157,0.3153501,0.51259243,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363359,0.28083438,0.034857217,0.19237372,0.0012089501,0.0029360433,0.1651019,0.00072829745,0.0014720634,0.0027861334,0.0031932427,0.0036468643,0.17312045,0.0906101,0.0038750395,0.02153953,0.002159289,0.007071852,0.0011215511
2017-07-18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-19,0.0063291139240506,0.009520426,0.593869,0.39661062,0.0,1.0,0.0,0.010805507,0.009570826,0.016381944,0.035140976,0.83232075,0.02127599,0.074503936,0.47108495,0.51261437,0.525268,0.42267913,0.5286611,,,,,,,,,,,,,,,,,,,,,0.014117845,0.015658954,0.036709238,0.031822126,0.0011863483,0.0018079691,0.62723154,0.0004896476,0.00081344764,0.0033146387,0.005389343,0.005121846,0.17383024,0.034662213,0.001735421,0.023574471,0.0054982104,0.015533533,0.0015030145
2017-07-20,0.0759493670886076,0.013586286,0.3972338,0.58917993,0.0859375,0.5,0.5,0.012052789,0.0043513295,0.0071300343,0.19498563,0.68440557,0.010585505,0.08648917,0.49190784,0.5325488,0.49123088,0.3494403,0.48989102,,,,,,,,,,,,,,,,,,,,,0.01066108,0.085618734,0.0056427293,0.13749449,0.0017758029,0.0013461484,0.005003086,0.0014101883,0.0017962754,0.0037094268,0.02670124,0.0021834497,0.3887924,0.053986628,0.0031578878,0.111285664,0.007645944,0.1464992,0.005289667
