date,tweet_count,neg,neu,pos,nlp_tweet_count,not_polarized,polarized,anger,disgust,fear,joy,neutral,sadness,surprise,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,tesla,tsla,stock,market,price,profit,loss,revenue,inflation,interest,bitcoin,dogecoin,crypto,ethereum,spacex,model,cybertruck,starship,buy,sell,arts_&_culture,business_&_entrepreneurs,celebrity_&_pop_culture,diaries_&_daily_life,family,fashion_&_style,film_tv_&_video,fitness_&_health,food_&_dining,gaming,learning_&_educational,music,news_&_social_concern,other_hobbies,relationships,science_&_technology,sports,travel_&_adventure,youth_&_student_life
2021-01-26,0.0759493670886076,0.17279601,0.528997,0.298207,0.046875,0.8571428571428571,0.1428571428571428,0.03321737,0.032656133,0.036289427,0.16005674,0.63258094,0.062022567,0.043176793,0.42441612,0.54049975,0.454112,0.30593786,0.47753763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02917638,0.010679265,0.019966377,0.30695182,0.005178925,0.111619964,0.122038625,0.0019278036,0.0033432352,0.01349672,0.008801199,0.0031309358,0.09745965,0.027667549,0.0068634027,0.10612096,0.0064686695,0.115943685,0.00316476
2021-01-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,0.2278481012658227,0.2263588,0.44445688,0.3291843,0.21875,0.5517241379310345,0.4482758620689655,0.060151216,0.052778576,0.0163909,0.060983766,0.66960037,0.04101753,0.09907765,0.4761572,0.5535501,0.43801755,0.2896496,0.5051698,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.025082681,0.21035382,0.019478984,0.1540666,0.0034501154,0.009388354,0.057428833,0.009192278,0.004106957,0.07960941,0.015849687,0.011571372,0.15945068,0.04487509,0.00554524,0.14126743,0.031461302,0.01415653,0.0036646323
2021-01-29,0.0569620253164556,0.16971716,0.55542785,0.274855,0.0546875,0.75,0.25,0.07434312,0.015271267,0.018064283,0.17199439,0.5796225,0.047345314,0.09335916,0.49075964,0.5507899,0.42856553,0.29174367,0.522438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.009947378,0.21579204,0.01851043,0.17619358,0.0017338635,0.0062431926,0.031028649,0.0010715222,0.0019180446,0.030591808,0.0083531495,0.122987166,0.13594931,0.038777925,0.0031323333,0.1278975,0.058951236,0.008857662,0.002063235
2021-01-30,0.0569620253164556,0.19085583,0.4229147,0.38622946,0.046875,0.7142857142857143,0.2857142857142857,0.036351603,0.07353493,0.032915227,0.21063672,0.50249493,0.106636345,0.037430234,0.42906445,0.546953,0.46166253,0.3256585,0.48190397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015506973,0.006581997,0.0041124006,0.4457135,0.003460373,0.0013654345,0.017415008,0.0022920887,0.002289466,0.14684899,0.028426033,0.0033722352,0.09135245,0.049235996,0.0075742626,0.1262023,0.0057083718,0.035725273,0.0068168347
2021-01-31,0.0569620253164556,0.06764157,0.4267636,0.50559485,0.0546875,0.75,0.25,0.011083779,0.11447699,0.018252341,0.14629954,0.61962986,0.024542611,0.06571491,0.5151866,0.53733313,0.45566115,0.33245203,0.5311228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013507705,0.03299641,0.008780029,0.025496151,0.0015310141,0.0014266025,0.22835043,0.0012028305,0.0013316687,0.037422135,0.048512973,0.23173119,0.10584489,0.018603567,0.0021325655,0.22658688,0.002234549,0.00736924,0.004939148
2021-02-01,0.0253164556962025,0.036358934,0.54676485,0.4168762,0.015625,0.6666666666666666,0.3333333333333333,0.030394671,0.2474704,0.016204847,0.06290689,0.57407856,0.016610065,0.052334588,0.4651698,0.54020697,0.46797213,0.3353127,0.5051633,,,,,,,,,,,,,,,,,,,,,0.19271736,0.022773491,0.0087532075,0.148912,0.0034633947,0.0031921521,0.013470467,0.0062913974,0.0034152332,0.029541144,0.026645383,0.011146594,0.09162503,0.05068792,0.0040632044,0.3153545,0.014846318,0.047754515,0.005346717
2021-02-02,0.0063291139240506,0.30543554,0.65193844,0.042626005,0.0,1.0,0.0,0.006712681,0.018748274,0.0056415796,0.018484455,0.8769578,0.042796712,0.030658616,0.50170785,0.555451,0.40508232,0.28746027,0.5323977,,,,,,,,,,,,,,,,,,,,,0.009544239,0.0047741244,0.016417222,0.057438713,0.0029169545,0.0020189637,0.01304077,0.004082381,0.0021446806,0.0022746671,0.019556005,0.0026011353,0.8071825,0.015097795,0.0029860015,0.008688724,0.02019148,0.0022354135,0.0068083233
2021-02-03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,0.1329113924050632,0.21615289,0.51837504,0.26547202,0.1015625,0.7142857142857143,0.2857142857142857,0.05775043,0.028889034,0.1121559,0.096279725,0.5559882,0.06925612,0.079680584,0.43152353,0.5432129,0.46025428,0.3069954,0.46553203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026271563,0.1051479,0.020114308,0.266135,0.0024229076,0.0018760886,0.022163182,0.0022951695,0.0034261015,0.008500238,0.0069663166,0.069056325,0.16545308,0.09640213,0.0055411956,0.060275696,0.12301327,0.012427033,0.0025124664
2021-02-05,0.0443037974683544,0.054492462,0.62201977,0.32348776,0.03125,0.8,0.2,0.037493564,0.018931268,0.12092547,0.02879056,0.5795239,0.023643125,0.19069205,0.44480473,0.54140294,0.46757668,0.3183877,0.46527034,,,,,,,,,,,,,,,,,,,,,0.020008592,0.014527306,0.011883999,0.2742518,0.00235024,0.0028659943,0.01081545,0.0015125483,0.0048482055,0.006529118,0.014627507,0.010328909,0.2254636,0.18191822,0.008840074,0.17683853,0.008085261,0.021586007,0.0027186214
2021-02-06,0.1075949367088607,0.13896313,0.51303124,0.34800565,0.0703125,0.8,0.2,0.017310007,0.020965671,0.014670153,0.20266731,0.62218523,0.02706948,0.09513215,0.45956683,0.5627707,0.4401207,0.29054865,0.49397498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.071940206,0.061190385,0.032869086,0.29188377,0.0057836766,0.0027653081,0.06816158,0.0028384603,0.030361518,0.0060663717,0.09457155,0.033009253,0.09735089,0.12473856,0.008967529,0.01757603,0.023679705,0.010661114,0.015585057
2021-02-07,0.0696202531645569,0.17714873,0.37992015,0.44293112,0.0703125,0.6,0.4,0.05409365,0.021211904,0.013635379,0.30569047,0.47032434,0.08878243,0.046261877,0.44883388,0.5642411,0.42969623,0.2796257,0.48912734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022044746,0.16890825,0.035709515,0.16006485,0.006180168,0.0027235434,0.032631952,0.0027715268,0.0040726415,0.0041317595,0.035691444,0.010055928,0.39593557,0.046557564,0.0072238753,0.017469551,0.037524182,0.0052840314,0.0050189146
2021-02-08,0.050632911392405,0.16505729,0.6127711,0.22217163,0.046875,0.8571428571428571,0.1428571428571428,0.020165397,0.09180952,0.011870894,0.12185115,0.5200363,0.012560655,0.2217061,0.4336329,0.5470074,0.45541212,0.31515434,0.47717795,,,,,,,,,,,,,,,,,,,,,0.0191399,0.20540659,0.023127837,0.2691533,0.0025536634,0.0016902079,0.029701931,0.0015702602,0.0031514254,0.0034079605,0.009777285,0.015397248,0.21607801,0.056303896,0.004826902,0.11663093,0.015016849,0.0048271245,0.0022386978
2021-02-09,0.0632911392405063,0.1444193,0.5657848,0.2897959,0.0546875,1.0,0.0,0.01597553,0.008778396,0.028708203,0.080858275,0.73933244,0.029573675,0.09677345,0.48390737,0.53037965,0.4749576,0.33802545,0.49099547,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0043656225,0.35945958,0.0030568417,0.040831827,0.0012361116,0.0009798608,0.00461669,0.0009093882,0.0021859822,0.002481176,0.012320096,0.0014535884,0.24948116,0.023604253,0.0014187433,0.18909368,0.0044631422,0.09579131,0.0022509568
2021-02-10,0.0822784810126582,0.2564257,0.40093303,0.34264126,0.0859375,0.5,0.5,0.053843305,0.047412086,0.0093610445,0.17747377,0.6440311,0.030048689,0.03783,0.4424233,0.5488377,0.4378896,0.29486677,0.47602132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.017641397,0.14574164,0.020672051,0.246771,0.0047629983,0.002031408,0.02653172,0.00244973,0.0046523847,0.0065908576,0.008338695,0.0058213384,0.19635856,0.09249448,0.007138964,0.04175526,0.16108096,0.0065627694,0.002603775
2021-02-11,0.0443037974683544,0.25976825,0.09062811,0.64960366,0.0390625,0.0,1.0,0.026441664,0.040744964,0.012585494,0.49240395,0.28170553,0.031988543,0.11412989,0.48497477,0.5550886,0.4342358,0.3097546,0.49744746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018997278,0.25230536,0.010148676,0.326206,0.003464383,0.003231014,0.009658452,0.0013702578,0.0015675888,0.0020086656,0.014462189,0.00342117,0.24675584,0.057618547,0.012210234,0.018103259,0.0031292113,0.012073879,0.003268006
2021-02-12,0.0189873417721519,0.08186557,0.79341537,0.1247191,0.0078125,1.0,0.0,0.009606091,0.014072174,0.004931469,0.008842608,0.9028285,0.009859355,0.049859803,0.39486736,0.55406994,0.4633012,0.30636236,0.46723554,,,,,,,,,,,,,,,,,,,,,0.019779345,0.010271415,0.043798707,0.10436035,0.0018677317,0.002059526,0.26621503,0.0018179873,0.001660801,0.13219054,0.0063259294,0.026660003,0.22741379,0.029375786,0.0035163802,0.05970981,0.057995677,0.0030589653,0.0019222433
2021-02-13,0.0316455696202531,0.17723124,0.5824469,0.24032187,0.0234375,0.75,0.25,0.029935736,0.02270436,0.015560208,0.1494574,0.7101302,0.01447918,0.05773287,0.5045266,0.5464443,0.45812377,0.31200907,0.5280267,,,,,,,,,,,,,,,,,,,,,0.0114402175,0.2232681,0.057909857,0.14592671,0.0013985204,0.0014119085,0.012385665,0.0009939058,0.0017254996,0.015960846,0.0071788267,0.108164735,0.18346927,0.13836747,0.0050097695,0.062648945,0.011744571,0.00900282,0.0019923118
2021-02-14,0.0189873417721519,0.109075435,0.5399127,0.35101184,0.015625,0.6666666666666666,0.3333333333333333,0.01824492,0.023027198,0.007843287,0.053847652,0.8388472,0.00986752,0.04832222,0.49834287,0.5444944,0.45474234,0.30898118,0.49370062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010706603,0.48949778,0.012035452,0.09735104,0.002300625,0.0022956466,0.12353151,0.000930533,0.0013505658,0.0017727559,0.00853812,0.0014696582,0.17736961,0.034225,0.0043264525,0.014965643,0.005079583,0.00976848,0.002484943
2021-02-15,0.0379746835443038,0.26805595,0.67234594,0.059598044,0.015625,1.0,0.0,0.25354198,0.03508803,0.023206713,0.003397805,0.63667154,0.029447457,0.018646492,0.47613442,0.5293036,0.44851163,0.3176928,0.47691974,,,,,,,,,,,,,,,,,,,,,0.011777531,0.23420544,0.009190698,0.34145376,0.002378607,0.0011127124,0.021446114,0.0017178645,0.00150694,0.0011924038,0.0054634716,0.0029164052,0.31694892,0.03208812,0.0039049797,0.004373945,0.0037065323,0.0027006313,0.0019149483
2021-02-16,0.0443037974683544,0.25985828,0.3638353,0.37630644,0.0390625,0.5,0.5,0.017631123,0.16023235,0.011197996,0.07264318,0.49889097,0.17403664,0.06536776,0.4228536,0.54922056,0.44457483,0.28802708,0.47557536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014705668,0.15136935,0.030437613,0.17056501,0.0041593653,0.0023740777,0.024921333,0.025610007,0.0033092943,0.11800507,0.004992955,0.0074926685,0.23308818,0.028606147,0.0056905746,0.008626012,0.14163545,0.02215088,0.0022603152
2021-02-17,0.0126582278481012,0.30148074,0.41480064,0.28371865,0.0078125,1.0,0.0,0.01369802,0.008217435,0.0018800499,0.015591535,0.48495737,0.45934135,0.016314264,0.39277095,0.5508788,0.4473856,0.3022464,0.4464253,,,,,,,,,,,,,,,,,,,,,0.019878091,0.05139576,0.059695262,0.17243704,0.00530318,0.0052156355,0.02612978,0.003615112,0.005888316,0.009159893,0.011168277,0.012142887,0.16098523,0.33106875,0.008504424,0.010136459,0.09797598,0.0057966732,0.0035031685
2021-02-18,0.0126582278481012,0.0021698137,0.18871965,0.8091105,0.0,0.0,1.0,0.012123105,0.001402376,0.015469209,0.08150646,0.66092646,0.10824685,0.12032557,0.54331,0.5414136,0.44077066,0.33967516,0.55983895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001496895,0.03847484,0.0029888004,0.009319444,0.0008632983,0.00069863803,0.004998716,0.0008100697,0.0029837184,0.0013265739,0.0033049595,0.001212019,0.70313025,0.0060940515,0.0006891787,0.14668964,0.0010095107,0.07249585,0.0014136337
2021-02-19,0.0569620253164556,0.14934146,0.4303625,0.42029607,0.0625,0.5555555555555556,0.4444444444444444,0.12187788,0.013568127,0.020450769,0.10558888,0.6065757,0.011474747,0.12046381,0.47651875,0.55077606,0.4431016,0.30645704,0.49670458,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019177832,0.21412778,0.038959768,0.15853487,0.008924356,0.0026830668,0.028484067,0.0029741134,0.10440795,0.004169015,0.007819537,0.0092880055,0.15450302,0.030692527,0.018248865,0.11073663,0.078913234,0.0035822939,0.003773046
2021-02-20,0.0632911392405063,0.105310604,0.42568818,0.46900123,0.0703125,0.5,0.5,0.020803135,0.008729722,0.07821473,0.23257661,0.43925244,0.012393171,0.2080302,0.4495712,0.5424083,0.46923566,0.34576932,0.49071175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.009052345,0.45964113,0.01252299,0.095521525,0.002587899,0.0014383383,0.068476185,0.0013162252,0.0025785856,0.0027777706,0.028017515,0.0041016396,0.12671374,0.030081008,0.002779587,0.13827816,0.005663772,0.004377494,0.0040740734
2021-02-21,0.0443037974683544,0.18105145,0.504724,0.31422448,0.0234375,0.75,0.25,0.15013818,0.06650039,0.09666039,0.20368059,0.250258,0.027912654,0.20484982,0.46064925,0.5672045,0.43854138,0.29323345,0.4843652,,,,,,,,,,,,,,,,,,,,,0.021931872,0.01074011,0.042472336,0.2594049,0.007944244,0.0027229588,0.037134368,0.003531747,0.0054796077,0.004049873,0.01604781,0.01104217,0.2720539,0.027917925,0.009024975,0.16306873,0.045040973,0.054952424,0.005439095
2021-02-22,0.0569620253164556,0.17701796,0.4732952,0.34968683,0.0625,0.6666666666666666,0.3333333333333333,0.02188357,0.01929517,0.011874992,0.026683068,0.7820939,0.026775062,0.111394234,0.47186315,0.5420682,0.46220112,0.33593276,0.49548027,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06459028,0.13291122,0.008758994,0.24702509,0.0027941393,0.0118082315,0.05274201,0.002263349,0.012244422,0.007728744,0.017547674,0.015695835,0.13330176,0.053425506,0.004732335,0.18641096,0.013103896,0.029002003,0.0039135623
2021-02-23,0.0379746835443038,0.16173002,0.44779906,0.3904709,0.015625,0.6666666666666666,0.3333333333333333,0.107936166,0.017152624,0.013021949,0.30388513,0.49324736,0.020270044,0.04448673,0.35836968,0.5513416,0.4470316,0.3096296,0.43669462,,,,,,,,,,,,,,,,,,,,,0.027971672,0.3285158,0.013116155,0.17902237,0.0028560227,0.12376521,0.013086707,0.0026928652,0.003444872,0.0068602324,0.014313663,0.0055790506,0.14313985,0.09654987,0.004876569,0.011210028,0.0098540755,0.009353477,0.0037914373
2021-02-24,0.0822784810126582,0.1469169,0.55148983,0.3015933,0.09375,0.6923076923076923,0.3076923076923077,0.01937907,0.032848127,0.041405957,0.10635785,0.64721495,0.077960335,0.074833736,0.420516,0.53724414,0.466479,0.33321264,0.47495362,,,,,,,,,,,,,,,,,,,,,0.012621929,0.024981437,0.017045053,0.22275136,0.0029711565,0.002117235,0.026651688,0.002728727,0.0023867863,0.009458092,0.015284527,0.007833325,0.29572618,0.04843205,0.006091631,0.16507436,0.10452066,0.02933949,0.0039842892
2021-02-25,0.1075949367088607,0.15960293,0.5679851,0.27241194,0.1015625,0.7857142857142857,0.2142857142857142,0.020911278,0.060409766,0.01782238,0.07186476,0.6892061,0.07083527,0.06895041,0.45330825,0.5308162,0.48086998,0.3656907,0.49255338,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08227549,0.04800455,0.012760097,0.23865776,0.004593551,0.002621701,0.025629645,0.0019252489,0.004521179,0.0055453004,0.043545954,0.012598659,0.14802825,0.07060378,0.006884066,0.23102093,0.0055225072,0.050122466,0.005138867
2021-02-26,0.0379746835443038,0.083138704,0.6001129,0.31674838,0.015625,0.6666666666666666,0.3333333333333333,0.032684896,0.123031996,0.031545926,0.22897626,0.4942491,0.03698008,0.052531723,0.4364934,0.55565685,0.44362056,0.30365214,0.48902407,,,,,,,,,,,,,,,,,,,,,0.012637719,0.057388347,0.018212657,0.4640614,0.005807514,0.024328789,0.013075419,0.002827789,0.0028410265,0.0036005247,0.006831029,0.009586183,0.025632346,0.04404862,0.035666093,0.24708194,0.01341189,0.009723992,0.0032366924
2021-02-27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,0.0569620253164556,0.060070276,0.48558003,0.4543497,0.046875,0.7142857142857143,0.2857142857142857,0.020653201,0.010457447,0.0027817928,0.104270436,0.5043543,0.13196598,0.22551687,0.49892575,0.55621785,0.4374645,0.29354033,0.5097632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0081863245,0.24668762,0.021261115,0.114912346,0.0021234711,0.01318811,0.013557716,0.008584455,0.0033781375,0.24684618,0.0057787434,0.04838835,0.0741831,0.035052493,0.0050895275,0.119541295,0.025239678,0.0059631024,0.002038251
2021-03-02,0.0632911392405063,0.19814509,0.5977626,0.20409234,0.0390625,0.8333333333333334,0.1666666666666666,0.028288372,0.10767731,0.08124889,0.10212263,0.5161435,0.054260444,0.110258825,0.49555603,0.5593765,0.4339405,0.27902168,0.5245499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013377901,0.14481886,0.117557175,0.09384599,0.002741185,0.0028283794,0.05610062,0.001810671,0.0683164,0.003181832,0.0055230428,0.009607128,0.27204144,0.022471191,0.0030123207,0.031651925,0.0205175,0.12852544,0.0020710025
2021-03-03,0.0822784810126582,0.07319215,0.5133131,0.4134947,0.0859375,0.5833333333333334,0.4166666666666667,0.013833108,0.010534614,0.013763265,0.09169996,0.69508237,0.033176932,0.1419098,0.45761177,0.5329732,0.46725282,0.33816907,0.48639312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.017931586,0.01940577,0.012235421,0.084923856,0.003094149,0.0012064497,0.22153749,0.0017383512,0.0021547398,0.004042695,0.010093458,0.084125005,0.2685137,0.02968251,0.0049103536,0.17311722,0.04763116,0.011408147,0.0022479603
2021-03-04,0.0379746835443038,0.0674545,0.38660988,0.54593563,0.03125,0.6,0.4,0.016871974,0.009066463,0.043528803,0.09021682,0.47423562,0.15418713,0.21189313,0.5275145,0.5464072,0.44546208,0.30795595,0.5280583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.005417712,0.17915139,0.02604968,0.15810603,0.00214833,0.0020648898,0.12127652,0.002031553,0.00086837617,0.001238424,0.0051813982,0.06844589,0.19720541,0.009140305,0.010777715,0.20088069,0.0039658705,0.003911613,0.0021382268
2021-03-05,0.0316455696202531,0.22924986,0.71111846,0.059631668,0.0234375,1.0,0.0,0.020055793,0.013914891,0.021811407,0.010196228,0.6906133,0.17196828,0.071440116,0.49450684,0.5664723,0.4379754,0.27325684,0.51752263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040061466,0.0059849075,0.005390158,0.09271993,0.001686548,0.0022636172,0.03616987,0.0012585263,0.0011798801,0.28700623,0.008375382,0.0045449045,0.0266283,0.075110406,0.0025694252,0.24203414,0.15948345,0.0057507623,0.0017821388
2021-03-06,0.0886075949367088,0.17348869,0.5010468,0.32546455,0.09375,0.8461538461538461,0.1538461538461538,0.02635443,0.17718257,0.0357499,0.08467606,0.58364046,0.017290575,0.07510602,0.4817905,0.5305975,0.4625999,0.3268183,0.49381182,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010658165,0.085750416,0.012399859,0.19167367,0.0022288805,0.0018552186,0.05914641,0.0024336507,0.0027795818,0.01658933,0.014609734,0.005351386,0.045113403,0.066221304,0.004292739,0.352877,0.05970651,0.06305137,0.003261346
2021-03-07,0.0063291139240506,0.40432134,0.37139216,0.22428644,0.0,1.0,0.0,0.004204916,0.008245249,0.0027292245,0.0041473196,0.015130756,0.9615406,0.004001888,0.5103193,0.5254831,0.40808117,0.32975388,0.54881495,,,,,,,,,,,,,,,,,,,,,0.002672616,5.9944105e-05,0.002763315,0.001631956,0.0002156962,0.00012932056,0.0007604413,0.00031139294,0.00017627931,0.00015180874,0.00012256745,0.9872572,0.001984358,0.00023845902,0.00030505745,0.00020238737,0.0006888226,0.00018375705,0.00014448217
2021-03-08,0.0443037974683544,0.12331582,0.52188146,0.3548027,0.046875,0.8571428571428571,0.1428571428571428,0.029919352,0.04075418,0.008042256,0.18914862,0.5399693,0.034389906,0.15777643,0.477304,0.5470432,0.4599602,0.32180816,0.49652433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103394344,0.023391966,0.016644524,0.28461838,0.003084171,0.00403675,0.06552861,0.0017476815,0.004705117,0.0070057213,0.018411309,0.016256042,0.1340997,0.09638002,0.006411719,0.027795475,0.090307295,0.09249284,0.003688282
2021-03-09,0.050632911392405,0.124795385,0.713586,0.16161864,0.046875,1.0,0.0,0.056836177,0.015626231,0.038819943,0.01327824,0.6644966,0.11981007,0.091132686,0.44349638,0.5255495,0.4608441,0.317214,0.4859881,,,,,,,,,,,,,,,,,,,,,0.008263962,0.007927464,0.007375993,0.18775766,0.0021889254,0.0023689026,0.008886318,0.0030986462,0.0039850846,0.0045532226,0.038222883,0.0052773384,0.38325283,0.026178684,0.0028698654,0.2450529,0.033091202,0.02221858,0.0074295364
2021-03-10,0.0316455696202531,0.15574992,0.6147809,0.22946914,0.03125,1.0,0.0,0.016256886,0.051169492,0.013212679,0.0041647884,0.7563464,0.007909866,0.15093991,0.45941067,0.5379608,0.48993868,0.35362464,0.51486456,,,,,,,,,,,,,,,,,,,,,0.004977177,0.017348606,0.0047059203,0.17535776,0.00079333194,0.0009376442,0.0165425,0.0006944006,0.001573608,0.0024952365,0.006772877,0.002447818,0.37112576,0.022157025,0.00151768,0.34967905,0.002566314,0.01635633,0.0019510081
2021-03-11,0.0632911392405063,0.14323503,0.34305322,0.5137117,0.0625,0.5555555555555556,0.4444444444444444,0.050785653,0.09783961,0.013591941,0.18371177,0.49326453,0.02449997,0.13630657,0.46059746,0.5524492,0.46496868,0.35435474,0.49357235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.016147822,0.18590832,0.030486695,0.1049054,0.00475863,0.0034228372,0.030440817,0.0021104817,0.004541805,0.005234647,0.019298675,0.008962472,0.14804403,0.08030637,0.006563417,0.307149,0.025945999,0.012002615,0.0037699863
2021-03-12,0.0443037974683544,0.21082555,0.6266764,0.16249812,0.0390625,1.0,0.0,0.113319255,0.048492532,0.003537856,0.05213655,0.56386477,0.025431193,0.19321783,0.51856184,0.54800165,0.45086375,0.31166264,0.53461957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011260177,0.18562303,0.041400664,0.051028956,0.00088691805,0.0017363947,0.018270412,0.028424097,0.0019491455,0.0032671478,0.014073894,0.056032475,0.29497972,0.050776396,0.0023492381,0.22101755,0.00508245,0.009319266,0.002522093
2021-03-13,0.0443037974683544,0.2571095,0.39025155,0.35263902,0.03125,0.6,0.4,0.3352725,0.030928528,0.013867204,0.10758158,0.38054943,0.00891089,0.122889854,0.47919726,0.5592836,0.44349536,0.29972672,0.4979236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02946508,0.11150948,0.05520457,0.21527079,0.0038886466,0.002957681,0.053269513,0.0020107455,0.0026773403,0.19378069,0.0059937,0.044047527,0.105145514,0.078933336,0.010810154,0.048264317,0.02947414,0.004862152,0.0024346574
2021-03-14,0.0822784810126582,0.06676931,0.39511603,0.53811467,0.078125,0.4545454545454545,0.5454545454545454,0.04687461,0.023082912,0.010807246,0.29364398,0.49984473,0.013229207,0.112517335,0.45736024,0.5512157,0.43867683,0.3065231,0.49507895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014404404,0.004211536,0.027473617,0.15733597,0.0016008978,0.0015697369,0.016799577,0.0010984708,0.001434948,0.06822132,0.003260576,0.4170318,0.09984737,0.037826248,0.0045497143,0.08890069,0.03267163,0.020498933,0.0012625292
