asset,target,phase,use_twitter,mse,mae,accuracy,f1
tesla,change_stockprice,phase1,False,4.794028427732694,1.644066116460161,0.4358974358974359,0.26666666666666666
tesla,change_stockprice,phase2,False,17.48834910032244,3.2140571569244183,0.45348837209302323,0.5607476635514018
tesla,change_stockprice,phase3,False,27.39075352217985,4.011800409134092,0.42528735632183906,0.5967741935483871
tesla,change_stockprice,phase4,False,56.637214952088414,5.725797295272351,0.48,0.6486486486486487
tesla,change_stockprice,full,False,17.04584648188331,2.9331675921381373,0.4908616187989556,0.5323741007194245
tesla,change_volume,phase1,False,1819.1124401938318,31.985731340371647,0.6153846153846154,0.5454545454545454
tesla,change_volume,phase2,False,883.0282751634662,22.514660408330517,0.5174418604651163,0.4429530201342282
tesla,change_volume,phase3,False,677.0810044038642,19.61630336978826,0.5057471264367817,0.29508196721311475
tesla,change_volume,phase4,False,714.79126426662,20.296546385288238,0.52,0.25
tesla,change_volume,full,False,742.5023313109839,19.225241615823602,0.556135770234987,0.5685279187817259
tesla,change_volatility,phase1,False,22.167703501003743,2.5826369759469476,0.5384615384615384,0.6493506493506493
tesla,change_volatility,phase2,False,26.283608273904335,3.6251805902020138,0.5,0.5425531914893617
tesla,change_volatility,phase3,False,32.747037909484256,3.217868570827119,0.5517241379310345,0.7111111111111111
tesla,change_volatility,phase4,False,60.36992931818827,3.6634451209753753,0.76,0.8571428571428571
tesla,change_volatility,full,False,42.66480906308403,3.021283670387525,0.5143603133159269,0.6666666666666666
sp500,change_stockprice,phase1,False,0.698121234703936,0.5482025550813693,0.41025641025641024,0.24175824175824176
sp500,change_stockprice,phase2,False,2.508903366112882,1.2651705944065958,0.47093023255813954,0.5517241379310345
sp500,change_stockprice,phase3,False,2.9102091462902666,1.0551644546252772,0.4827586206896552,0.6511627906976745
sp500,change_stockprice,phase4,False,7.865530368791952,1.7998740419745445,0.48,0.6486486486486487
sp500,change_stockprice,full,False,1.130072985765048,0.7019904365570968,0.4386422976501306,0.12955465587044535
sp500,change_volume,phase1,False,348.33867970264055,11.184978865890994,0.5726495726495726,0.6153846153846154
sp500,change_volume,phase2,False,274.9951489355204,11.335133358565441,0.5058139534883721,0.46540880503144655
sp500,change_volume,phase4,False,850.4334586649704,17.779195286035538,0.4,0.5714285714285714
sp500,change_volume,full,False,355.9699454918384,12.772588077845057,0.5039164490861618,0.6428571428571429
sp500,change_volatility,phase1,False,57.41953587776802,3.4131845583617846,0.5555555555555556,0.6904761904761905
sp500,change_volatility,phase2,False,13.212655053505609,2.3795050750124447,0.5290697674418605,0.6798418972332015
sp500,change_volatility,phase3,False,47.40948763687937,3.5715439738063464,0.6206896551724138,0.7555555555555555
sp500,change_volatility,phase4,False,108.98864302665466,4.900142082348466,0.8,0.8888888888888888
sp500,change_volatility,full,False,26.87382713999842,2.9493336880734002,0.5456919060052219,0.6947368421052632
nasdaq,change_stockprice,phase1,False,0.7974641001423307,0.6003695012161779,0.5384615384615384,0.5645161290322581
nasdaq,change_stockprice,phase2,False,4.263887387011207,1.6775590414370865,0.4186046511627907,0.5327102803738317
nasdaq,change_stockprice,phase3,False,4.849171803536938,1.4394544865400798,0.45977011494252873,0.6050420168067226
nasdaq,change_stockprice,phase4,False,12.33046648328173,2.301318352892995,0.48,0.6285714285714286
nasdaq,change_stockprice,full,False,1.9957741060271736,0.9515537151698431,0.5822454308093995,0.7288135593220338
nasdaq,change_volume,phase1,False,323.02495691125256,11.133131382366022,0.47863247863247865,0.5040650406504065
nasdaq,change_volume,phase2,False,205.81157574496066,9.69485346704375,0.5348837209302325,0.696969696969697
nasdaq,change_volume,phase3,False,278.97668854927036,12.756924820400174,0.5402298850574713,0.42857142857142855
nasdaq,change_volume,phase4,False,302.7087677343156,13.841048860549927,0.44,0.6111111111111112
nasdaq,change_volume,full,False,247.6820863803986,11.472308251452352,0.5483028720626631,0.6197802197802198
nasdaq,change_volatility,phase1,False,48.47328382512511,3.2209237632799383,0.5042735042735043,0.5671641791044776
nasdaq,change_volatility,phase2,False,11.934921175375774,2.4152415377104135,0.5755813953488372,0.6507177033492823
nasdaq,change_volatility,phase3,False,41.80485969468817,3.1824413426434512,0.5862068965517241,0.7391304347826086
nasdaq,change_volatility,phase4,False,93.07552076419881,4.370421373844147,0.76,0.8636363636363636
nasdaq,change_volatility,full,False,24.388311653988062,3.0509038610422166,0.5117493472584856,0.6759098786828422
bitcoin,change_stockprice,phase1,False,44.35889206850323,4.943963251034849,0.4700854700854701,0.3111111111111111
bitcoin,change_stockprice,phase2,False,14.353887114360921,2.6900983153961513,0.47093023255813954,0.6255144032921811
bitcoin,change_stockprice,phase3,False,8.573057683582665,2.297082308080347,0.5057471264367817,0.6717557251908397
bitcoin,change_stockprice,phase4,False,10.102940193435904,2.481456147413701,0.56,0.7027027027027027
bitcoin,change_stockprice,full,False,9.42369488831765,2.307840064345487,0.5143603133159269,0.3673469387755102
bitcoin,change_volume,phase1,False,984.5660249332282,25.20728771114706,0.5726495726495726,0.7282608695652174
bitcoin,change_volume,phase2,False,926.7640979246169,23.4836367448402,0.5348837209302325,0.6610169491525424
bitcoin,change_volume,phase3,False,2902.318489673066,36.829850131324655,0.6091954022988506,0.6222222222222222
bitcoin,change_volume,phase4,False,2564.012026608157,41.238996634483335,0.48,0.6060606060606061
bitcoin,change_volume,full,False,3094.1758670176328,36.531764277298365,0.5456919060052219,0.6506024096385542
bitcoin,change_volatility,phase1,False,18.070955581702172,3.195263839398766,0.5128205128205128,0.6779661016949152
bitcoin,change_volatility,phase2,False,38.20746525914033,3.225367269258091,0.4883720930232558,0.65625
bitcoin,change_volatility,phase3,False,25.04149060332601,3.6016194522487877,0.5517241379310345,0.6548672566371682
bitcoin,change_volatility,phase4,False,23.730408579788094,3.098726436905563,0.48,0.5517241379310345
bitcoin,change_volatility,full,False,31.39495888073843,3.225232281094914,0.577023498694517,0.7308970099667774
tesla,change_stockprice,phase1,True,4.679305385342004,1.636654935315506,0.5555555555555556,0.38095238095238093
tesla,change_stockprice,phase2,True,16.75048768761994,3.182227808830523,0.4941860465116279,0.6098654708520179
tesla,change_stockprice,phase3,True,26.774293818133717,3.84767910923766,0.5747126436781609,0.0975609756097561
tesla,change_stockprice,phase4,True,56.222396612880246,5.724277383834123,0.52,0.6666666666666666
tesla,change_stockprice,full,True,17.235221200964602,2.950555614258987,0.5039164490861618,0.4808743169398907
tesla,change_volume,phase1,True,1648.8421536069854,30.25557158718634,0.6837606837606838,0.6782608695652174
tesla,change_volume,phase2,True,598.0020275469066,18.930315973367108,0.5058139534883721,0.6718146718146718
tesla,change_volume,phase3,True,684.805779314476,19.30755646038672,0.5632183908045977,0.40625
tesla,change_volume,phase4,True,1023.7814838771234,22.80643583536148,0.48,0.0
tesla,change_volume,full,True,717.6149942172948,19.41655383259058,0.5796344647519582,0.5636856368563685
tesla,change_volatility,phase1,True,23.56260786396197,2.82091641454643,0.49572649572649574,0.3917525773195876
tesla,change_volatility,phase2,True,18.374983555580076,2.766612186486465,0.5348837209302325,0.47368421052631576
tesla,change_volatility,phase3,True,33.554910359107964,3.4124212472795925,0.5402298850574713,0.6923076923076923
