asset,target,phase,use_twitter,mse,mae,accuracy,f1
sp500,change_volatility,full,True,32.046368456172765,3.336726105728412,0.5760598503740648,0.6768060836501901
nasdaq,change_stockprice,phase1,True,1.6188145895534936,0.9846246870851795,0.5873015873015873,0.74
nasdaq,change_stockprice,phase2,True,5.263891892252946,1.8445376060919316,0.4883720930232558,0.5849056603773585
nasdaq,change_stockprice,phase3,True,4.519971504136733,1.3329096539570116,0.4948453608247423,0.5739130434782609
nasdaq,change_stockprice,phase4,True,0.9945642995372613,0.8516465032642538,0.5151515151515151,0.5555555555555556
nasdaq,change_stockprice,full,True,2.8031376213445816,1.127835138329883,0.5236907730673317,0.6375711574952562
nasdaq,change_volume,phase1,True,339.8016703821987,12.283055022861513,0.5476190476190477,0.583941605839416
nasdaq,change_volume,phase2,True,221.72923973740942,10.470957154884587,0.5581395348837209,0.5869565217391305
nasdaq,change_volume,phase3,True,10520.307487707125,27.55955494256671,0.5360824742268041,0.08163265306122448
nasdaq,change_volume,phase4,True,29766.68994925111,48.2545964744958,0.6363636363636364,0.6666666666666666
nasdaq,change_volume,full,True,2669.6522009050277,15.54421628929879,0.5336658354114713,0.626746506986028
nasdaq,change_volatility,phase1,True,66.19844457363611,5.327271804638532,0.4126984126984127,0.22916666666666666
nasdaq,change_volatility,phase2,True,12.386231258500267,2.5079413825716435,0.5174418604651163,0.49079754601226994
nasdaq,change_volatility,phase3,True,51.45674397732241,3.58336332073608,0.5670103092783505,0.671875
nasdaq,change_volatility,phase4,True,60.629431244639235,3.9429606916665128,0.5757575757575758,0.0
nasdaq,change_volatility,full,True,31.994456176250498,3.486180523220285,0.5037406483790524,0.6551126516464472
bitcoin,change_stockprice,phase1,True,100.35621104020821,8.184897958049698,0.42857142857142855,0.0
bitcoin,change_stockprice,phase2,True,19.57256270541982,3.2106170521962434,0.4941860465116279,0.583732057416268
bitcoin,change_stockprice,phase3,True,11.903941369073962,2.86143480821215,0.4845360824742268,0.2647058823529412
bitcoin,change_stockprice,phase4,True,8.42672258348602,2.365557224913077,0.5151515151515151,0.0
bitcoin,change_stockprice,full,True,14.188714257256098,2.9655757833230414,0.5211970074812967,0.6470588235294118
bitcoin,change_volume,phase1,True,1398.0455733665467,27.411847216564986,0.42857142857142855,0.0
bitcoin,change_volume,phase2,True,927.469525491396,22.504601457264535,0.6046511627906976,0.6382978723404256
bitcoin,change_volume,phase3,True,2113.4681255692485,30.931747063072688,0.711340206185567,0.7021276595744681
bitcoin,change_volume,phase4,True,3397.483246143711,44.77065394954248,0.5757575757575758,0.7307692307692307
bitcoin,change_volume,full,True,2062.7339982862404,31.54228274067144,0.685785536159601,0.7212389380530974
bitcoin,change_volatility,phase1,True,99.83683688606227,8.878954162111897,0.5158730158730159,0.680628272251309
bitcoin,change_volatility,phase2,True,40.460350163929434,3.3698744195564867,0.4941860465116279,0.5583756345177665
bitcoin,change_volatility,phase3,True,38.387985773336936,4.639473293927143,0.5567010309278351,0.5981308411214953
bitcoin,change_volatility,phase4,True,26.15330030009237,3.6510361029738276,0.48484848484848486,0.6530612244897959
bitcoin,change_volatility,full,True,25.659095806989786,3.086020728598896,0.5336658354114713,0.6642728904847397
