date,tweet_count,neg,neu,pos,nlp_tweet_count,share_neutral,share_polarized,anger,disgust,fear,joy,neutral,sadness,surprise,Agreeableness,Conscientiousness,Extroversion,Neuroticism,Openness
2015-04-25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-26,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-27,3,0.041502416,0.15072928,0.80776834,3,0.0,1.0,0.036117814,0.041236635,0.024124593,0.2737961,0.40866366,0.1748236,0.041237544,0.18331449186235294,0.1269670977466337,0.19181948846685937,0.21136023357719189,0.1997699325752751
2015-04-28,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-29,1,0.018984742,0.394184,0.58683133,1,1.0,0.0,0.005792755,0.002297491,0.002260937,0.020518314,0.9109048,0.012562648,0.04566301,0.1818430713182066,0.12092900225516544,0.20407394940283186,0.20786144329369946,0.194380916601849
2015-04-30,1,0.0016383381,0.022172865,0.9761888,1,0.0,1.0,0.0015975496,0.0004081527,0.0008741315,0.9159729,0.014518213,0.0027753443,0.063853726,0.1761359030252058,0.12022905928337367,0.17367671719935845,0.20787544962842627,0.1737835823858333
2015-05-01,2,0.04741565,0.6584567,0.29412764,2,1.0,0.0,0.027007803,0.0016790814,0.0098238075,0.0494408,0.44246262,0.023942739,0.4456431,0.18155692504722817,0.1333908710416421,0.1957897846977307,0.2054037840009628,0.19728437864399534
2015-05-02,1,0.004542339,0.75852764,0.23693003,1,1.0,0.0,0.0064469893,0.00094565767,0.028313903,0.22085398,0.09958733,0.008319106,0.63553303,0.17137367446516957,0.11362717734424052,0.21757473413330827,0.20938848787165706,0.21121474080803498
2015-05-03,3,0.03242888,0.27332687,0.6942442,3,0.3333333333333333,0.6666666666666666,0.045709003,0.0036144585,0.017139321,0.47295225,0.33266163,0.0130367195,0.114886634,0.16510986059459637,0.10980921574097836,0.20448945755184916,0.21554978009326622,0.2060739438396416
2015-05-04,1,0.0054339147,0.12925538,0.8653107,1,0.0,1.0,0.0052450923,0.0021067476,0.0021757237,0.48959064,0.05451727,0.0044113,0.44195315,0.15506683073435365,0.0972747461413797,0.23072214218611745,0.22112687045403698,0.22368576879317567
