date,bitcoin_stockprice_sma_5,bitcoin_stockprice_sma_10,bitcoin_stockprice_sma_20,bitcoin_stockprice_sma_50,bitcoin_stockprice_sma_100,bitcoin_stockprice_ema_12,bitcoin_stockprice_ema_26,bitcoin_stockprice_macd_line,bitcoin_stockprice_macd_signal,bitcoin_stockprice_macd_hist,bitcoin_stockprice_rsi_14,bitcoin_stockprice_bb_mean_20,bitcoin_stockprice_bb_upper_20,bitcoin_stockprice_bb_lower_20,bitcoin_atr_14,bitcoin_pdi_14,bitcoin_mdi_14,bitcoin_dx_14,bitcoin_adx_14,bitcoin_stoch_k_14,bitcoin_stoch_d_3,bitcoin_obv,bitcoin_stockprice_momentum_7,bitcoin_stockprice_roc_7,bitcoin_stockprice_momentum_21,bitcoin_stockprice_roc_21,bitcoin_mfi_14,bitcoin_volatility_std_10,bitcoin_avg_volume_20,bitcoin_volume_spike_20
2021-08-03,40238.3125,39329.05546875,35637.28388671875,34908.33453125,39754.0539453125,38246.64662863856,36556.13701799733,1690.5096106412311,1234.987286056936,455.5223245842951,70.60698706393586,35637.28388671875,43890.11508120926,27384.45269222825,2054.553446672083,27.854778990347068,19.144221601837323,18.53349492277981,30.676261693746685,66.28096856901644,73.82305724994241,1860928205590,-1253.9609375,-3.18208136118151,5450.955078125,16.668554968731918,79.52223429200784,0.0006592359577317204,26421798338.65,0.99122058666572
2021-08-04,39740.70390625,39768.787109375,36035.62255859375,34895.15921875,39611.3114453125,38477.547748271085,36792.534565275295,1685.01318299579,1324.9924654447068,360.0207175510832,77.60270578577246,36035.62255859375,44273.739849074685,27797.50526811281,2076.594829945506,26.286346620079858,17.588091015061128,19.82533810997936,29.90119572347759,74.11932926742125,71.68742660975319,1886300768314,-248.40234375,-0.6210694219486501,6925.15625,21.09890591169008,79.66252950381033,0.0006586987354338301,26625400263.0,0.9529457763404592
2021-08-05,39589.37578125,40121.9890625,36508.02333984375,34945.6090625,39469.6758203125,38845.54881584476,37094.53605581046,1751.012760034304,1410.1965243626262,340.81623567167776,75.99945310303306,36508.02333984375,44715.59521863327,28300.45146105422,2205.690176913684,27.48031530056873,15.375926005447155,28.244169171743103,29.78283668406798,84.05037242214961,74.81689008619578,1921485799331,861.1328125,2.15237885460835,9088.82421875,28.598537807955804,80.6431627488594,0.0005453919847353011,27199677967.95,1.293582632061281
2021-08-06,40157.696875,40462.944921875,37072.194921875,35040.868984375,39349.5937890625,39456.464382637874,37518.38523686153,1938.0791457763407,1515.773048645369,422.3060971309717,78.30533011997312,37072.194921875,45390.35553491695,28754.03430883306,2286.675197759135,30.6415700630614,13.771987656302423,37.98295672090243,30.36855954384187,95.3775833759458,84.51576168850556,1959712282377,580.953125,1.3755075238385928,11394.9609375,36.26480840048762,81.62782437879993,0.0006445286679276214,28166251173.15,1.3571732642375958
2021-08-07,41228.46796875,40918.934375,37710.14443359375,35216.240078125,39259.600703125,40240.97767473204,38039.67527718661,2201.3023975454344,1652.8789184253822,548.4234791200522,78.81736471515381,37710.14443359375,46278.09101176218,29142.197855425315,2271.290752829911,33.105626904318406,12.874894822865585,43.998483100056426,31.34212551214291,98.75963820281083,92.7291980003021,1999743144518,2929.60546875,7.037889114670692,13022.732421875,41.29865280935545,82.67472182218998,0.0006761405237020096,29228394946.85,1.3695881082007277
2021-08-08,42357.4953125,41297.90390625,38359.15869140625,35379.885,39120.0801171875,40788.229907465575,38466.22652980242,2322.003377663153,1786.7038102729364,535.2995673902171,74.54574164227218,38359.15869140625,46692.11378175089,30026.203601061607,2248.372942359917,32.93657237719187,12.0771202096102,46.34023775622803,32.41341924386328,85.15028940138272,93.0958369933798,1963440479768,3823.22265625,9.564059395481904,12001.306640625,37.74374358375543,83.48117207965858,0.0006138910874738395,30021788707.1,1.2092105871564744
2021-08-09,43681.075,41710.889453125,39187.06142578125,35593.227109375,39005.4536328125,41646.25643612471,39051.35066416891,2594.905771955804,1948.34420260951,646.5615693462942,76.8333697575139,39187.06142578125,47227.6057153184,31146.517136244103,2345.499484423495,32.89418522453364,10.750080442998716,50.7377187881254,33.72229778273915,99.0870821302353,94.33233657814296,2002174558817,7163.45703125,18.273218265436043,15547.5703125,50.44991580437716,83.32842393742902,0.0007903669976774525,30801079297.3,1.2575559016983993
2021-08-10,44624.1703125,42106.773046875,39860.7783203125,35871.3938671875,38894.9931640625,42252.22179210553,39535.3270038601,2716.894788245423,2102.0543197366924,614.8404685087307,70.94113562396409,39860.7783203125,47659.1630116628,32062.3936289622,2315.9947779468166,31.49243633337199,10.109386406979032,51.39931021736893,34.98494152806985,88.52986031090059,90.92241061417288,1968628539300,7432.05078125,19.479607333265548,15777.68359375,52.9321956978676,83.49038502893133,0.0007445325617115728,31068229045.2,1.079753193147738
2021-08-11,45179.59765625,42668.647265625,40524.8048828125,36133.1533984375,38778.9266015625,42766.28562697391,39984.09068644454,2782.1949405293635,2238.082443895227,544.1124966341367,67.75058657507824,40524.8048828125,47865.3912992419,33184.21846638311,2249.418142022044,30.41855168922391,9.665125456301444,51.77525544269889,36.18424966482907,87.69086255454043,91.76926833189212,2002948248373,5846.1328125,14.708175955624569,13482.943359375,41.98895118357366,83.51768844476227,0.0007147541623498125,31806452972.95,1.0790171762373948
2021-08-12,45154.0953125,43191.281640625,41067.141796875,36347.2586328125,38689.8741015625,43021.978463208696,40313.29056615236,2708.687897056341,2332.20353452745,376.4843625288913,62.00052420667905,41067.141796875,47827.64344606271,34306.6401476873,2257.8500492883263,28.140314486639824,13.655796575731246,34.65518093129232,36.07503046957645,75.1300275823101,83.78358348258372,1969224627547,3558.734375,8.707543799317307,12115.18359375,37.493095813606,76.03408138569006,0.0007093783109155086,32365031704.65,1.0419770675260858
2021-08-13,45953.1359375,44155.315625,41742.185546875,36609.8762890625,38593.5672265625,43756.03105540736,40867.36684365958,2888.664211747775,2443.495669971515,445.1685417762601,68.60627406220092,41742.185546875,48348.83452286165,35135.53657088835,2350.114945321304,29.976727565327987,12.182554043901998,42.20701312313227,36.51302923054472,99.62737274059894,87.4827542924832,2000968887086,4976.8203125,11.623603780084778,14211.76953125,42.32017045259576,76.18964592875948,0.0010520324131622761,32869009338.35,0.9657808427454583
2021-08-14,46099.44453125,44890.259765625,42329.5234375,36919.059609375,38500.5715234375,44270.01786419084,41328.81710061072,2941.20076358012,2543.036688693236,398.164074886884,62.09234152756266,42329.5234375,48624.77809055877,36034.26878444123,2319.467505030496,29.024658279824177,11.461843520199563,43.37943259798828,37.00348661393355,90.5857679145555,88.44772274582154,1969757532644,2541.14453125,5.703285513206091,12804.5,37.33912785546563,76.66605576919088,0.0010548059871878402,33386742796.1,0.9348427497888739
