date,target_nasdaq_change_volatility_next
2015-01-13,-0.049299947891146
2015-01-14,-2.3033765254604432
2015-01-15,2.331953972684464
2015-01-16,3.043881514829616
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,0.0
2015-01-20,0.412503100685524
2015-01-21,0.0316988845353138
2015-01-22,3.696103067101264
2015-01-23,-0.3646940882446658
2015-01-24,0.0
2015-01-25,0.0
2015-01-26,-4.280634456389909
2015-01-27,5.058400937578722
2015-01-28,-0.6487038425718517
2015-01-29,-0.3227893388118907
2015-01-30,-0.7263817648581306
2015-01-31,0.0
2015-02-01,0.0
2015-02-02,-5.01983557197101
2015-02-03,-5.932729026511985
2015-02-04,-0.1775731451542195
2015-02-05,1.669998124874983
2015-02-06,0.1263805917821825
2015-02-07,0.0
2015-02-08,0.0
2015-02-09,0.1615470506238558
2015-02-10,2.0376241538252904
2015-02-11,0.1369696218695315
2015-02-12,1.4356995154679808
2015-02-13,-0.7416288114500125
2015-02-14,0.0
2015-02-15,0.0
2015-02-16,0.0
2015-02-17,-0.1528461735685216
2015-02-18,-4.910942800948104
2015-02-19,-4.002133579157851
2015-02-20,-1.7133894946705697
2015-02-21,0.0
2015-02-22,0.0
2015-02-23,-5.497911239455244
2015-02-24,-1.6133313002499097
2015-02-25,-2.386590046205717
2015-02-26,-0.1018351569344488
2015-02-27,0.0432384582999212
2015-02-28,0.0
2015-03-01,0.0
2015-03-02,-6.678104652407901
2015-03-03,-1.4776052330938594
2015-03-04,0.53986324359383
2015-03-05,0.0192186138729955
2015-03-06,-2.4995583335456595
2015-03-07,0.0
2015-03-08,0.0
2015-03-09,0.0939967861002699
2015-03-10,8.883674554079146
2015-03-11,-10.308014987522895
2015-03-12,-1.947613759442424
2015-03-13,-1.028007650619733
2015-03-14,0.0
2015-03-15,0.0
2015-03-16,-1.4117015556212589
2015-03-17,-1.6606838146213998
2015-03-18,-0.9887579925092926
2015-03-19,-0.6214905394160253
2015-03-20,-1.664071034323189
2015-03-21,0.0
2015-03-22,0.0
2015-03-23,-0.5289852090692437
2015-03-24,-0.2611601689939125
2015-03-25,17.39994846053534
2015-03-26,0.1404750436176716
2015-03-27,-2.794498531357459
2015-03-28,0.0
2015-03-29,0.0
2015-03-30,2.107924555878382
2015-03-31,2.545235404921198
2015-04-01,0.3927650177020458
2015-04-02,-0.345307394123151
2015-04-03,0.0
2015-04-04,0.0
2015-04-05,0.0
2015-04-06,-0.0458695643187678
2015-04-07,-0.0110348993709985
2015-04-08,1.814905308519044
2015-04-09,0.5932429722075083
2015-04-10,0.0271280462688983
2015-04-11,0.0
2015-04-12,0.0
2015-04-13,-0.5672417352124093
2015-04-14,-1.9560596138545217
2015-04-15,0.3649752130332251
2015-04-16,-0.1878869468938671
2015-04-17,5.750384131172126
2015-04-18,0.0
2015-04-19,0.0
2015-04-20,0.7644067295564883
2015-04-21,0.1187152259998436
2015-04-22,-7.317331590953824
2015-04-23,-0.0768225285107226
2015-04-24,-0.6531743612239183
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,0.6792378496721874
2015-04-28,-3.0724536008558623
2015-04-29,1.392922185051915
2015-04-30,5.38519303663112
2015-05-01,4.075900774846364
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,-0.9597317237208912
2015-05-05,5.276520095632131
2015-05-06,0.1008103583746589
2015-05-07,-12.50467208504248
2015-05-08,2.999203199043743
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,-0.4251609801866784
2015-05-12,-2.8526027937074705
2015-05-13,-2.754367259749946
2015-05-14,4.150476371651601
2015-05-15,0.0697126644622958
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,-0.0668692702803452
2015-05-19,0.0310287417177645
2015-05-20,-1.4687291983777715
2015-05-21,-0.2046859900590503
2015-05-22,-0.3437003459695553
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,3.707535590955624
2015-05-27,4.899268203586726
2015-05-28,-0.7478592302415321
2015-05-29,0.8482801057409395
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,-6.315314841746645
2015-06-02,-3.851806418150283
2015-06-03,0.1227094219901969
2015-06-04,1.5795855822129612
2015-06-05,-0.3812761451318369
2015-06-06,0.0
2015-06-07,0.0
2015-06-08,0.854050793400396
2015-06-09,-0.9559619555055688
2015-06-10,4.456861933916612
2015-06-11,-1.138540657554632
2015-06-12,-6.947367248713787
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,-4.27604113519754
2015-06-16,0.6613440937783599
2015-06-17,-9.215149955467329
2015-06-18,4.95832536004257
2015-06-19,0.1290133890737399
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,-2.8286077674435472
2015-06-23,-0.3645153782135368
2015-06-24,1.9513582866037995
2015-06-25,0.3227799634883954
2015-06-26,-5.080093501030669
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,22.12090491011269
2015-06-30,-0.0887824964824868
2015-07-01,0.8931631480693314
2015-07-02,-0.0108095621325965
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,-0.2741166014056495
2015-07-07,0.0810331296249966
2015-07-08,4.892657632410069
2015-07-09,-6.0386761147896095
2015-07-10,7.218704618619509
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,4.8441536360679605
2015-07-14,0.8170572566205125
2015-07-15,-0.005836119767022
2015-07-16,2.9267100299317894
2015-07-17,-0.0858114794181186
2015-07-18,0.0
2015-07-19,0.0
2015-07-20,-0.0057078556842449
2015-07-21,-2.0966269668672544
2015-07-22,1.2967944316228277
2015-07-23,-2.292981599428268
2015-07-24,2.947931909570656
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,1.1558570475466825
2015-07-28,1.5162393398395757
2015-07-29,-0.1161209616587832
2015-07-30,0.1321043028911672
2015-07-31,-3.561847203200763
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,-0.0721773683774795
2015-08-04,-1.118749312196743
2015-08-05,1.02183762272805
2015-08-06,4.4707506896555005
2015-08-07,0.0408688465456608
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,1.9542019560206516
2015-08-11,-8.728152089983165
2015-08-12,-0.6142162602367773
2015-08-13,-0.4473692149744024
2015-08-14,0.1510904990304373
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,1.1798135706137414
2015-08-18,1.0821315943628118
2015-08-19,-6.035964196392108
2015-08-20,19.15989289173485
2015-08-21,15.502315148468604
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,12.533007875793569
2015-08-25,-1.182137673088357
2015-08-26,19.918473451673503
2015-08-27,3.629669124976465
2015-08-28,-0.7048384283374731
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,0.3218470093199643
2015-09-01,4.818325434433723
2015-09-02,4.724841221237974
2015-09-03,-0.0234427445516383
2015-09-04,-0.0729089081779044
2015-09-05,0.0
2015-09-06,0.0
2015-09-07,0.0
2015-09-08,4.56049540698622
2015-09-09,-0.2275385867592794
2015-09-10,0.360695841263059
2015-09-11,0.1455391801239436
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,-0.0121486160036154
2015-09-15,0.9371474711861394
2015-09-16,0.2921672694631727
2015-09-17,-0.324056471959111
2015-09-18,-0.3766811768724953
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,0.0123154351409082
2015-09-22,-0.0279329019124197
2015-09-23,-0.599340411163285
2015-09-24,-0.0491275984177752
2015-09-25,0.3382236752840883
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,3.909670138276544
2015-09-29,-0.7310539736572141
2015-09-30,3.302397481079411
2015-10-01,-0.0340935096656114
2015-10-02,-1.6180141356699318
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,-5.02429271389463
2015-10-06,-8.665918321879884
2015-10-07,0.082550101925416
2015-10-08,-10.927224969242044
2015-10-09,-4.590655769739904
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,-0.0655049884545566
2015-10-13,-0.3648527920137034
2015-10-14,-8.603972430828277
2015-10-15,-2.7396914552632823
2015-10-16,-0.1545158922314993
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,-1.5394135454465552
2015-10-20,-7.828645549038127
2015-10-21,-0.9322930714872668
2015-10-22,2.620361228512036
2015-10-23,5.707876497355535
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,-0.2823439621101653
2015-10-27,-1.1506097934865789
2015-10-28,1.4144155320004126
2015-10-29,0.3627149201738122
2015-10-30,-2.400078059460353
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,1.9650302048644264
2015-11-03,-3.694116824787274
2015-11-04,-0.0276198501863667
2015-11-05,-0.1531056466168467
2015-11-06,-2.247990564757607
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,-14.67971678635276
2015-11-10,-1.060616204112852
2015-11-11,-6.259124765615642
2015-11-12,4.848244525823375
2015-11-13,1.5486055311717095
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,-1.8854124904370215
2015-11-17,-1.3946388397296228
2015-11-18,4.085113646881289
2015-11-19,-0.007542282720685
2015-11-20,0.2587456101796892
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0982097553151817
2015-11-24,-2.091208522899668
2015-11-25,-0.4939807944342567
2015-11-26,0.0
2015-11-27,-5.283429199883827
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,0.5441650150408428
2015-12-01,1.1824881408956989
2015-12-02,0.4495669221112219
2015-12-03,4.939740966987816
2015-12-04,2.7235031985706426
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,-7.265315965805852
2015-12-08,0.0271837621637072
2015-12-09,4.684974660997798
2015-12-10,-2.9687128096905324
2015-12-11,9.04993797592988
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,0.1838941080696265
2015-12-15,-2.4678674494129527
2015-12-16,4.078427000761042
2015-12-17,2.7478590723413854
2015-12-18,3.395931089444293
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,1.2588168803505215
2015-12-22,-0.4472718735831327
2015-12-23,1.2130074847191974
2015-12-24,-0.1222904332715657
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,-2.166030861820833
2015-12-29,-1.6333209499922008
2015-12-30,-0.4377513718279879
2015-12-31,2.1907561896099104
2016-01-01,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,1.327635002996752
2016-01-05,0.0095814645649339
2016-01-06,0.5779002912076558
2016-01-07,10.913571696461831
2016-01-08,0.4349904059105958
2016-01-09,0.0
2016-01-10,0.0
2016-01-11,-0.3449300588543647
2016-01-12,1.7420613395612738
2016-01-13,10.37596159177443
2016-01-14,3.362087532990299
2016-01-15,4.705305403423665
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,0.0
2016-01-19,-1.254773225287931
2016-01-20,-5.037047815175977
2016-01-21,0.0879350089129316
2016-01-22,7.761315151129811
2016-01-23,0.0
2016-01-24,0.0
2016-01-25,0.1949523298970801
2016-01-26,1.0761686004629345
2016-01-27,-0.1032672924369926
2016-01-28,0.6742658241604138
2016-01-29,4.0960827223616825
2016-01-30,0.0
2016-01-31,0.0
2016-02-01,-2.0955805209920464
2016-02-02,1.896444601857872
2016-02-03,-1.1363925519405127
2016-02-04,-0.950843172352589
2016-02-05,5.172993495384737
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,-0.1001365942941978
2016-02-09,-0.2099344739905917
2016-02-10,0.4189589061101895
2016-02-11,-2.3162440408276974
2016-02-12,3.1825735990014703
2016-02-13,0.0
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,4.253397157507233
2016-02-17,1.859237689178017
2016-02-18,0.3222846560279713
2016-02-19,-0.2091193625849086
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,-3.351850713626492
2016-02-23,0.6765105825118356
2016-02-24,0.5328093970903502
2016-02-25,-0.1926031939355255
2016-02-26,-7.303283918118108
2016-02-27,0.0
2016-02-28,0.0
2016-02-29,-2.2707844717878345
2016-03-01,-0.1555506455058308
2016-03-02,-0.108171596997475
2016-03-03,-0.0539849648101831
2016-03-04,-0.0193932317956169
2016-03-05,0.0
2016-03-06,0.0
2016-03-07,-4.551238364899824
2016-03-08,-0.7915802039306419
2016-03-09,-0.631751984556661
2016-03-10,-4.354994145978786
2016-03-11,2.054073899899156
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,-4.304537175653533
2016-03-15,0.2737153282378557
2016-03-16,-5.10883257182746
2016-03-17,-0.2248384845759177
2016-03-18,0.0490000530819045
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,-14.225632630491592
2016-03-22,-7.046776074471484
2016-03-23,2.6828039921622526
2016-03-24,0.1106983205696021
2016-03-25,0.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,-0.4919253787379896
2016-03-29,0.0727165547153907
2016-03-30,-5.8008806403243245
2016-03-31,-6.5270047792361225
2016-04-01,-2.6136013190203977
2016-04-02,0.0
2016-04-03,0.0
2016-04-04,1.1797335013242538
2016-04-05,-0.0331185039306292
2016-04-06,-2.5212222892485925
2016-04-07,5.62830642718728
2016-04-08,-0.8194083149744236
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,0.5739575816582798
2016-04-12,-0.9168982256325008
2016-04-13,-11.08616384193988
2016-04-14,0.0680512159220381
2016-04-15,0.2411823447910244
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,0.1889366258571501
2016-04-19,0.4829388857939598
2016-04-20,-5.400251117020472
2016-04-21,-0.1762424897801318
2016-04-22,2.134734037708963
2016-04-23,0.0
2016-04-24,0.0
2016-04-25,-7.673514151335081
2016-04-26,0.1875856447013602
2016-04-27,0.2158762513575496
2016-04-28,3.411033093860772
2016-04-29,1.046270126039639
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,1.6428157062604145
2016-05-03,3.224203613967669
2016-05-04,1.1628818260799534
2016-05-05,-2.7788822682876857
2016-05-06,0.4600484926398973
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.2234872801278209
2016-05-10,-3.2580382415243747
2016-05-11,1.9219020960279831
2016-05-12,0.4267939593257219
2016-05-13,-2.6301133332512494
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,4.523529322793607
2016-05-17,1.4704015755002908
2016-05-18,-6.4104923134219565
2016-05-19,-4.945634147282929
2016-05-20,5.032523479481865
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,-0.2677000092036974
2016-05-24,9.289122185231856
2016-05-25,-4.755450505621706
2016-05-26,0.0803382774157146
2016-05-27,1.1141500649510805
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,-0.285528640453947
2016-06-01,-0.3982689952666707
2016-06-02,0.312782113982446
2016-06-03,0.9019494525814632
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,-1.0992830051652525
2016-06-07,-0.0848935302435016
2016-06-08,0.0032294068495364
2016-06-09,-0.4934289053906804
2016-06-10,0.7268877249090755
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,1.419598043569814
2016-06-14,-1.8070828942788772
2016-06-15,-3.581119180735137
2016-06-16,-2.0759624666618737
2016-06-17,2.730186150331315
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,1.0585393074080462
2016-06-21,-0.1320927825371076
2016-06-22,-3.946875958204876
2016-06-23,3.2974351853298334
2016-06-24,41.42501310104127
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,7.565780757652019
2016-06-28,3.653384304335061
2016-06-29,2.094415634318625
2016-06-30,1.5094766842999707
2016-07-01,-0.3388152439549485
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,-0.5223600671246498
2016-07-06,0.5044653406714561
2016-07-07,-3.9795990552781824
2016-07-08,2.4111238972184923
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.3746005848460187
2016-07-12,0.0496493950290943
2016-07-13,0.1003244659097291
2016-07-14,0.289911141813004
2016-07-15,-0.1041694500495848
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,-0.2114466852632057
2016-07-19,-0.0231215188580713
2016-07-20,1.023354471807414
2016-07-21,0.1269483173178542
2016-07-22,0.0303781108298206
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,-2.126431411991736
2016-07-26,-1.350118693563962
2016-07-27,0.083051435467607
2016-07-28,-0.1591632576223967
2016-07-29,0.0062081716232453
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,-1.5034815031188864
2016-08-02,1.157057656408078
2016-08-03,0.0509016776172543
2016-08-04,-0.2057563385334693
2016-08-05,-1.3296061680670324
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,-27.27303168673132
2016-08-09,-19.83805624837135
2016-08-10,-8.41059177203054
2016-08-11,-10.087928451002393
2016-08-12,-5.524968960311094
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.3706884452385317
2016-08-16,-1.7890157086073777
2016-08-17,-1.1433198134689793
2016-08-18,-0.0854509526203139
2016-08-19,-12.60101649539953
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,-1.716651262314206
2016-08-23,-2.1257389684797623
2016-08-24,5.656111212052428
2016-08-25,-1.0643153370572866
2016-08-26,-0.3421470433285334
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,-1.1289538693632584
2016-08-30,-1.3451326018198428
2016-08-31,-7.213484826869387
2016-09-01,-1.2882667189867414
2016-09-02,-0.6245542548520167
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,1.2707215506951863
2016-09-07,-0.1519397971999514
2016-09-08,0.7312661627119965
2016-09-09,51.64650565539874
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,10.91538400650065
2016-09-13,3.480057789218272
2016-09-14,-2.2287380505462973
2016-09-15,6.037494974528945
2016-09-16,0.052818187411896
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,-3.053293483098962
2016-09-20,-0.051285265468326
2016-09-21,2.935464208168037
2016-09-22,1.1156041504857273
2016-09-23,0.991831071452398
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,2.5281557958742207
2016-09-27,1.3824916854306757
2016-09-28,-1.235034564684434
2016-09-29,2.554974268875543
2016-09-30,1.4542955233441068
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.1452573348946551
2016-10-04,0.1333642334608642
2016-10-05,0.3678269659245892
2016-10-06,-1.7112464994195609
2016-10-07,0.2085774818429753
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,0.9760727090422084
2016-10-11,6.028262318063016
2016-10-12,-0.0235553741737004
2016-10-13,0.4673837641573142
2016-10-14,-0.163132398780208
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,-0.3120110305320112
2016-10-18,1.0770516579403644
2016-10-19,-0.0551416378878899
2016-10-20,-0.4263617638364358
2016-10-21,-16.19295096603609
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,-5.442669590261307
2016-10-25,-3.6913967707703055
2016-10-26,1.4910386531388875
2016-10-27,-6.20847115226516
2016-10-28,0.896373564065378
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,-0.0917482820729009
2016-11-01,1.589291467363041
2016-11-02,-2.081083154882224
2016-11-03,-1.5345731750332936
2016-11-04,-0.8973211537646519
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,21.34100947327355
2016-11-08,-1.812966512198999
2016-11-09,3.792323500745853
2016-11-10,-0.594523647891898
2016-11-11,-1.120119253566898
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,0.204888366752387
2016-11-15,3.542928791567146
2016-11-16,-0.3343598967890049
2016-11-17,1.4182487191984006
2016-11-18,-0.0565288777349293
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,0.8297318918195851
2016-11-22,-6.863813291723209
2016-11-23,-0.0563000373081878
2016-11-24,0.0
2016-11-25,-0.9140207699843472
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,1.346979722105135
2016-11-29,-0.4093979651357382
2016-11-30,2.1285458346907538
2016-12-01,5.578523105360578
2016-12-02,-0.0057895633386206
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,2.3346432929028937
2016-12-06,-1.9108836458975544
2016-12-07,2.316464516123196
2016-12-08,-0.9760628528521552
2016-12-09,-1.1903427624949892
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.3255687730337797
2016-12-13,1.5125635703459928
2016-12-14,-0.7324627130791517
2016-12-15,-3.2656815172660503
2016-12-16,-2.738557007989884
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,-0.6480726567034134
2016-12-20,-13.819086935367489
2016-12-21,0.218337260994228
2016-12-22,-2.234487459288081
2016-12-23,-3.667255023780247
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,-0.269818025208357
2016-12-28,3.6107153353414745
2016-12-29,-3.744517825494731
2016-12-30,3.86358439971386
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.6620332540563822
2017-01-04,2.196715380244618
2017-01-05,-2.483511705756436
2017-01-06,0.870948637792579
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,-0.1032157323150873
2017-01-10,0.0466509237565526
2017-01-11,-1.7550845042435317
2017-01-12,0.6329908950901686
2017-01-13,-5.370132096118885
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,-8.280467901300348
2017-01-18,0.0343146406532435
2017-01-19,-2.86487265530514
2017-01-20,-0.4663797777617606
2017-01-21,0.0
2017-01-22,0.0
2017-01-23,-6.088091765092518
2017-01-24,3.026675881572949
2017-01-25,3.70498441229632
2017-01-26,-2.962767183834392
2017-01-27,-4.144490063952933
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,3.4682563122597543
2017-01-31,-0.4153563817565153
2017-02-01,-0.463840147256489
2017-02-02,-0.0835371387814976
2017-02-03,0.292285688103111
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,-0.558189066357706
2017-02-07,-2.053661136147966
2017-02-08,-0.1427445384908687
2017-02-09,0.6231505454209918
2017-02-10,-7.4113005758325246
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.1273474233563609
2017-02-14,-10.20523001835485
2017-02-15,-2.113308060464747
2017-02-16,-3.607404313968377
2017-02-17,0.4447462996977291
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,-0.9505940544942026
2017-02-22,0.8987090911523499
2017-02-23,3.5485775988384205
2017-02-24,-0.0224369854924799
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,-2.060333078181442
2017-02-28,5.317045683518473
2017-03-01,6.173585055741615
2017-03-02,6.765950828857936
2017-03-03,-1.5971522442375763
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,2.1967975560275965
2017-03-07,1.002721602573442
2017-03-08,-3.571918340954228
2017-03-09,-5.741942218999164
2017-03-10,0.5136496967398596
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.1124634374316091
2017-03-14,-6.364826960405267
2017-03-15,3.049242842725941
2017-03-16,-0.8489682144305899
2017-03-17,-0.4523591452823994
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,-1.3057352489167615
2017-03-21,31.18485830218627
2017-03-22,0.8142427024821153
2017-03-23,0.1010865738859445
2017-03-24,-1.3110499926639818
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,-0.2984771312049994
2017-03-28,0.4153218088507326
2017-03-29,0.1871585202833481
2017-03-30,-1.5795641940113514
2017-03-31,-0.0453092547589961
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,-0.1221438470337399
2017-04-04,-1.1268914032653732
2017-04-05,1.980328847834678
2017-04-06,-0.8094826412837763
2017-04-07,-0.1137320102831407
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,-0.4101889477155396
2017-04-11,-2.028933208706174
2017-04-12,-9.91019422653675
2017-04-13,-1.7523743621587595
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,5.927694153767793
2017-04-18,-0.8188063611232477
2017-04-19,-0.160308254266428
2017-04-20,5.333151622844867
2017-04-21,0.1374821161400419
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,7.769193226923376
2017-04-25,1.9181118331970115
2017-04-26,-0.850969062341489
2017-04-27,-1.7558444894089198
2017-04-28,0.0329509096840041
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,2.133978605922126
2017-05-02,-0.0400773422850053
2017-05-03,-21.66270317720579
2017-05-04,-0.8497439743892721
2017-05-05,0.2095099461620675
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.1257419046078567
2017-05-09,0.1506207744381704
2017-05-10,-1.7392394830591962
2017-05-11,0.5196088696499901
2017-05-12,-0.2384907899956379
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.7867676473793939
2017-05-16,-1.3425594109785388
2017-05-17,52.809226225957005
2017-05-18,-0.1144575280374815
2017-05-19,0.4328302046673782
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,1.735302987597187
2017-05-23,-0.016613671631116
