date,target_bitcoin_change_stockprice_next
2014-11-20,-5.9689129758029535
2014-11-21,-1.9539471456759827
2014-11-22,0.5905752724699953
2014-11-23,4.151927933138033
2014-11-24,2.537728010287066
2014-11-25,-0.4120469378375846
2014-11-26,-1.859073972939984
2014-11-27,0.3529110209242958
2014-11-28,1.8332505458648285
2014-11-29,-0.2539517316604289
2014-11-30,0.6807086652250272
2014-12-01,0.3168913008591234
2014-12-02,0.5458232411423625
2014-12-03,-1.653486654186953
2014-12-04,-1.4415630832770754
2014-12-05,1.9615588368569137
2014-12-06,-0.5490190425720742
2014-12-07,0.082713437187909
2014-12-08,-3.5153773299456126
2014-12-09,-2.677469345310945
2014-12-10,-1.6620352688625162
2014-12-11,1.195565904542928
2014-12-12,0.5808688453609046
2014-12-13,-1.465353127259328
2014-12-14,1.2251800235389965
2014-12-15,-1.7879452125651896
2014-12-16,-5.294123105105797
2014-12-17,-2.227715381526163
2014-12-18,-2.6205859280311383
2014-12-19,2.070351272228921
2014-12-20,3.811003257872536
2014-12-21,-2.761885453548907
2014-12-22,3.4418702333968154
2014-12-23,0.809315472578076
2014-12-24,-3.5980281403652503
2014-12-25,-1.093218393697526
2014-12-26,2.7949191706238
2014-12-27,-3.677987651290127
2014-12-28,0.4356341361166027
2014-12-29,-1.4402390775512863
2014-12-30,-0.6182281104684106
2014-12-31,3.0430858466171
2015-01-01,-1.856380486469611
2015-01-02,0.2491718469025627
2015-01-03,-10.776686435849992
2015-01-04,-6.00785299812876
2015-01-05,3.890683553533014
2015-01-06,4.268162514326268
2015-01-07,2.8470732229305185
2015-01-08,-3.733137995621494
2015-01-09,2.4912706601556422
2015-01-10,-5.375884988044987
2015-01-11,-3.324643248414827
2015-01-12,0.804030075540374
2015-01-13,-15.659307504986518
2015-01-14,-21.144862196566883
2015-01-15,17.82170871915887
2015-01-16,-0.832520380537527
2015-01-17,-4.246580013191215
2015-01-18,5.560077444138201
2015-01-19,2.1498570488300173
2015-01-20,-1.6503647079460393
2015-01-21,7.373826066486888
2015-01-22,2.8687036825075785
2015-01-23,-0.2257902724911553
2015-01-24,6.427373211222287
2015-01-25,2.368800991891784
2015-01-26,7.786199419605744
2015-01-27,-3.6559317133278313
2015-01-28,-11.219285371519872
2015-01-29,-0.1718542245643162
2015-01-30,-3.035375941254781
2015-01-31,-3.957601154633905
2015-02-01,4.372215818707081
2015-02-02,4.959644263664864
2015-02-03,-4.601034448126962
2015-02-04,-0.1826075536871974
2015-02-05,-4.294412915336587
2015-02-06,2.374368050345965
2015-02-07,2.4691096133746093
2015-02-08,-1.906440844572399
2015-02-09,-1.477987715627227
2015-02-10,-0.1231184830305487
2015-02-11,-0.2974935951179147
2015-02-12,1.176636192482183
2015-02-13,6.161051351199998
2015-02-14,9.299703207167
2015-02-15,-8.742394206758973
2015-02-16,-0.4181814720187859
2015-02-17,4.176733190278581
2015-02-18,-2.990023629482219
2015-02-19,1.6743822791281504
2015-02-20,1.4549519225243168
2015-02-21,0.3097024774383117
2015-02-22,-3.499305494022753
2015-02-23,1.2352870086102197
2015-02-24,-0.0657191039411642
2015-02-25,-0.5298759655745333
2015-02-26,-0.439637150919947
2015-02-27,7.360446158209011
2015-02-28,0.1713749285236376
2015-03-01,2.335768613570588
2015-03-02,5.944619113169725
2015-03-03,2.188116997881684
2015-03-04,-3.056416169716836
2015-03-05,1.1300215372570532
2015-03-06,-1.251010933831587
2015-03-07,1.2972849702017175
2015-03-08,-0.6902829267430466
2015-03-09,5.55960201254011
2015-03-10,0.7434264975117566
2015-03-11,1.583146381445455
2015-03-12,-0.6832447344437664
2015-03-13,-3.063317696159995
2015-03-14,-1.2097960592830526
2015-03-15,1.5992321156832243
2015-03-16,1.4665098695448409
2015-03-17,-1.750896409855296
2015-03-18,-10.229590778743637
2015-03-19,1.806092727596176
2015-03-20,0.3146399996537985
2015-03-21,-0.6586459050732407
2015-03-22,3.051628783713256
2015-03-23,-0.4552923046751367
2015-03-24,-7.927191192851335
2015-03-25,0.2451210333641373
2015-03-26,0.948423984058766
2015-03-27,-0.604747371236869
2015-03-28,2.3353521367486696
2015-03-29,-3.9893537719022487
2015-03-30,1.9830019780040065
2015-03-31,-1.3340020604290626
2015-04-01,1.2480362956050373
2015-04-02,2.318500127551526
2015-04-03,0.5205435929551916
2015-04-04,-0.2457514429347607
2015-04-05,2.720168369522291
2015-04-06,-1.95933495525088
2015-04-07,-0.9049252731916368
2015-04-08,-3.2222093917192662
2015-04-09,-0.5493418074075107
2015-04-10,-3.1205325134396333
2015-04-11,0.2033259831241363
2015-04-12,-0.1686741485596776
2015-04-13,-4.897669844835296
2015-04-14,-2.4168847250684244
2015-04-15,2.132696373215137
2015-04-16,2.117652737018516
2015-04-17,-2.48979289387814
2015-04-18,0.2126681452022882
2015-04-19,-0.3384716303115209
2015-04-20,0.9101531540930408
2015-04-21,4.738093442808955
2015-04-22,-0.4645755847049293
2015-04-23,0.976193458012986
2015-04-24,-2.196547487883626
2015-04-25,-2.1092437640122363
2015-04-26,-3.074343713340466
2015-04-27,4.491638853663882
2015-04-28,-1.4963843511793695
2015-04-29,-0.0208085148442616
2015-04-30,4.577785409154522
2015-05-01,-1.7218274568252312
2015-05-02,1.2284601318028887
2015-05-03,2.3104793778690347
2015-05-04,-0.5575001990210771
2015-05-05,-1.2120439082948242
2015-05-06,-2.684642389966496
2015-05-07,3.286594262976261
2015-05-08,2.750978354589839
2015-05-09,-0.8328470512031005
2015-05-10,-0.6351498059588678
2015-05-11,0.774877430770915
2015-05-12,-0.4319515475265434
2015-05-13,-1.9638179020291524
2015-05-14,0.2335260857404097
2015-05-15,0.2853153774374783
2015-05-16,-0.6110965155271209
2015-05-17,0.2748227105015877
2015-05-18,-1.551505452393498
2015-05-19,-0.5065885374378132
2015-05-20,0.8928759974998535
2015-05-21,0.5666182682946053
2015-05-22,2.126254838070518
2015-05-23,-0.614115007973548
2015-05-24,0.8711816216392387
2015-05-25,-1.5949177941796957
2015-05-26,0.0025290810535594
2015-05-27,0.0704328042732571
2015-05-28,0.0526797105111054
2015-05-29,-0.1314242622376782
2015-05-30,-1.5820561845702352
2015-05-31,-1.3520747231747232
2015-06-01,-3.155657279341828
2015-06-02,1.2905623245084596
2015-06-03,0.0314429602198851
2015-06-04,-0.6862179097875454
2015-06-05,0.2799480698915113
2015-06-06,0.2965110150589645
2015-06-07,-1.2135531811591105
2015-06-08,2.516141704278896
2015-06-09,0.2446532398439949
2015-06-10,-0.1069690071674678
2015-06-11,0.3942291321283653
2015-06-12,0.1205863153364461
2015-06-13,1.0522554919354388
2015-06-14,0.4909624293621961
2015-06-15,1.4044517667339385
2015-06-16,5.941993109470145
2015-06-17,-0.6421043316909514
2015-06-18,-0.1111153550366061
2015-06-19,-1.767420558329735
2015-06-20,0.2477464987209909
2015-06-21,-0.5171057460715778
2015-06-22,1.248649380995226
2015-06-23,-1.0907324929045448
2015-06-24,-1.547714976149872
2015-06-25,0.9496275025787648
2015-06-26,0.3274305833777191
2015-06-27,3.03620431145335
2015-06-28,-0.7884791676710412
2015-06-29,3.2339911582594194
2015-06-30,2.3371595065360795
2015-07-01,-1.6919280358101751
2015-07-02,-1.240811692215693
2015-07-03,0.3617668560623066
2015-07-04,1.7750092920892246
2015-07-05,4.226753691082363
2015-07-06,-1.0602640054006462
2015-07-07,-1.0493246328231565
2015-07-08,1.7197154534223102
2015-07-09,-0.5749974388834178
2015-07-10,5.818865723357458
2015-07-11,2.885626732717705
2015-07-12,6.056331048085162
2015-07-13,-6.051790165209015
2015-07-14,-1.5716259884378525
2015-07-15,-0.5687596739571199
2015-07-16,-2.7079199384585477
2015-07-17,0.497321238485493
2015-07-18,-1.6355785675458256
2015-07-19,-0.4681639208717225
2015-07-20,1.961512791296327
2015-07-21,-1.1283850430048203
2015-07-22,0.5035572289903145
2015-07-23,-0.4231171035699033
2015-07-24,4.43001184888876
2015-07-25,0.1453374201565216
2015-07-26,1.381730255835523
2015-07-27,0.3204759593503414
2015-07-28,0.2734820902126067
2015-07-29,-1.642853944491296
2015-07-30,-0.6450538686529117
2015-07-31,-1.0676942077459284
2015-08-01,-1.0711332437264964
2015-08-02,0.3597289927436575
2015-08-03,-0.4907838460522007
2015-08-04,1.4191373730012335
2015-08-05,-1.1696311896514655
2015-08-06,-1.1724738757061592
2015-08-07,0.361837344966176
2015-08-08,-6.648419173359321
2015-08-09,1.5655346191397967
2015-08-10,-0.2312508058722739
2015-08-11,2.236921042127915
2015-08-12,-1.4830573516412149
2015-08-13,-0.8619471899818154
2015-08-14,0.6058793490122394
2015-08-15,-1.554124479284047
2015-08-16,-1.163829007468986
2015-08-17,-0.2054007687860903
2015-08-18,-18.178829052312683
2015-08-19,7.392972003082709
2015-08-20,3.8229430162150857
2015-08-21,-1.1816468184631113
2015-08-22,-0.936926611975286
2015-08-23,-0.9640145179374392
2015-08-24,-7.746017530329796
2015-08-25,5.279934758970639
2015-08-26,1.905157392221768
2015-08-27,-0.4702616070475285
2015-08-28,2.9483598646369518
2015-08-29,-0.6983687452389642
2015-08-30,-0.4434664452068082
2015-08-31,0.5660921922713502
2015-09-01,-0.8410984980383951
2015-09-02,0.5098146920115454
2015-09-03,-0.9163299471941166
2015-09-04,1.3711437526467307
2015-09-05,2.0499496117687643
2015-09-06,2.051323170935593
2015-09-07,0.0029201902462583
2015-09-08,1.567663762699678
2015-09-09,-2.23269260786767
2015-09-10,0.1297427606794299
2015-09-11,0.6834997042964641
2015-09-12,-2.031590429173191
2015-09-13,-2.005284390834228
2015-09-14,0.0572654733612676
2015-09-15,-0.1474117436522926
2015-09-16,-0.5266940357192551
2015-09-17,0.3138465194607365
2015-09-18,1.3772283967388832
2015-09-19,-0.6361239827747056
2015-09-20,-0.1213819014740047
2015-09-21,-1.7849414395180951
2015-09-22,1.555800426051368
2015-09-23,-0.1452581587625179
2015-09-24,1.843819174444561
2015-09-25,0.2622235272096374
2015-09-26,-0.3419185112492395
2015-09-27,-0.6755110431206468
2015-09-28,2.7432018813733805
2015-09-29,-1.026587487182895
2015-09-30,-0.2649063576558808
2015-10-01,0.6307711719417242
2015-10-02,-0.1077658539681336
2015-10-03,0.6055789527699362
2015-10-04,-0.1972911030961088
2015-10-05,0.8914638674640596
2015-10-06,2.362899222660775
2015-10-07,-1.2574053615949543
2015-10-08,-0.2736947109176935
2015-10-09,0.6714700936135909
2015-10-10,0.4140492630484882
2015-10-11,0.8610272834936872
2015-10-12,-0.7051221910595595
2015-10-13,1.712132083434792
2015-10-14,0.9943580371429396
2015-10-15,0.9250439208903672
2015-10-16,3.3615053738151213
2015-10-17,2.9562356021361813
2015-10-18,-3.324345547730978
2015-10-19,0.6856695232925647
2015-10-20,2.2874541953110006
2015-10-21,-1.1842105859227958
2015-10-22,2.910935805375714
2015-10-23,0.9024760150864396
2015-10-24,1.8654842966854712
2015-10-25,0.719322656973409
2015-10-26,0.5710642833521851
2015-10-27,2.975116352951379
2015-10-28,3.686337528027095
2015-10-29,3.0323221752396767
2015-10-30,4.51163854851635
2015-10-31,-4.222071832857665
2015-11-01,3.58568883406829
2015-11-02,10.987888563872117
2015-11-03,11.691385221725149
2015-11-04,2.0192496229717305
2015-11-05,-6.1251825583919945
2015-11-06,-3.075936204981211
2015-11-07,3.2077318260598453
2015-11-08,-3.393167944832398
2015-11-09,1.8450903235050609
2015-11-10,-11.423324118170564
2015-11-11,-7.64059786796728
2015-11-12,8.701184203697988
2015-11-13,-0.413724390407888
2015-11-14,-1.1423758568634534
2015-11-15,-3.826912259833104
2015-11-16,3.3061044786206084
2015-11-17,1.313068431412323
2015-11-18,-0.1504049047572175
2015-11-19,-2.5227919584780656
2015-11-20,-1.2653676109382728
2015-11-21,1.523187462643394
2015-11-22,-0.7313532368550923
2015-11-23,-0.4591233954424845
2015-11-24,-0.9286603434051854
2015-11-25,2.549634714172888
2015-11-26,7.45811999158692
2015-11-27,1.5192075210770817
2015-11-28,-0.1846096935644414
2015-11-29,3.8930424166492505
2015-11-30,1.6232441013328105
2015-12-01,-3.9311374787640463
2015-12-02,-0.910649404399244
2015-12-03,0.5175516404640979
2015-12-04,0.5918979811516678
2015-12-05,7.09449236987052
2015-12-06,-0.0426831339871425
2015-12-07,1.7369641734802377
2015-12-08,5.063250120130314
2015-12-09,0.4812748142638767
2015-12-10,-0.4990826374669854
2015-12-11,8.775168909191544
2015-12-12,-3.748518478903251
2015-12-13,-0.2855202146319513
2015-12-14,2.4038920210135872
2015-12-15,4.759086870479035
2015-12-16,-2.232227559952072
2015-12-17,0.2514677898586059
2015-12-18,1.6527862199764431
2015-12-19,-0.2791116689570549
2015-12-20,-4.2474711979715085
2015-12-21,-0.9139659153908576
2015-12-22,-0.4712341050152391
2015-12-23,1.3351772743957158
2015-12-24,2.8444746614998406
2015-12-25,0.1468245780990251
2015-12-26,-8.422862802476327
2015-12-27,1.329824385364864
2015-12-28,-0.1286605388470141
2015-12-29,2.534819448794612
2015-12-30,-1.4695742250116273
2015-12-31,0.925177209688144
2016-01-01,0.8748995929425352
2016-01-02,-0.2062989728192743
2016-01-03,-0.790655652199379
2016-01-04,0.7162647438718084
2016-01-05,-0.2611488010521356
2016-01-06,-0.6609363193875617
2016-01-07,6.744967414278147
2016-01-08,-1.051853325504415
2016-01-09,-1.2397719520954251
2016-01-10,0.0848962356237326
2016-01-11,0.0975492189284388
2016-01-12,-2.8405912064368044
2016-01-13,-0.7617802165628129
2016-01-14,-0.4775996611502853
2016-01-15,-15.33211392380016
2016-01-16,6.369213021713627
2016-01-17,-1.351358161965155
2016-01-18,1.273607279662592
2016-01-19,-1.812911310968357
2016-01-20,10.543504141779824
2016-01-21,-2.37203848309856
2016-01-22,-6.768842705359058
2016-01-23,1.3069535735354745
2016-01-24,3.994934358117752
2016-01-25,-2.790522118354033
2016-01-26,0.1090052584598044
2016-01-27,0.7188443331437089
2016-01-28,-3.7174746465929775
2016-01-29,-0.2143113364485804
2016-01-30,-0.3212325860960319
2016-01-31,-2.508362472225945
2016-02-01,1.163065427416332
2016-02-02,0.373133870498421
2016-02-03,-1.2015000596581338
2016-02-04,5.310188361482537
2016-02-05,-0.7815785037633582
2016-02-06,-2.593981038710347
2016-02-07,0.0260255556204791
2016-02-08,-0.8424948732218329
2016-02-09,0.6913968501225609
2016-02-10,1.4945643131907491
2016-02-11,-0.5227303585499055
2016-02-12,1.2140024574571084
2016-02-13,1.9770274144603304
2016-02-14,3.922325884072131
2016-02-15,-1.7299838513058163
2016-02-16,1.8249082493738025
2016-02-17,2.1679127316867275
2016-02-18,1.4534410875089776
2016-02-19,-0.3759667949825962
2016-02-20,3.892486105775461
2016-02-21,0.3737733848330871
2016-02-22,-0.2392942311986945
2016-02-23,-3.886252811778146
2016-02-24,1.002765205857803
2016-02-25,-0.0967114724136797
2016-02-26,1.7920407767467728
2016-02-27,0.0849248384108269
2016-02-28,0.2277322668384984
2016-02-29,0.9672328710496724
2016-03-01,-0.5880792374806099
2016-03-02,-2.558810389315269
2016-03-03,-0.5514323767648155
2016-03-04,-2.540490972492626
2016-03-05,-2.523242659897029
2016-03-06,1.78170938355513
2016-03-07,1.6222467752560863
2016-03-08,-0.0842413319337431
2016-03-09,0.214507387154339
2016-03-10,0.5474200191670997
2016-03-11,1.0929397114499917
2016-03-12,-2.387063829639424
2016-03-13,0.5930192514213672
2016-03-14,0.5730950034057658
2016-03-15,0.0941312517221293
2016-03-16,0.0434229210205749
2016-03-17,0.8656884320788816
2016-03-18,-2.632535700554939
2016-03-19,0.2187768185096583
2016-03-20,0.8066885218695807
2016-03-21,-0.1082761638138696
2016-03-22,1.1570049243740943
2016-03-23,-0.0114818021100804
2016-03-24,-0.3939739678459508
2016-03-25,0.1880405285714648
2016-03-26,0.1840958076543497
2016-03-27,2.110327236754528
2016-03-28,-0.5937757343340011
2016-03-29,-1.818583876313995
2016-03-30,-0.4081431986586503
2016-03-31,0.4611669609792423
2016-04-01,0.2953928181838483
2016-04-02,0.6969553173317822
2016-04-03,0.0073670348105681
2016-04-04,0.1282973209025151
2016-04-05,0.6136043065408936
2016-04-06,-0.1455096092982777
2016-04-07,-0.1577654149582108
2016-04-08,-0.5667710135955129
2016-04-09,-0.22314512070426
2016-04-10,0.5133352639766775
2016-04-11,0.2179992498810401
2016-04-12,0.640736011028098
2016-04-13,-0.3424336517753534
2016-04-14,0.1293273938423489
2016-04-15,1.2800447792337577
2016-04-16,0.1998958016413254
2016-04-17,-0.7369276722496432
2016-04-18,0.2789001935735946
2016-04-19,1.614126104469693
2016-04-20,1.3501454267428992
2016-04-21,1.8206117703021496
2016-04-22,-0.8206015200358463
2016-04-23,1.0196625886370605
2016-04-24,1.8372885211030088
2016-04-25,0.6260976858004641
2016-04-26,1.0105617014595225
2016-04-27,-4.591822169655291
2016-04-28,0.9723635940394272
2016-04-29,1.3554230788261457
2016-04-30,-1.4895707782496823
2016-05-01,0.7934115717358248
2016-05-02,-1.594687391943295
2016-05-03,1.267230044731571
2016-05-04,-0.7954628089030136
2016-05-05,0.2807178430441981
2016-05-06,2.5954478142589776
2016-05-07,-0.2321538569923453
2016-05-08,0.0026155869816468
2016-05-09,0.4219836398980714
2016-05-10,-2.082164305680912
2016-05-11,0.406526543244512
2016-05-12,0.4501586822668102
2016-05-13,0.1987884393882755
2016-05-14,0.0002143135319876
2016-05-15,0.4163098409817101
2016-05-16,-0.7441514332660049
2016-05-17,-0.0836714764326562
2016-05-18,0.1842287072227666
2016-05-19,-3.4983122389776966
2016-05-20,0.9028637197771028
2016-05-21,0.1156587242436613
2016-05-22,-0.8720882191243562
2016-05-23,1.0998742961110253
2016-05-24,0.4111152130561901
2016-05-25,0.8112479176510368
2016-05-26,0.8418621194288045
2016-05-27,4.428913780222743
2016-05-28,11.949375254117632
2016-05-29,-0.7182489988974194
2016-05-30,1.4501262555236538
2016-05-31,-0.4641682676279957
2016-06-01,1.041426895780817
2016-06-02,0.1959327249142495
2016-06-03,5.803645123122148
2016-06-04,0.6207058063578019
2016-06-05,0.3928573369656352
2016-06-06,1.8365948110822703
2016-06-07,-1.5268040508522596
2016-06-08,0.8754875243001337
2016-06-09,-1.2060645948779758
2016-06-10,0.494225118107372
2016-06-11,5.066413930986835
2016-06-12,10.887435032943138
2016-06-13,4.695709193584663
2016-06-14,-2.6714363056839163
2016-06-15,1.299665363834812
2016-06-16,10.34444876069811
2016-06-17,-2.270495309111209
2016-06-18,0.9771538594757656
2016-06-19,0.9989085573125944
2016-06-20,-3.47678097151718
2016-06-21,-9.572917176344395
2016-06-22,-10.580625586293744
2016-06-23,4.673748165334168
2016-06-24,6.62236302995558
2016-06-25,-0.0264580869133501
2016-06-26,-5.375845100310849
2016-06-27,4.116520224071096
2016-06-28,-1.2626832312067848
2016-06-29,-1.0990650975278071
2016-06-30,5.226985838745257
2016-07-01,0.439459812782017
2016-07-02,4.052368345860824
2016-07-03,-6.400155636164562
2016-07-04,3.795256122127389
2016-07-05,-1.906640033610929
2016-07-06,0.9996584316817492
2016-07-07,-5.428510178653701
2016-07-08,4.052847040600782
2016-07-09,-2.334951388298123
2016-07-10,-0.2457964494109843
2016-07-11,-0.2619485043585445
2016-07-12,2.6081670906665577
2016-07-13,-1.517266158241681
2016-07-14,0.5515907965864209
2016-07-15,0.7866851543552045
2016-07-16,-0.3751160648472362
2016-07-17,2.828826916516869
2016-07-18,-0.935003650652666
2016-07-19,-0.0359533844648152
2016-07-20,-1.0669341750207062
2016-07-21,-0.101094907543453
2016-07-22,-2.1643225766245777
2016-07-23,0.7588176149103898
2016-07-24,0.8739059068229693
2016-07-25,-1.0869728745036775
2016-07-26,-0.3536154935393054
2016-07-27,0.3939945100722264
2016-07-28,0.1043755362771126
2016-07-29,0.2987674445236399
2016-07-30,-0.29604733561579
2016-07-31,-4.635692848404204
2016-08-01,-2.946953200920699
2016-08-02,-9.699763217344737
2016-08-03,3.450440244883124
2016-08-04,2.107162717314925
2016-08-05,-0.5613061413004994
2016-08-06,2.21461433178669
2016-08-07,0.8356874837424755
2016-08-08,-0.2760273197432106
2016-08-09,-0.5503711393499366
2016-08-10,0.7318806479226669
2016-08-11,-0.5038029006446343
2016-08-12,-0.2649670922785896
2016-08-13,-0.3354570741573859
2016-08-14,-2.581164557109794
2016-08-15,-0.5667283288201208
2016-08-16,1.7980106868553447
2016-08-17,-0.7313365172209707
2016-08-18,0.1922468562501444
2016-08-19,0.2284469117050935
2016-08-20,1.0539785192048123
2016-08-21,-0.0668798483693056
2016-08-22,0.9366820136180064
2016-08-23,-0.5688957275192363
2016-08-24,-0.5541460732354953
2016-08-25,-0.4172863824260409
2016-08-26,0.3271274269398549
2016-08-27,-1.6741072603754348
2016-08-28,0.6956726977862093
2016-08-29,0.0339786114478268
2016-08-30,0.5915266884956027
2016-08-31,-0.3516875050003643
2016-09-01,-0.5506795171634882
2016-09-02,0.5650868352023108
2016-09-03,3.939796797275985
2016-09-04,1.7421913141426382
2016-09-05,-0.3358250452598632
2016-09-06,0.634027447757779
2016-09-07,0.6729669286737572
2016-09-08,1.9155621948398596
2016-09-09,-0.5516314720538151
2016-09-10,0.1040278962523677
2016-09-11,-2.692820597106127
2016-09-12,0.2511849523624709
2016-09-13,0.1640868709129384
2016-09-14,0.2368509503040794
2016-09-15,-0.5778752313614799
2016-09-16,-0.0299769955209416
2016-09-17,-0.1629419488637373
2016-09-18,0.6419335480833732
2016-09-19,-0.1060930071688059
2016-09-20,-0.15018671902981
2016-09-21,-1.8350821103800483
2016-09-22,-0.1425127066079112
2016-09-23,1.0974389712895327
2016-09-24,-0.0359928451691082
2016-09-25,-0.2985291400902312
2016-09-26,1.2011865582587822
2016-09-27,-0.3086975868828667
2016-09-28,-0.2372268065485849
2016-09-29,0.1595702161434564
2016-09-30,0.6673334895926697
2016-10-01,0.6966938000768419
2016-10-02,-0.5034247736243724
2016-10-03,0.2031401194242388
2016-10-04,-0.3151302293994518
2016-10-05,0.3780714176687905
2016-10-06,0.0832654069900629
2016-10-07,0.6688148712789665
2016-10-08,0.3219789316688537
2016-10-09,-0.3805405746458379
2016-10-10,0.3635179688199708
2016-10-11,3.5667554560928183
2016-10-12,-0.7612256843642973
2016-10-13,0.0933671163932503
2016-10-14,0.5640795997202019
2016-10-15,-0.2704644216381835
2016-10-16,0.4673927919097709
2016-10-17,-0.3799673569001127
2016-10-18,-0.1928949792304402
2016-10-19,-1.1662176602227792
2016-10-20,0.053443996577096
2016-10-21,0.3124334544218898
2016-10-22,3.8661379244760097
2016-10-23,-0.0339303962585524
2016-10-24,-0.5037503770162544
2016-10-25,0.5853861651613945
2016-10-26,3.150301255197508
2016-10-27,1.475587926682298
2016-10-28,0.1943901565265582
2016-10-29,3.6000822002042243
2016-10-30,-1.765620846155791
2016-10-31,-0.1270942506265582
2016-11-01,4.111582993933238
2016-11-02,1.5122026734456728
2016-11-03,-7.036572370709482
2016-11-04,2.1104941029334467
2016-11-05,0.0260289145743053
2016-11-06,1.1520806302859343
2016-11-07,-1.17930176908132
2016-11-08,0.9553043732787758
2016-11-09,1.8912481782264123
2016-11-10,-1.0699989578151436
2016-11-11,0.1225677835498428
2016-11-12,-1.585262434358825
2016-11-13,-0.4287629294803641
2016-11-14,0.4259057234537566
2016-11-15,0.9358618392210528
2016-11-16,4.578149071726068
2016-11-17,-0.4328160394457825
2016-11-18,1.431627752731912
2016-11-19,0.0041253961253318
2016-11-20,-2.7394342447511155
2016-11-21,1.1247185260575776
2016-11-22,1.636663102935887
2016-11-23,-0.898784564083277
2016-11-24,-0.5781664517385599
2016-11-25,0.1837100576763228
2016-11-26,-0.845004562109497
2016-11-27,-0.4551438316092282
2016-11-28,0.5160976285722985
2016-11-29,-0.0284018328472468
2016-11-30,1.371250706098892
2016-12-01,1.48627355359785
2016-12-02,2.797398335428269
2016-12-03,-0.8726772998926546
2016-12-04,0.3523260404520778
2016-12-05,-1.960530538438832
2016-12-06,0.7280857687529396
2016-12-07,0.5113710148497264
2016-12-08,0.3486351889043115
2016-12-09,0.2573927161487965
2016-12-10,0.2401698319553613
2016-12-11,-0.6349972494194334
2016-12-12,1.3453994691891902
2016-12-13,0.0601285742173107
2016-12-14,0.1185037021166568
2016-12-15,-0.4341763002112309
2016-12-16,0.8763751163498146
2016-12-17,0.7544839328655017
2016-12-18,-0.0378021295456942
2016-12-19,0.2762652751951755
2016-12-20,1.0296257433692224
2016-12-21,4.171061471996596
2016-12-22,3.626952064766198
2016-12-23,6.644462051690314
2016-12-24,-2.5121897000261906
2016-12-25,-0.2936107508335395
2016-12-26,1.2750746404257995
2016-12-27,2.819274039322206
2016-12-28,4.5781305307506015
2016-12-29,-0.2483819058644032
2016-12-30,-1.2592779521968134
2016-12-31,0.2606019471934617
2017-01-01,3.588304343929827
2017-01-02,2.346429019261209
2017-01-03,2.161973655034255
2017-01-04,10.6232773489654
2017-01-05,-12.24095485323401
2017-01-06,-10.971108130965924
2017-01-07,0.707606540293404
2017-01-08,0.2876948852891692
2017-01-09,-0.9186765912764572
2017-01-10,0.5373131059129843
2017-01-11,-14.31364995377372
2017-01-12,3.481417032449219
2017-01-13,2.3793757204392474
2017-01-14,-0.676229323013644
2017-01-15,0.4137263848341455
2017-01-16,1.1847221898321436
2017-01-17,9.188318458808965
2017-01-18,-2.348178796282996
2017-01-19,1.40477831009016
2017-01-20,-0.4501299759979593
2017-01-21,2.9901925149750097
2017-01-22,0.3128668451658267
2017-01-23,-0.3959183204682803
2017-01-24,-3.075422629804214
2017-01-25,0.9919468248676512
2017-01-26,1.7796183080420969
2017-01-27,0.2358363650162953
2017-01-28,0.2000572824646607
2017-01-29,-0.2272219875171788
2017-01-30,0.0963622887507176
