date,sp500_stockprice,sp500_volume,sp500_volatility
2016-03-21,2051.60009765625,3376600000.0,0.0096990486120732
2016-03-22,2049.800048828125,3418460000.0,0.0091760528673619
2016-03-23,2036.7099609375,3639510000.0,0.0093215617292939
2016-03-24,2035.93994140625,3407720000.0,0.0093239726556169
2016-03-25,2035.93994140625,3407720000.0,0.0093239726556169
2016-03-26,2035.93994140625,3407720000.0,0.0093239726556169
2016-03-27,2035.93994140625,3407720000.0,0.0093239726556169
2016-03-28,2037.050048828125,2809090000.0,0.0088688623652631
2016-03-29,2055.010009765625,3822330000.0,0.0084210194072102
2016-03-30,2063.949951171875,3590310000.0,0.0080518092153282
2016-03-31,2059.739990234375,3715280000.0,0.0076792096433161
2016-04-01,2072.780029296875,3749990000.0,0.0076003766497413
2016-04-02,2072.780029296875,3749990000.0,0.0076003766497413
2016-04-03,2072.780029296875,3749990000.0,0.0076003766497413
2016-04-04,2066.1298828125,3485710000.0,0.0076602497399407
2016-04-05,2045.1700439453125,4154920000.0,0.0076599511959422
2016-04-06,2066.659912109375,3750800000.0,0.0073334277478385
2016-04-07,2041.9100341796875,3801250000.0,0.007781967674067
2016-04-08,2047.5999755859373,3359530000.0,0.0075799516544576
2016-04-09,2047.5999755859373,3359530000.0,0.0075799516544576
2016-04-10,2047.5999755859373,3359530000.0,0.0075799516544576
2016-04-11,2041.989990234375,3567840000.0,0.0075953699079652
2016-04-12,2061.719970703125,4239740000.0,0.0075032276110955
2016-04-13,2082.419921875,4191830000.0,0.0065091035839929
2016-04-14,2082.780029296875,3765870000.0,0.0064990266610796
2016-04-15,2080.72998046875,3701450000.0,0.0065049612837212
2016-04-16,2080.72998046875,3701450000.0,0.0065049612837212
2016-04-17,2080.72998046875,3701450000.0,0.0065049612837212
2016-04-18,2094.340087890625,3316880000.0,0.0065631871597323
2016-04-19,2100.800048828125,3896830000.0,0.0065679030704116
2016-04-20,2102.39990234375,4184880000.0,0.0061028347620776
2016-04-21,2091.47998046875,4175290000.0,0.0062132945466632
2016-04-22,2091.580078125,3790580000.0,0.0062142329456205
2016-04-23,2091.580078125,3790580000.0,0.0062142329456205
2016-04-24,2091.580078125,3790580000.0,0.0062142329456205
2016-04-25,2087.7900390625,3319740000.0,0.0055957715551862
2016-04-26,2091.699951171875,3557190000.0,0.0055800783954891
2016-04-27,2095.14990234375,4100110000.0,0.0055515209947903
2016-04-28,2075.81005859375,4309840000.0,0.0058113882842845
2016-04-29,2065.300048828125,4704720000.0,0.0058007721853181
2016-04-30,2065.300048828125,4704720000.0,0.0058007721853181
2016-05-01,2065.300048828125,4704720000.0,0.0058007721853181
2016-05-02,2081.429931640625,3841110000.0,0.0059129336374666
2016-05-03,2063.3701171875,4173390000.0,0.0061468468804998
2016-05-04,2051.1201171875,4058560000.0,0.0062463552615066
2016-05-05,2050.6298828125,4008530000.0,0.0061278696678084
2016-05-06,2057.139892578125,3796350000.0,0.0061499810009571
2016-05-07,2057.139892578125,3796350000.0,0.0061499810009571
2016-05-08,2057.139892578125,3796350000.0,0.0061499810009571
2016-05-09,2058.68994140625,3788620000.0,0.0061503315012637
2016-05-10,2084.389892578125,3600200000.0,0.0063540381872623
2016-05-11,2064.4599609375,3821980000.0,0.0065679905879665
2016-05-12,2064.110107421875,3782390000.0,0.0065567244100964
2016-05-13,2046.6099853515625,3579880000.0,0.0066284760694675
2016-05-14,2046.6099853515625,3579880000.0,0.0066284760694675
2016-05-15,2046.6099853515625,3579880000.0,0.0066284760694675
2016-05-16,2066.659912109375,3501360000.0,0.0068588212184991
2016-05-17,2047.2099609375,4108960000.0,0.0068220669957039
2016-05-18,2047.6300048828125,4101320000.0,0.0065327795753658
2016-05-19,2040.0400390625,3846770000.0,0.0061842355048217
2016-05-20,2052.320068359375,3507650000.0,0.0062621568237228
2016-05-21,2052.320068359375,3507650000.0,0.0062621568237228
2016-05-22,2052.320068359375,3507650000.0,0.0062621568237228
2016-05-23,2048.0400390625,3055480000.0,0.0062531090002048
2016-05-24,2076.06005859375,3627340000.0,0.0064988551891664
2016-05-25,2090.5400390625,3859160000.0,0.0063637534692357
2016-05-26,2090.10009765625,3230990000.0,0.0063640486859532
2016-05-27,2099.06005859375,3079150000.0,0.0064050284200373
2016-05-28,2099.06005859375,3079150000.0,0.0064050284200373
2016-05-29,2099.06005859375,3079150000.0,0.0064050284200373
2016-05-30,2099.06005859375,3079150000.0,0.0064050284200373
2016-05-31,2096.949951171875,4514410000.0,0.0062992189009267
2016-06-01,2099.330078125,3525170000.0,0.0062768376778656
2016-06-02,2105.260009765625,3632720000.0,0.0062969439472871
2016-06-03,2099.1298828125,3627780000.0,0.006244709711238
2016-06-04,2099.1298828125,3627780000.0,0.006244709711238
2016-06-05,2099.1298828125,3627780000.0,0.006244709711238
2016-06-06,2109.409912109375,3442020000.0,0.006304903007789
2016-06-07,2112.1298828125,3534730000.0,0.0062947622529749
2016-06-08,2119.1201171875,3562060000.0,0.0063118321559091
2016-06-09,2115.47998046875,3290320000.0,0.0063194366172802
2016-06-10,2096.070068359375,3515010000.0,0.0063165067018407
2016-06-11,2096.070068359375,3515010000.0,0.0063165067018407
2016-06-12,2096.070068359375,3515010000.0,0.0063165067018407
2016-06-13,2079.06005859375,3392030000.0,0.0064309427415155
2016-06-14,2075.320068359375,3759770000.0,0.0062787408227218
2016-06-15,2071.5,3544720000.0,0.0060756143288257
2016-06-16,2077.989990234375,3628280000.0,0.0059875635027032
2016-06-17,2071.219970703125,4952630000.0,0.0060246266028947
2016-06-18,2071.219970703125,4952630000.0,0.0060246266028947
2016-06-19,2071.219970703125,4952630000.0,0.0060246266028947
2016-06-20,2083.25,3467440000.0,0.0060858965515362
2016-06-21,2088.89990234375,3232880000.0,0.0061000356355503
2016-06-22,2085.449951171875,3168160000.0,0.0056780953287492
2016-06-23,2113.320068359375,3297940000.0,0.0058742225958331
2016-06-24,2037.4100341796875,7597450000.0,0.0090046007786926
2016-06-25,2037.4100341796875,7597450000.0,0.0090046007786926
2016-06-26,2037.4100341796875,7597450000.0,0.0090046007786926
2016-06-27,2000.5400390625,5431220000.0,0.0094700762674283
2016-06-28,2036.0899658203125,4385810000.0,0.009871377541567
2016-06-29,2070.77001953125,4241740000.0,0.0102128218977408
2016-06-30,2098.860107421875,4622820000.0,0.0104885200514466
2016-07-01,2102.949951171875,3458890000.0,0.0104549419616934
2016-07-02,2102.949951171875,3458890000.0,0.0104549419616934
2016-07-03,2102.949951171875,3458890000.0,0.0104549419616934
2016-07-04,2102.949951171875,3458890000.0,0.0104549419616934
2016-07-05,2088.550048828125,3658380000.0,0.0105071447245308
2016-07-06,2099.72998046875,3909380000.0,0.0105295053298267
2016-07-07,2097.89990234375,3604550000.0,0.0102526903259146
2016-07-08,2129.89990234375,3607500000.0,0.0105394499390313
2016-07-09,2129.89990234375,3607500000.0,0.0105394499390313
