date,target_tesla_change_volatility_next
2015-01-13,0.572152455980679
2015-01-14,1.2919045856272682
2015-01-15,-0.073824044099735
2015-01-16,0.4228113358228924
2015-01-17,0.0
2015-01-18,0.0
2015-01-19,0.0
2015-01-20,-0.0050213994777781
2015-01-21,1.8198007996077736
2015-01-22,-2.2043110472676264
2015-01-23,-0.5986409313319507
2015-01-24,0.0
2015-01-25,0.0
2015-01-26,-0.7725187649140319
2015-01-27,-0.0363346867304437
2015-01-28,2.9135032692338303
2015-01-29,1.964398486613628
2015-01-30,-2.678565423820911
2015-01-31,0.0
2015-02-01,0.0
2015-02-02,-0.9488741688995272
2015-02-03,-7.088617530874064
2015-02-04,-0.0774453737610869
2015-02-05,-0.3656857131598245
2015-02-06,0.7608868134342917
2015-02-07,0.0
2015-02-08,0.0
2015-02-09,-0.1423944809620159
2015-02-10,-2.345715239577062
2015-02-11,0.5641256961579133
2015-02-12,6.66890571635288
2015-02-13,0.12820586878306
2015-02-14,0.0
2015-02-15,0.0
2015-02-16,0.0
2015-02-17,-0.3222607726529269
2015-02-18,-5.678037797102331
2015-02-19,4.302375847852824
2015-02-20,2.003468161466704
2015-02-21,0.0
2015-02-22,0.0
2015-02-23,6.654491844243737
2015-02-24,-0.3135313027936237
2015-02-25,-1.3402600906753492
2015-02-26,0.5047537242636402
2015-02-27,-9.52108379353498
2015-02-28,0.0
2015-03-01,0.0
2015-03-02,3.3122280769229078
2015-03-03,0.2555062361118576
2015-03-04,0.3682837780764503
2015-03-05,-1.3479093437948508
2015-03-06,1.6361804368711486
2015-03-07,0.0
2015-03-08,0.0
2015-03-09,0.6410524983570864
2015-03-10,-2.558622551077549
2015-03-11,1.370446109316159
2015-03-12,-2.692285884765333
2015-03-13,-2.990340045349293
2015-03-14,0.0
2015-03-15,0.0
2015-03-16,5.243296284843613
2015-03-17,-4.753148912523553
2015-03-18,-1.1243900321205702
2015-03-19,1.7885366183116425
2015-03-20,0.1386273911594404
2015-03-21,0.0
2015-03-22,0.0
2015-03-23,-0.2015923110585404
2015-03-24,0.5832250290232377
2015-03-25,4.154160131100326
2015-03-26,0.3821499468132261
2015-03-27,-4.437867318197819
2015-03-28,0.0
2015-03-29,0.0
2015-03-30,3.52025605650641
2015-03-31,0.0733932316721697
2015-04-01,0.0049921064497304
2015-04-02,-3.397627532770542
2015-04-03,0.0
2015-04-04,0.0
2015-04-05,0.0
2015-04-06,11.371605459505997
2015-04-07,-5.926161359849047
2015-04-08,0.7164335806483235
2015-04-09,0.354614643336637
2015-04-10,-0.7824657726374751
2015-04-11,0.0
2015-04-12,0.0
2015-04-13,-1.1309293912082907
2015-04-14,-2.795684695784595
2015-04-15,-0.3338018557466404
2015-04-16,-0.4805481064507622
2015-04-17,-0.3463912291748805
2015-04-18,0.0
2015-04-19,0.0
2015-04-20,-4.408777597068047
2015-04-21,-0.0867884127381812
2015-04-22,6.848593985812035
2015-04-23,-0.3911265940030439
2015-04-24,-1.0641751446541003
2015-04-25,0.0
2015-04-26,0.0
2015-04-27,8.367719589715495
2015-04-28,-2.484418835262303
2015-04-29,-0.3370068863196129
2015-04-30,1.400235388462745
2015-05-01,-2.7763553180291334
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,0.5313338311071725
2015-05-05,0.072731708922169
2015-05-06,0.6966964776675466
2015-05-07,-4.536894014896264
2015-05-08,-2.4249950349874982
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,-5.082799335433775
2015-05-12,-1.1388687939209774
2015-05-13,-0.42773267658478
2015-05-14,-0.8467484869903563
2015-05-15,0.1035429021892353
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,-12.987812481158524
2015-05-19,0.782393292526673
2015-05-20,0.3279524901363073
2015-05-21,-0.2196480247209198
2015-05-22,0.0482321297278431
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,-0.410860166049376
2015-05-27,-1.4153497095847567
2015-05-28,0.4715848975386238
2015-05-29,-0.344105055531374
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,0.5953098030219373
2015-06-02,-0.4143158445999217
2015-06-03,-1.0524656364029883
2015-06-04,-9.075462208868224
2015-06-05,0.1221430713649551
2015-06-06,0.0
2015-06-07,0.0
2015-06-08,3.624244824804035
2015-06-09,-21.422572352193548
2015-06-10,5.398486363808841
2015-06-11,-0.3258324547854574
2015-06-12,-9.424477313357894
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,0.1114604821201847
2015-06-16,-2.5121500507347405
2015-06-17,6.898724617762708
2015-06-18,-2.406228411540301
2015-06-19,-6.455859915825457
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,2.208472034188902
2015-06-23,7.538630916367306
2015-06-24,-2.0103996913854005
2015-06-25,0.2592816715788482
2015-06-26,1.005444116617893
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,1.9443753392620835
2015-06-30,4.675454693571934
2015-07-01,-0.8115219681602781
2015-07-02,9.92716321718017
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,0.2415720578964553
2015-07-07,16.122929433895237
2015-07-08,14.606746746211474
2015-07-09,0.4798579011278558
2015-07-10,-0.9529818587770024
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,0.4207427599953073
2015-07-14,0.3609960757437358
2015-07-15,0.4117612353955691
2015-07-16,0.5669814106237681
2015-07-17,2.0472906166554727
2015-07-18,0.0
2015-07-19,0.0
2015-07-20,1.9603219363098168
2015-07-21,11.091557315615308
2015-07-22,0.0023759014064816
2015-07-23,-1.6720832478325565
2015-07-24,0.256814814990447
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,7.828828954969524
2015-07-28,5.663512842779284
2015-07-29,-0.1490991582620005
2015-07-30,-1.716348127532619
2015-07-31,-0.0424551078177404
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,1.491768323455478
2015-08-04,1.1792026723464355
2015-08-05,-1.7551053042261344
2015-08-06,20.486095735789057
2015-08-07,-0.2453636050832375
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,-0.0065525357199058
2015-08-11,-0.1794380745956836
2015-08-12,-1.2976711049988432
2015-08-13,0.8126486042801195
2015-08-14,-3.5847171057782456
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,5.226733438622588
2015-08-18,-2.069562111106682
2015-08-19,-3.8443817947167
2015-08-20,5.0437789458622095
2015-08-21,3.6671024694812537
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,3.4877855064437746
2015-08-25,-0.3995242365376739
2015-08-26,1.2025500416272594
2015-08-27,9.767387140649086
2015-08-28,-0.5557808293756294
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,-1.2563252958705529
2015-09-01,-1.738583631446866
2015-09-02,2.237100016549687
2015-09-03,0.0473061286356157
2015-09-04,0.1767230102654116
2015-09-05,0.0
2015-09-06,0.0
2015-09-07,0.0
2015-09-08,-1.8805248211055887
2015-09-09,-3.1458541371978344
2015-09-10,-0.0044946907402088
2015-09-11,-0.139800645464605
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,0.2798506541373813
2015-09-15,-0.7306754894666256
2015-09-16,0.8733214848812176
2015-09-17,-0.3433286424215476
2015-09-18,-14.152653015744889
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,-0.3469306155317042
2015-09-22,0.3278730506877103
2015-09-23,-0.7042144741959522
2015-09-24,0.0442420148996314
2015-09-25,0.9602688755625088
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,2.447562987067053
2015-09-29,-4.430818730782493
2015-09-30,-1.0371436463509465
2015-10-01,1.5474453727519766
2015-10-02,-3.547692425024884
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,-5.633652503055542
2015-10-06,-6.886901822855441
2015-10-07,5.17849548415672
2015-10-08,0.3837358415197167
2015-10-09,-16.03158668001302
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,-1.1778883146853605
2015-10-13,1.554939120030796
2015-10-14,-5.620053636156364
2015-10-15,-4.674882264694158
2015-10-16,3.550299082002684
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,-0.4692302633241496
2015-10-20,13.562678769374092
2015-10-21,0.0100541511936613
2015-10-22,0.535150691657349
2015-10-23,-0.3809328277843971
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,2.973361662120766
2015-10-27,0.7637214839857132
2015-10-28,-3.98107376862199
2015-10-29,-0.1332015948542153
2015-10-30,0.7475226922808664
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,3.763927555067581
2015-11-03,0.966889208275501
2015-11-04,32.30863869212794
2015-11-05,-0.2089305047508038
2015-11-06,-0.6319612554703369
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,-0.2880224467245118
2015-11-10,2.2626722341587024
2015-11-11,0.2209109611196469
2015-11-12,-0.6017378799845097
2015-11-13,-1.4211039503117415
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,2.6340335042742917
2015-11-17,-0.3563931132386622
2015-11-18,-0.2443075179633047
2015-11-19,-0.7594742053153136
2015-11-20,-1.1072569098592888
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,-0.7799241148957914
2015-11-24,-0.4922505838901636
2015-11-25,4.141389334701162
2015-11-26,0.0
2015-11-27,-0.4896106715931991
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,-0.9213618123523172
2015-12-01,1.3695565704127777
2015-12-02,-7.505384239736667
2015-12-03,-0.5611945443813493
2015-12-04,0.2969624104143031
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,-0.4722405235506932
2015-12-08,-0.450944687988708
2015-12-09,-0.9725387041757404
2015-12-10,-0.0404471359970348
2015-12-11,4.203414728503607
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,-0.9939695660607372
2015-12-15,-1.6655024369776394
2015-12-16,4.562780002304523
2015-12-17,-21.58082156658082
2015-12-18,0.4658810716728689
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,0.2218968275343735
2015-12-22,-2.417863854047586
2015-12-23,-5.275632339502501
2015-12-24,-0.3251319417654996
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,-2.911456737934892
2015-12-29,0.238777240847865
2015-12-30,-3.225699717480868
2015-12-31,-0.0270483459346437
2016-01-01,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,15.98630682794495
2016-01-05,-0.0254455366144767
2016-01-06,0.9319135136054646
2016-01-07,0.3738815623907099
2016-01-08,1.1980379959912302
2016-01-09,0.0
2016-01-10,0.0
2016-01-11,-7.46089012677269
2016-01-12,0.1281862150980028
2016-01-13,5.691509432515463
2016-01-14,-0.1473007864218445
2016-01-15,-0.8918695564536061
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,0.0
2016-01-19,-0.1295535780600376
2016-01-20,1.739256789659782
2016-01-21,0.1686032853384977
2016-01-22,0.1906945007320581
2016-01-23,0.0
2016-01-24,0.0
2016-01-25,1.887205492700339
2016-01-26,-0.4557215012607973
2016-01-27,-2.881979022803272
2016-01-28,0.1058657938479035
2016-01-29,-0.2916122837346102
2016-01-30,0.0
2016-01-31,0.0
2016-02-01,-8.720794773286055
2016-02-02,14.643174943094571
2016-02-03,4.779545525415618
2016-02-04,0.1411483580786576
2016-02-05,9.551358264659273
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,12.002110741005678
2016-02-09,-0.1116814927012543
2016-02-10,0.3143062694664689
2016-02-11,1.9043329107240488
2016-02-12,-0.0003609132870119
2016-02-13,0.0
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,1.8395472663471413
2016-02-17,7.787071204142504
2016-02-18,-0.1128209392245338
2016-02-19,-0.0496790874011554
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,6.370848399580287
2016-02-23,-0.262843982737404
2016-02-24,0.1630854852914698
2016-02-25,2.567610652425878
2016-02-26,-1.7536714152890376
2016-02-27,0.0
2016-02-28,0.0
2016-02-29,-0.9380228288878412
2016-03-01,0.7868048913012737
2016-03-02,0.2007964458227151
2016-03-03,0.8953675552235252
2016-03-04,0.7308928512008039
2016-03-05,0.0
2016-03-06,0.0
2016-03-07,0.2848699236772001
2016-03-08,-0.8596610615510092
2016-03-09,0.5572168476181805
2016-03-10,-0.638855374743097
2016-03-11,0.0393822418375489
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,1.1272052821911682
2016-03-15,-0.5795345292373577
2016-03-16,-6.841938929597868
2016-03-17,-4.314292990043168
2016-03-18,0.4575156222387466
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,-10.24833874707719
2016-03-22,-19.607209019473547
2016-03-23,10.03124335896526
2016-03-24,-4.370851467833637
2016-03-25,0.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,-2.275974594243302
2016-03-29,0.2619007911665028
2016-03-30,1.3646003302164589
2016-03-31,-12.948826486852438
2016-04-01,-0.0028091834725407
2016-04-02,0.0
2016-04-03,0.0
2016-04-04,1.5564705700384929
2016-04-05,-7.071435663807469
2016-04-06,1.3689882410245158
2016-04-07,6.365346083436818
2016-04-08,0.8326815156656675
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,0.1818715640778956
2016-04-12,0.8627506058050738
2016-04-13,-3.5636493165697614
2016-04-14,1.2978345896673016
2016-04-15,-2.6137662168220444
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,-0.7159157148951434
2016-04-19,2.832942251935555
2016-04-20,-1.1538335247634923
2016-04-21,-1.168706356585214
2016-04-22,-1.02340520116031
2016-04-23,0.0
2016-04-24,0.0
2016-04-25,0.6077096597969955
2016-04-26,-2.972156707576468
2016-04-27,0.3615674507309485
2016-04-28,0.7551052528507629
2016-04-29,2.283637917006276
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,-2.165473861628986
2016-05-03,3.4903373428576634
2016-05-04,4.500298150700255
2016-05-05,-0.0645312706778034
2016-05-06,-0.8554484739386803
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,1.3863828438204884
2016-05-10,-0.0073312931234359
2016-05-11,-0.3012697384100482
2016-05-12,-0.6321846229112249
2016-05-13,-4.0254396149800975
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,-5.9801468878560975
2016-05-17,-5.457136565700649
2016-05-18,-2.332504121492729
2016-05-19,0.2201089287703128
2016-05-20,1.1269459347946098
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.7346641242073959
2016-05-24,0.544685736513828
2016-05-25,-3.3260119728826254
2016-05-26,3.382263460335144
2016-05-27,-0.7281307951456095
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0939469307696283
2016-06-01,-1.2942956741123337
2016-06-02,-0.874123862667997
2016-06-03,0.0571710572475847
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,-2.266946917802848
2016-06-07,12.419438281042105
2016-06-08,0.543733120919887
2016-06-09,1.7731954945867434
2016-06-10,5.661316645138759
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,-1.8191193903375649
2016-06-14,0.1023376467831127
2016-06-15,-3.476590745955788
2016-06-16,-5.788834774862906
2016-06-17,-9.505453986371714
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.535214058575284
2016-06-21,-3.9655454224348463
2016-06-22,47.49217888100164
2016-06-23,-0.0233633228352458
2016-06-24,0.3890657816603804
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,1.875797570964366
2016-06-28,0.6027028279141478
2016-06-29,2.827111723742415
2016-06-30,-1.724142847683474
2016-07-01,0.0577542303612288
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,-0.8921051738669528
2016-07-06,-0.662910970508368
2016-07-07,-0.0265135078066913
2016-07-08,-0.0975705121798009
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,1.4729845210165182
2016-07-12,-0.1808107379443368
2016-07-13,0.1875442117530434
2016-07-14,-0.5317480713443734
2016-07-15,0.0415052092367584
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,1.350867865648531
2016-07-19,-0.0375159128467306
2016-07-20,-5.129231992981353
2016-07-21,2.027096749370383
2016-07-22,-1.1484240692258283
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,-2.4823581748262047
2016-07-26,-0.0465685951634209
2016-07-27,-0.4561719047586066
2016-07-28,-0.1452175982094461
2016-07-29,0.5824415608280065
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.784711043664843
2016-08-02,-0.2816962323520355
2016-08-03,0.1166955410511372
2016-08-04,-35.161971013338736
2016-08-05,0.0945646021463186
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0679354682349364
2016-08-09,-2.481749501908981
2016-08-10,1.3215531870453878
2016-08-11,-8.114528993659075
2016-08-12,-0.3934599332805821
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,-2.166152189459813
2016-08-16,-0.4734963455638286
2016-08-17,0.0621654784355829
2016-08-18,-0.2313768302463215
2016-08-19,0.1590266430925968
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,-8.739589099440137
2016-08-23,0.6311493728457851
2016-08-24,0.071744177789057
2016-08-25,0.2964199955744595
2016-08-26,-0.0556085290483565
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,-2.4001432726368344
2016-08-30,2.21365595245937
2016-08-31,-1.899697577651616
2016-09-01,13.287378045178766
2016-09-02,-0.0009763898263015
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,-4.208888898254393
2016-09-07,-0.0193933565002968
2016-09-08,2.1612726049622832
2016-09-09,-0.8595797733317201
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.5386285710502259
2016-09-13,-1.3793783262950332
2016-09-14,-0.0287515580978503
2016-09-15,4.3209874118881775
2016-09-16,1.2236634620170772
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,0.4421708078249375
2016-09-20,-1.039705677207814
2016-09-21,-1.516661829158883
2016-09-22,-0.3702916070120521
2016-09-23,0.4132463048587276
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.4611909918520229
2016-09-27,1.009320958740445
2016-09-28,-0.0612460468565223
2016-09-29,3.827890099194309
2016-09-30,2.257292934577526
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,12.705644827230731
2016-10-04,0.117576392802543
2016-10-05,0.1288252990187199
2016-10-06,4.842586738596655
2016-10-07,1.3586730632404898
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,2.5822060650088297
2016-10-11,-1.4502105695190504
2016-10-12,-0.7138138174466291
2016-10-13,-0.012898489575519
2016-10-14,-10.83544052835701
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,-0.2657456587210505
2016-10-18,0.2547000277001165
2016-10-19,2.37032309891827
2016-10-20,0.0765564770409454
2016-10-21,-1.0657562662465092
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,-0.971226567105643
2016-10-25,-0.727108549149047
2016-10-26,0.0082481512490684
2016-10-27,-1.6337030792558993
2016-10-28,-1.1554553720928618
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,0.377578081460328
2016-11-01,5.80765274407673
2016-11-02,0.5500640657862821
2016-11-03,-0.3832347360774313
2016-11-04,1.5409108203005673
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.7953061184819088
2016-11-08,-0.2223985963069608
2016-11-09,2.33939442725466
2016-11-10,-0.4746056616542371
2016-11-11,0.1236635991518797
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,-6.193221577716312
2016-11-15,1.4178878876311751
2016-11-16,-0.318065790844535
2016-11-17,-1.4655574407560712
2016-11-18,-0.4960816511102917
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,-3.0712431700854914
2016-11-22,7.423799625330218
2016-11-23,0.3087613287090063
2016-11-24,0.0
2016-11-25,1.5576775454336111
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,-1.5431817318188878
2016-11-29,4.4488885866909245
2016-11-30,-3.286399536203644
2016-12-01,3.674648192182506
2016-12-02,-1.5118056848238526
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,4.087520552444035
2016-12-06,-1.006038429539069
2016-12-07,6.698356314962606
2016-12-08,0.0250693288273984
2016-12-09,-0.4022999427810481
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,-1.219950758644639
2016-12-13,2.907554801644352
2016-12-14,-4.843848608543522
2016-12-15,-0.8299638099487416
2016-12-16,1.8863800075421768
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,-0.7872403863084187
2016-12-20,2.3427623420190447
2016-12-21,0.053967278109912
2016-12-22,-2.9629641096380888
2016-12-23,-1.873472196085024
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,1.6849846084151077
2016-12-28,-8.015020910479741
2016-12-29,3.6946128411727175
2016-12-30,0.3351854803869125
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,-1.3717156650773
2017-01-04,3.9952466282234367
2017-01-05,-0.1192058412382124
2017-01-06,-3.4935726093849984
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,-0.0140210089091263
2017-01-10,-0.0737164071608731
2017-01-11,-0.1287146543088813
2017-01-12,-7.162911958917984
2017-01-13,3.666950225627841
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,-10.53926207092709
2017-01-18,-0.6985610847506929
2017-01-19,-1.3480077099593202
2017-01-20,-1.1006145232803743
2017-01-21,0.0
2017-01-22,0.0
2017-01-23,-5.39835814272287
2017-01-24,0.0633887171666458
2017-01-25,-0.0031472835309132
2017-01-26,1.5990604778980622
2017-01-27,-2.6885165837178597
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,1.9431035561268128
2017-01-31,-1.2473278917240591
2017-02-01,0.3096800953401368
2017-02-02,-0.2149631119296002
2017-02-03,-3.3947004250878265
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,1.5707418006867035
2017-02-07,0.4172716149408728
2017-02-08,-1.1088019355469547
2017-02-09,-0.5734104422350894
2017-02-10,0.0813786752891898
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,1.1731161697390302
2017-02-14,-0.9626256474553064
2017-02-15,0.9938499466064288
2017-02-16,5.24301268208287
2017-02-17,-0.0611390420277357
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.9712282483754996
2017-02-22,2.5533608199545865
2017-02-23,27.300476044653266
2017-02-24,-0.0711087457545667
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,7.868668571730586
2017-02-28,-3.1138320274581632
2017-03-01,-0.4240298490866045
2017-03-02,-0.3559754062022136
2017-03-03,-1.5937103546214804
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,-0.0125358754173854
2017-03-07,-0.5868499612968536
2017-03-08,-1.8994364695512636
2017-03-09,0.1844176340325631
2017-03-10,-0.111996739276543
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.461068878528903
2017-03-14,7.958427717495242
2017-03-15,0.240967293503691
2017-03-16,1.342467060251984
2017-03-17,-0.1534347494075993
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,-0.0156922253602642
2017-03-21,4.202780880249013
2017-03-22,0.9420837570494944
2017-03-23,-0.9970584460286536
2017-03-24,1.0129841006899287
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,2.0949822525652806
2017-03-28,-2.922754278677475
2017-03-29,-0.0091969819369874
2017-03-30,-0.0332297484032961
2017-03-31,-4.8944114377515335
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,14.058531129636798
2017-04-04,-0.1202087664912254
2017-04-05,1.8504376684620685
2017-04-06,-12.732678691655453
2017-04-07,0.175407009135875
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,-6.017350801626009
2017-04-11,1.1449222573720386
2017-04-12,7.040141028114588
2017-04-13,0.9218451710938602
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.648556569141312
2017-04-18,0.1323710706355285
2017-04-19,-0.497552008507518
2017-04-20,0.274334899622275
2017-04-21,-0.663126263000513
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,-0.4842281583629426
2017-04-25,0.3315337659818951
2017-04-26,-3.879680865822588
2017-04-27,-0.3378902996770017
2017-04-28,-0.6912965522959391
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,1.236559877700638
2017-05-02,1.1119410404551775
2017-05-03,-5.196996645178132
2017-05-04,10.859184926601984
2017-05-05,3.839914396030064
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,-1.6963545302844274
2017-05-09,3.0696137281304603
2017-05-10,-1.0425653322660988
2017-05-11,0.2924110380027267
2017-05-12,-0.027501320929002
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,2.795538630611283
2017-05-16,-12.213864133613605
2017-05-17,3.4088782557589736
2017-05-18,-1.4239181397251444
2017-05-19,-0.1256404511855602
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,-0.4151214074703091
