date,bitcoin_stockprice,bitcoin_volume,bitcoin_volatility
2015-10-19,263.43701171875,25258800,0.0142808803306093
2015-10-20,269.4630126953125,30889800,0.0146217922255534
2015-10-21,266.2720031738281,25637300,0.01432884978054
2015-10-22,274.02301025390625,37808600,0.0148470556751888
2015-10-23,276.4960021972656,29442500,0.0147946734280641
2015-10-24,281.65399169921875,25942400,0.0148007586147883
2015-10-25,283.67999267578125,45717100,0.0147871239036002
2015-10-26,285.29998779296875,32108800,0.0146745752661916
2015-10-27,293.7879943847656,46331800,0.0150190520164967
2015-10-28,304.6180114746094,50808100,0.0155086411898611
2015-10-29,313.8550109863281,64495900,0.0156013254377005
2015-10-30,328.0150146484375,78305000,0.0166566518567384
2015-10-31,314.1659851074219,48598100,0.019360264228726
2015-11-01,325.4309997558594,37001100,0.0198173680224009
2015-11-02,361.1889953613281,101918000,0.0261502987230946
2015-11-03,403.4169921875,206162000,0.0313622089548155
2015-11-04,411.56298828125,263900000,0.031321778766433
2015-11-05,386.35400390625,151824992,0.0346179950743621
2015-11-06,374.4700012207031,122687000,0.0352905742176936
2015-11-07,386.4819946289063,56625100,0.0352712991443524
2015-11-08,373.3680114746094,51817600,0.0364128386783414
2015-11-09,380.2569885253906,68224400,0.0363696921647915
2015-11-10,336.8190002441406,95797904,0.0440401085415245
2015-11-11,311.0840148925781,107070000,0.0469171143767755
2015-11-12,338.1520080566406,78477800,0.0488870574368221
2015-11-13,336.75299072265625,52003000,0.0489565809630322
2015-11-14,332.906005859375,38612000,0.0491088524963972
2015-11-15,320.1659851074219,44213100,0.0496501416476239
2015-11-16,330.7510070800781,47980100,0.0497071287159762
2015-11-17,335.093994140625,51001600,0.0491235687561947
2015-11-18,334.5899963378906,43783800,0.0491554273763066
2015-11-19,326.14898681640625,45011100,0.0494463226372382
2015-11-20,322.0220031738281,53152900,0.0494570214796399
2015-11-21,326.927001953125,28200500,0.0493072793432366
2015-11-22,324.5360107421875,23439400,0.0493619361159405
2015-11-23,323.0459899902344,27478900,0.049329909694318
2015-11-24,320.0459899902344,29362600,0.049391876792696
2015-11-25,328.2059936523437,41666900,0.0495424916560958
2015-11-26,352.6839904785156,106105000,0.0508667369820902
2015-11-27,358.0419921875,55179100,0.0505809797106015
2015-11-28,357.3810119628906,36816600,0.050382622680851
2015-11-29,371.29400634765625,40409300,0.0502323505406273
2015-11-30,377.3210144042969,71701600,0.0494686734802637
2015-12-01,362.4880065917969,60452200,0.0498499273234904
2015-12-02,359.18701171875,54160500,0.0461136184256076
2015-12-03,361.0459899902344,50714900,0.0411302185460282
2015-12-04,363.1830139160156,35784100,0.0409303347436758
2015-12-05,388.9490051269531,66282200,0.0414420831082656
2015-12-06,388.7829895019531,77762000,0.0410149817454596
2015-12-07,395.5360107421875,63455800,0.0407318027027751
2015-12-08,415.56298828125,57801400,0.0411041495466595
2015-12-09,417.56298828125,90917200,0.041011330365853
2015-12-10,415.47900390625,52138900,0.0336874307121491
2015-12-11,451.93798828125,110944000,0.0324232326019739
2015-12-12,434.99700927734375,131969000,0.0308057700046909
2015-12-13,433.7550048828125,55050600,0.03078860095406
2015-12-14,444.1820068359375,130496000,0.0306742109829682
2015-12-15,465.3210144042969,83121104,0.0299640934587664
2015-12-16,454.9339904785156,107944000,0.0303777857135166
2015-12-17,456.0780029296875,47978400,0.0304097217454888
2015-12-18,463.6159973144531,60220100,0.0303461394939654
2015-12-19,462.3219909667969,47892700,0.0296814223424613
2015-12-20,442.68499755859375,75409400,0.0310462965251987
2015-12-21,438.6390075683594,77639696,0.0312409546671634
2015-12-22,436.5719909667969,50840400,0.0311950705124142
2015-12-23,442.4010009765625,47161400,0.0310792865580075
2015-12-24,454.9849853515625,57157200,0.0310068420828552
2015-12-25,455.6530151367188,39078500,0.0309543143709164
2015-12-26,417.2739868164063,116166000,0.0337333481568282
2015-12-27,422.822998046875,53591200,0.0337169871742419
2015-12-28,422.2789916992188,49638600,0.0337129062506045
2015-12-29,432.9830017089844,51596500,0.0333574490802742
2015-12-30,426.6199951171875,46889400,0.0334837208484231
2015-12-31,430.5669860839844,45996600,0.0324330922611015
2016-01-01,434.3340148925781,36278900,0.0323141370238567
2016-01-02,433.43798828125,30096600,0.0323500824758829
2016-01-03,430.010986328125,39633800,0.032451402157887
2016-01-04,433.0910034179688,38477500,0.0302053182550533
2016-01-05,431.9599914550781,34522600,0.0302179740072511
2016-01-06,429.1050109863281,34042500,0.0301585324690164
2016-01-07,458.0480041503906,87562200,0.0311297624634076
2016-01-08,453.2300109863281,56993000,0.0312296611577545
2016-01-09,447.6109924316406,32278000,0.0313231354607299
2016-01-10,447.9909973144531,35995900,0.0272669893888822
2016-01-11,448.4280090332031,40450000,0.026309942924222
2016-01-12,435.6900024414063,115607000,0.0268627395727537
2016-01-13,432.3710021972656,173888000,0.0265208079608834
2016-01-14,430.3059997558594,43945500,0.0249680914455657
2016-01-15,364.33099365234375,153351008,0.0388761124699134
2016-01-16,387.5360107421875,120352000,0.0408510914303401
2016-01-17,382.2990112304688,45319600,0.0406652612619465
2016-01-18,387.1679992675781,54403900,0.0408104467916402
2016-01-19,380.1489868164063,46819800,0.0402689693748044
2016-01-20,420.2300109863281,121720000,0.0446061330848404
2016-01-21,410.2619934082031,68338000,0.0447937743585908
2016-01-22,382.4920043945313,91546600,0.0463671429109094
2016-01-23,387.4909973144531,56247400,0.0460792786507899
2016-01-24,402.9710083007813,54824800,0.046780568006609
2016-01-25,391.72601318359375,59062400,0.0442926763516087
2016-01-26,392.1530151367188,58147000,0.0442033347243085
2016-01-27,394.9719848632813,47424400,0.0442383033219991
2016-01-28,380.28900146484375,59247900,0.0443924447722376
2016-01-29,379.4739990234375,86125296,0.044349545062741
2016-01-30,378.2550048828125,30284400,0.04428082772024
2016-01-31,368.7669982910156,37894300,0.044372648936894
2016-02-01,373.0559997558594,51656700,0.0444781907844231
2016-02-02,374.447998046875,40378700,0.0445025917688079
2016-02-03,369.9490051269531,45933400,0.0444659760514029
2016-02-04,389.593994140625,69285504,0.0456682943677428
2016-02-05,386.5490112304688,43825000,0.0456717604819757
2016-02-06,376.5220031738281,49249300,0.043945408607662
2016-02-07,376.6199951171875,37076300,0.0439555723846492
2016-02-08,373.4469909667969,47671100,0.0439418302538594
2016-02-09,376.0289916992188,55318500,0.0439883009991505
2016-02-10,381.6489868164063,85130896,0.044134853018497
2016-02-11,379.6539916992188,74375600,0.0439123823023934
2016-02-12,384.2630004882813,67042800,0.0440124344876656
2016-02-13,391.8599853515625,61911700,0.0442204131201683
2016-02-14,407.2300109863281,74469800,0.0323594317437385
2016-02-15,400.18499755859375,74070496,0.0306467528376184
2016-02-16,407.4880065917969,73093104,0.0306695877858992
2016-02-17,416.3219909667969,83193600,0.0308153217278997
2016-02-18,422.37298583984375,76752600,0.0306354223023107
2016-02-19,420.7850036621094,55711300,0.0246026402912854
2016-02-20,437.16400146484375,93992096,0.0251210209816384
2016-02-21,438.7980041503906,89820704,0.0210976898199442
2016-02-22,437.74798583984375,85385200,0.0210732116986016
2016-02-23,420.7359924316406,85244896,0.021454630422867
2016-02-24,424.9549865722656,67743696,0.0207516910966253
2016-02-25,424.54400634765625,70798000,0.0207606406202549
2016-02-26,432.1520080566406,61486000,0.0209296631705265
2016-02-27,432.5190124511719,41893600,0.0194641519751582
2016-02-28,433.5039978027344,53033400,0.0194304597233394
2016-02-29,437.6969909667969,60694700,0.0193974495602494
2016-03-01,435.12298583984375,74895800,0.0186607980002863
2016-03-02,423.989013671875,74955296,0.0194788848981576
2016-03-03,421.6510009765625,100484000,0.0195608570448631
2016-03-04,410.9389953613281,90856096,0.0200980926423724
2016-03-05,400.5700073242188,135384992,0.0185996736441113
2016-03-06,407.7070007324219,91212496,0.0187670599480765
2016-03-07,414.3210144042969,85762400,0.0181675027235943
2016-03-08,413.9719848632813,70311696,0.0181747484577948
2016-03-09,414.8599853515625,70012304,0.0180437583364812
2016-03-10,417.1310119628906,81022896,0.0180363924919493
2016-03-11,421.6900024414063,73969696,0.017964532503788
2016-03-12,411.6239929199219,92712896,0.0185965873632448
2016-03-13,414.0650024414063,74322800,0.0185234397267243
2016-03-14,416.43798828125,95259400,0.0182534138069994
2016-03-15,416.8299865722656,66781700,0.016905777862053
2016-03-16,417.010986328125,65185800,0.0165524791033497
2016-03-17,420.6210021972656,83528600,0.0163114098145557
2016-03-18,409.5480041503906,104940000,0.0166008884018861
2016-03-19,410.4440002441406,58423000,0.0163688765226623
2016-03-20,413.7550048828125,45947900,0.0164406205095481
2016-03-21,413.3070068359375,61655400,0.0147227102873778
2016-03-22,418.0889892578125,66813300,0.0148921043377751
2016-03-23,418.0409851074219,61444200,0.0148937846596996
2016-03-24,416.3940124511719,68346704,0.0130575484707386
2016-03-25,417.177001953125,52560000,0.0129197451343339
2016-03-26,417.9450073242188,44650400,0.0129272704887079
2016-03-27,426.7650146484375,71229400,0.0130910605389997
2016-03-28,424.2309875488281,68522800,0.013127246576015
2016-03-29,416.5159912109375,75411504,0.0135038805253665
2016-03-30,414.8160095214844,66034100,0.013351397131931
2016-03-31,416.72900390625,60215200,0.0133775712974265
2016-04-01,417.9599914550781,51235700,0.0125697573811184
2016-04-02,420.87298583984375,45681200,0.0126031614278217
2016-04-03,420.9039916992188,38053700,0.0116339824467423
2016-04-04,421.4440002441406,50634300,0.010515637825697
2016-04-05,424.0299987792969,60718000,0.0101148023931624
2016-04-06,423.4129943847656,59091000,0.0097304818782325
2016-04-07,422.7449951171875,57858600,0.0097354948389364
2016-04-08,420.3489990234375,63454700,0.0098001241641498
2016-04-09,419.4110107421875,49792700,0.0097647960583916
2016-04-10,421.5639953613281,73478600,0.0096028570327898
2016-04-11,422.4830017089844,50747500,0.0084540582564306
2016-04-12,425.1900024414063,70728800,0.0084642537801826
2016-04-13,423.7340087890625,69060400,0.0084489343283343
2016-04-14,424.2820129394531,45281000,0.0084496974243382
2016-04-15,429.7130126953125,54801500,0.0087347318402115
2016-04-16,430.5719909667969,39392800,0.0086184367090664
2016-04-17,427.3989868164063,52125900,0.0070822426001989
2016-04-18,428.5910034179688,55670900,0.0070853171459446
2016-04-19,435.5090026855469,52810500,0.0074799984223674
2016-04-20,441.3890075683594,72890096,0.0077564833067246
2016-04-21,449.4249877929688,68204704,0.0081109571064644
2016-04-22,445.7369995117188,58804400,0.008330814935146
2016-04-23,450.2820129394531,50485400,0.0083730297593107
2016-04-24,458.5549926757813,68198400,0.008841521818116
2016-04-25,461.4259948730469,87091800,0.008855497830179
2016-04-26,466.0889892578125,78971904,0.008318423801519
2016-04-27,444.68701171875,93564896,0.0122697056977547
2016-04-28,449.010986328125,74064704,0.0117567766160969
2016-04-29,455.0969848632813,49258500,0.0118536839636358
2016-04-30,448.3179931640625,69322600,0.0122996799055328
2016-05-01,451.875,40660100,0.0123399972768467
2016-05-02,444.66900634765625,92127000,0.0127688248761979
2016-05-03,450.3039855957031,59366400,0.0129130880159887
2016-05-04,446.7219848632813,50407300,0.0130472390115889
2016-05-05,447.97601318359375,50440800,0.0130246757607172
2016-05-06,459.6029968261719,72796800,0.0137093496197811
2016-05-07,458.5360107421875,38364500,0.0137181073874493
2016-05-08,458.5480041503906,40315000,0.0136370172915698
2016-05-09,460.4830017089844,55493100,0.0136040870859964
2016-05-10,450.8949890136719,58956100,0.0142921725571193
2016-05-11,452.7279968261719,50605200,0.0142959986753404
2016-05-12,454.7659912109375,59849300,0.0142815164828315
2016-05-13,455.6700134277344,60845000,0.0142415228207361
2016-05-14,455.6709899902344,37209000,0.0142469993857479
2016-05-15,457.5679931640625,28514000,0.0141178797401853
2016-05-16,454.1629943847656,59171500,0.0142254928213042
2016-05-17,453.7829895019531,64100300,0.0141297018224531
2016-05-18,454.6189880371094,86850096,0.0141289367628003
