date,target_sp500_change_volatility_next
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.4993118376805494
2016-07-06,0.2128133368499929
2016-07-07,-2.628945949891881
2016-07-08,2.7969206520549683
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.1024916806251274
2016-07-12,0.4054234158276326
2016-07-13,-0.0451155508812362
2016-07-14,0.2842181051404324
2016-07-15,-7.741684545647942e-05
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,-0.2008725304181391
2016-07-19,-0.1497592397945002
2016-07-20,0.1717057238648012
2016-07-21,0.2100379558144016
2016-07-22,0.1131098651919515
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,-1.3606227455687292
2016-07-26,-1.3865522870808111
2016-07-27,-0.0566856459099485
2016-07-28,-0.179326952248271
2016-07-29,-0.0414690700648034
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,-0.245694006953856
2016-08-02,0.6553342742558144
2016-08-03,0.0236838474366063
2016-08-04,-0.115478998226659
2016-08-05,-1.491791681117427
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,-28.131216759549076
2016-08-09,-14.913645044133396
2016-08-10,-9.192171202959754
2016-08-11,-12.27936995676967
2016-08-12,-10.03410129114366
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.1494737596829054
2016-08-16,-1.809892902222621
2016-08-17,-1.412503832161316
2016-08-18,-0.3805169939894326
2016-08-19,-19.534084846239253
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,-0.7423702374533492
2016-08-23,-5.79743894729029
2016-08-24,5.164844259743662
2016-08-25,-3.3741858690415016
2016-08-26,0.2837971447422038
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,3.198887387404925
2016-08-30,0.2907215493505699
2016-08-31,-1.6992068570412688
2016-09-01,-2.0450632429052984
2016-09-02,-0.4791047466217613
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,-0.3752481645926675
2016-09-07,0.0271898971646589
2016-09-08,0.6452903606957605
2016-09-09,70.85165265502584
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,11.407938192440792
2016-09-13,8.811520372330994
2016-09-14,-1.2563004792412125
2016-09-15,3.610291396266585
2016-09-16,0.4129692927733908
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,-2.9463252999856304
2016-09-20,0.0315873084140383
2016-09-21,4.646292077187786
2016-09-22,1.2253672268882854
2016-09-23,0.2549117139833745
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,2.181844725008464
2016-09-27,1.1750092043982807
2016-09-28,0.1185521745348472
2016-09-29,2.371469622910327
2016-09-30,1.8270460541536693
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.2110256849887637
2016-10-04,0.5829077593109355
2016-10-05,0.4664978306871958
2016-10-06,-0.6588811398095307
2016-10-07,0.2183099414912792
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,0.5832281544650764
2016-10-11,3.163627869205765
2016-10-12,0.0350486864720611
2016-10-13,0.0812548005604041
2016-10-14,0.0084487032502522
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,-0.4818712269539782
2016-10-18,0.8793660313363816
2016-10-19,0.2045860065459814
2016-10-20,-0.0508938304112249
2016-10-21,-16.981261298161098
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,-7.292809245885268
2016-10-25,-9.553480114505508
2016-10-26,0.1704748988235582
2016-10-27,-4.991298505594399
2016-10-28,-0.2521165646461765
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,-0.0015888500964789
2016-11-01,2.4193164414217705
2016-11-02,-5.78705565744796
2016-11-03,-3.108526942006695
2016-11-04,-1.322791690485614
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,27.5130994145929
2016-11-08,-1.2174152320641451
2016-11-09,4.087754932372545
2016-11-10,-3.484656047806589
2016-11-11,-2.5837393816128817
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,-0.4828231595473076
2016-11-15,1.1197935481455978
2016-11-16,-0.5220495947015791
2016-11-17,0.8449145644939593
2016-11-18,-0.2513058809650581
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,1.3961936938803543
2016-11-22,-7.92612442177999
2016-11-23,0.0012071057440721
2016-11-24,0.0
