date,target_sp500_change_volume_next
2015-04-29,14.908622298922536
2015-04-30,10.667808597363916
2015-05-01,-25.063640879175463
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,-8.516625781575959
2015-05-05,22.718803977254343
2015-05-06,-0.0458624915984695
2015-05-07,-3.047563294226852
2015-05-08,-7.539492580181905
2015-05-09,0.0
2015-05-10,0.0
2015-05-11,-11.965794366130888
2015-05-12,4.906989410793705
2015-05-13,7.476939149933748
2015-05-14,-4.401557674867973
2015-05-15,-4.14354535703435
2015-05-16,0.0
2015-05-17,0.0
2015-05-18,-6.593943235621325
2015-05-19,14.120954646335605
2015-05-20,-8.196223942136449
2015-05-21,1.4732904146892878
2015-05-22,-16.238609198621702
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,29.94991951350385
2015-05-27,-6.408188789783765
2015-05-28,-4.719050115730383
2015-05-29,31.77613367557501
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,-23.315229707261054
2015-06-02,1.2497883262332588
2015-06-03,1.6603538459015963
2015-06-04,3.2280853424860867
2015-06-05,1.3637286917391966
2015-06-06,0.0
2015-06-07,0.0
2015-06-08,-10.06692994706646
2015-06-09,4.0255043449942685
2015-06-10,12.513758081843296
2015-06-11,-8.36828416785773
2015-06-12,-13.079332608834626
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,12.582554975362203
2015-06-16,-4.627364391472344
2015-06-17,10.35446419397925
2015-06-18,9.251948954764377
2015-06-19,26.4021293276824
2015-06-20,0.0
2015-06-21,0.0
2015-06-22,-31.90675556933892
2015-06-23,2.0187985557851063
2015-06-24,0.3652315127830929
2015-06-25,3.614205409865656
2015-06-26,56.33218337527725
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,-26.793712826859974
2015-06-30,10.86122164959662
2015-07-01,-8.612885983709862
2015-07-02,-19.6047498698776
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,16.346185934444392
2015-07-07,27.888686194196826
2015-07-08,-19.06133232854714
2015-07-09,-4.488220395812437
2015-07-10,-11.075168053939732
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,1.0329291011298205
2015-07-14,-3.0551581829865726
2015-07-15,8.650220510839013
2015-07-16,-1.0647462605118063
2015-07-17,4.204110217286217
2015-07-18,0.0
2015-07-19,0.0
2015-07-20,-3.475726711768645
2015-07-21,3.013675840375618
2015-07-22,10.478842237169106
2015-07-23,2.1315243078772195
2015-07-24,2.577124212457038
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,-0.8601978274126343
2015-07-28,7.323646315240762
2015-07-29,-1.91464249806933
2015-07-30,-11.376612443982271
2015-07-31,2.8476760136447066
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,-5.556943938891812
2015-08-04,2.011637238011144
2015-08-05,11.897505011686892
2015-08-06,7.002076257093037
2015-08-07,-15.171067473278432
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,-2.438983766017455
2015-08-11,5.532002071441977
2015-08-12,15.1056383598283
2015-08-13,-24.544345100758235
2015-08-14,-13.215472014404115
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,2.579062022685741
2015-08-18,2.8699057429498964
2015-08-19,19.082437567584964
2015-08-20,11.65839244844744
2015-08-21,27.935713976142583
2015-08-22,0.0
2015-08-23,0.0
2015-08-24,31.773091761254936
2015-08-25,-21.611930999336128
2015-08-26,2.9842424897174924
2015-08-27,-6.216644031283658
2015-08-28,-21.119209650067216
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,-0.8604535739969776
2015-09-01,11.666368675129624
2015-09-02,-14.392762789208223
2015-09-03,-5.929535993501878
2015-09-04,-10.04374130144573
2015-09-05,0.0
2015-09-06,0.0
2015-09-07,0.0
2015-09-08,12.047652576971291
2015-09-09,2.915756696208427
2015-09-10,-0.7064389998138076
2015-09-11,-11.243629905799825
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,-6.785269326009214
2015-09-15,7.988134124391699
2015-09-16,12.062866914002443
2015-09-17,15.234336267586237
2015-09-18,43.918313299663694
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,-45.70304455560649
2015-09-22,16.4837047119458
2015-09-23,-16.220793748326013
2015-09-24,28.239822223893828
2015-09-25,-9.034762057225532
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,16.249627203529403
2015-09-29,-4.490068551723503
2015-09-30,9.502491294384118
2015-10-01,-11.966002735869274
2015-10-02,9.914901094487403
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,-1.0067213725028945
2015-10-06,-3.047417343216852
2015-10-07,11.04297544260422
2015-10-08,-15.586299708344852
2015-10-09,-5.8957031230167045
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,-21.94960748873722
2015-10-13,17.581266741553627
2015-10-14,7.133324710751565
2015-10-15,2.790437333143103
2015-10-16,-4.026917296845678
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,-8.569489602078196
2015-10-20,1.343951912195962
2015-10-21,8.893591475311414
2015-10-22,22.1363419602568
2015-10-23,-7.276030558470725
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,-17.589559104871412
2015-10-27,24.54604524779964
2015-10-28,11.411991804367204
2015-10-29,-14.66909033632674
2015-10-30,6.167715156624953
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,-11.65781683191579
2015-11-03,13.618012670145374
2015-11-04,-4.522174314031169
2015-11-05,-0.6614577076494266
2015-11-06,7.8267179020161
2015-11-07,0.0
2015-11-08,0.0
2015-11-09,-11.139111288114956
2015-11-10,-1.5688951279508534
2015-11-11,-3.3764758834366138
2015-11-12,8.773673562795036
2015-11-13,6.532764660626378
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,-12.562313759859766
2015-11-17,18.33910682019866
2015-11-18,-11.315120783312816
2015-11-19,-7.596800114099722
2015-11-20,8.309836250830326
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,-8.693505700325732
2015-11-24,8.276244572154813
2015-11-25,-26.563927792778763
2015-11-26,0.0
2015-11-27,-48.5849684886468
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,191.44487469662675
2015-12-01,-13.167392977359228
2015-12-02,6.42543883279636
2015-12-03,9.007401332442331
2015-12-04,-2.126557823192432
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,-4.059161405581612
2015-12-08,3.20859978930812
2015-12-09,5.071916848165969
2015-12-10,-15.2807707656348
2015-12-11,15.77083024911512
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,7.239610700617982
2015-12-15,-5.613081145771004
2015-12-16,6.475420003032006
2015-12-17,-6.645740974446923
2015-12-18,54.43650791816776
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,-43.73424189781044
2015-12-22,-6.367079047304991
2015-12-23,-1.0443471197377874
2015-12-24,-59.47693658889408
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,76.54087515759353
2015-12-29,1.9855487039169395
2015-12-30,-6.8674272226593285
2015-12-31,12.160866424772854
2016-01-01,0.0
2016-01-02,0.0
2016-01-03,0.0
2016-01-04,62.12222209668854
2016-01-05,-13.897251491330763
2016-01-06,16.997696014158457
2016-01-07,17.062209165579034
2016-01-08,-8.108789561496987
2016-01-09,0.0
2016-01-10,0.0
2016-01-11,-1.235814394182988
2016-01-12,6.076674140329774
2016-01-13,4.087566448275726
2016-01-14,3.028879326443912
2016-01-15,4.33782156833189
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,0.0
2016-01-19,-9.876820896559549
2016-01-20,30.1869794150172
2016-01-21,-20.84235365262536
2016-01-22,-3.486052835211395
2016-01-23,0.0
2016-01-24,0.0
2016-01-25,-10.208170126648389
2016-01-26,-0.9869631797299938
2016-01-27,9.08915680344382
2016-01-28,-1.2837502418995173
2016-01-29,17.14379470744789
2016-01-30,0.0
2016-01-31,0.0
2016-02-01,-21.373806972898933
2016-02-02,3.2541127534106096
2016-02-03,15.902527116255415
2016-02-04,0.3937791782251842
2016-02-05,-5.071514946123101
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,14.331208899094117
2016-02-09,-8.041217359832231
2016-02-10,-13.737599407318235
2016-02-11,23.028200672307243
2016-02-12,-14.613874345549736
2016-02-13,0.0
2016-02-14,0.0
2016-02-15,0.0
2016-02-16,-2.687931665857624
2016-02-17,9.645631822030465
2016-02-18,-11.47451681519054
2016-02-19,-6.618745900475376
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,-2.1275209095188097
2016-02-23,-4.046158664861355
2016-02-24,10.964748820891112
2016-02-25,-4.610342231744746
2016-02-26,5.592235461523343
2016-02-27,0.0
2016-02-28,0.0
2016-02-29,5.511543034280697
2016-03-01,5.04709928555549
2016-03-02,-3.1773432231962278
2016-03-03,8.894893723709508
2016-03-04,19.05326957514217
2016-03-05,0.0
2016-03-06,0.0
2016-03-07,-17.880372169595347
2016-03-08,-6.572426924950381
2016-03-09,-13.002488339275908
2016-03-10,8.386823571364888
2016-03-11,-6.812526988957657
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,-14.484556050821109
2016-03-15,2.0766374700746937
2016-03-16,13.952273416697558
2016-03-17,11.670142124022064
2016-03-18,43.54196464833748
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,-48.07739030683639
2016-03-22,1.239708582597876
2016-03-23,6.46636204606752
2016-03-24,-6.368714469805004
2016-03-25,0.0
2016-03-26,0.0
2016-03-27,0.0
2016-03-28,-17.566877560362936
2016-03-29,36.07004403561296
2016-03-30,-6.070119534420105
2016-03-31,3.48075792898106
2016-04-01,0.934249908486029
2016-04-02,0.0
2016-04-03,0.0
2016-04-04,-7.047485459961223
2016-04-05,19.19867114590714
2016-04-06,-9.726300386048347
2016-04-07,1.3450463901034435
2016-04-08,-11.620388030253205
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,6.200569722550475
2016-04-12,18.832122516704786
2016-04-13,-1.1300221239981645
2016-04-14,-10.16167163267594
2016-04-15,-1.7106272919670595
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,-10.389712139837092
2016-04-19,17.484804997467496
2016-04-20,7.39190572850239
2016-04-21,-0.2291583032249411
2016-04-22,-9.213970766102475
2016-04-23,0.0
2016-04-24,0.0
2016-04-25,-12.421318109629665
2016-04-26,7.15266858247936
2016-04-27,15.262608969439365
2016-04-28,5.115228615817635
2016-04-29,9.162289087297903
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,-18.35624649288374
2016-05-03,8.65062442887603
2016-05-04,-2.751480211530677
2016-05-05,-1.232703224789089
2016-05-06,-5.293212224930333
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,-0.2036166317647247
2016-05-10,-4.973314821755681
2016-05-11,6.160213321482133
2016-05-12,-1.0358505277369368
2016-05-13,-5.3540221923175535
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,-2.1933696101545275
2016-05-17,17.35325702012933
2016-05-18,-0.1859351271367937
2016-05-19,-6.20653838276457
2016-05-20,-8.81570772362268
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,-12.890966886662014
2016-05-24,18.71588097451138
2016-05-25,6.390909040784698
2016-05-26,-16.27737642388499
2016-05-27,-4.699488392102735
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,46.612214409820886
2016-06-01,-21.91294100447234
2016-06-02,3.0509166933793352
2016-06-03,-0.1359862582307469
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,-5.12048690934952
2016-06-07,2.6934765050754983
2016-06-08,0.7731849391608314
2016-06-09,-7.628731688966495
2016-06-10,6.82881908142674
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,-3.4987098187487358
2016-06-14,10.84129562533349
2016-06-15,-5.719764772845148
2016-06-16,2.3573088988693147
2016-06-17,36.50076620326988
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,-29.987905415910333
2016-06-21,-6.764644810003917
2016-06-22,-2.0019301675286427
2016-06-23,4.096384021009047
2016-06-24,130.36956403087987
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,-28.51259304108616
2016-06-28,-19.24816155486244
2016-06-29,-3.2849120230926565
2016-06-30,8.984048998759953
2016-07-01,-25.17792170147226
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,5.767457190023384
2016-07-06,6.860960315768172
2016-07-07,-7.797400099248475
2016-07-08,0.0818410065056562
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,-9.817325017325018
2016-07-12,25.95732385794292
2016-07-13,-14.532117076884788
2016-07-14,-1.0481623609493118
2016-07-15,-9.89753607590006
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,-3.628066354960613
2016-07-19,-1.3614416593837109
2016-07-20,8.203911950787312
2016-07-21,7.068801255347368
2016-07-22,-12.085841402774143
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,1.1232833214257276
2016-07-26,12.596655807198642
2016-07-27,16.068964515519912
2016-07-28,-8.290827180578153
2016-07-29,10.22312948933477
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,-13.193144566261603
2016-08-02,9.776411227641834
2016-08-03,-1.6166287755764897
2016-08-04,-2.042239200534524
2016-08-05,-1.243664402027389
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,-9.159530120909508
2016-08-09,0.2028519481300117
2016-08-10,-2.379809855142012
2016-08-11,5.167821318299826
2016-08-12,-12.342397083396628
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,2.595095745602638
2016-08-16,3.828775422035835
2016-08-17,6.022713052183715
2016-08-18,-2.606737859665797
2016-08-19,-6.537355668869315
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,-9.960127074688796
2016-08-23,9.50261921477562
2016-08-24,3.5111080424397256
2016-08-25,-5.684691323516333
2016-08-26,12.562851302154376
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,-20.57121657282024
2016-08-30,13.259855807260855
2016-08-31,25.26240521484635
2016-09-01,-9.937101574717431
2016-09-02,-8.873506833484669
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,11.534007091280827
2016-09-07,-3.7193450611285983
2016-09-08,12.30395671532978
2016-09-09,13.576762951199628
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,-5.27827376734783
2016-09-13,3.2711795096846297
2016-09-14,-11.530855910779946
2016-09-15,-7.925002046887364
2016-09-16,48.62999893292863
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,-37.34354932633477
2016-09-20,-0.7778930683489227
2016-09-21,18.222674168692944
2016-09-22,-4.384539201454363
2016-09-23,-6.640445420646679
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,-2.734158900378736
2016-09-27,6.69331324943514
2016-09-28,13.072297449686454
2016-09-29,9.2019200132629
2016-09-30,-1.3478444451824445
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,-25.12623833798211
2016-10-04,19.341008719109777
2016-10-05,4.510373778961818
2016-10-06,-11.475367625286124
2016-10-07,4.093320612907347
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,-19.47037669366849
2016-10-11,17.73404997276169
2016-10-12,-12.77755182637501
2016-10-13,19.54783055303073
2016-10-14,-9.895902522024969
2016-10-15,0.0
2016-10-16,0.0
2016-10-17,-11.150565731153018
2016-10-18,12.021437347304786
2016-10-19,6.052746033647027
2016-10-20,-0.7628551645027182
2016-10-21,3.505803576776101
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,-2.790194393572487
2016-10-25,11.793330257890734
2016-10-26,0.5835685000798785
2016-10-27,11.4152012111844
2016-10-28,-4.30298854943697
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,-2.524905232270924
2016-11-01,15.602206511552088
2016-11-02,-5.509132686668772
2016-11-03,-9.256444212332603
2016-11-04,-1.2895352123532322
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,-2.659874905971249
2016-11-08,4.870150706470011
2016-11-09,59.81207848336882
2016-11-10,3.045189618338151
2016-11-11,-22.67510006270854
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,7.602738491666994
2016-11-15,-15.363057277428648
2016-11-16,-15.395625875363615
2016-11-17,-0.9399932430676494
2016-11-18,-6.055780446149129
2016-11-19,0.0
2016-11-20,0.0
2016-11-21,0.8545337764249261
2016-11-22,9.664128478471556
2016-11-23,-13.651490208356476
2016-11-24,0.0
2016-11-25,-53.66492682427592
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,121.83025262055168
2016-11-29,5.521606782168353
2016-11-30,49.3156187739102
2016-12-01,-8.502997255525058
2016-12-02,-25.359794927251667
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,3.07109034811508
2016-12-06,-1.0578346197156363
2016-12-07,16.767730712495045
2016-12-08,-6.678404198869026
2016-12-09,-7.537226968526889
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,3.921048975159924
2016-12-13,-4.041249365537225
2016-12-14,13.779437149573104
2016-12-15,-5.358904407812826
2016-12-16,42.06730308432534
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,-45.13660022465922
2016-12-20,1.641949803863696
2016-12-21,-13.652022684310015
2016-12-22,0.9033654654486244
2016-12-23,-29.83472594917155
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,-1.5584569791661562
2016-12-28,20.75759022580954
2016-12-29,-2.665695557174075
2016-12-30,14.232265788686016
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,41.22924893788251
2017-01-04,-0.1091966361075114
2017-01-05,0.4295694488297696
2017-01-06,-11.703847739017403
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,-3.660893814630406
2017-01-10,13.070350619461893
2017-01-11,-0.425209308458041
2017-01-12,-4.3822481159036535
2017-01-13,-10.834280570765852
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,16.056984223536563
2017-01-18,-7.507213649479361
2017-01-19,-4.499543354221491
2017-01-20,11.629250187003493
2017-01-21,0.0
2017-01-22,0.0
2017-01-23,-10.789544368576554
2017-01-24,20.971780276619214
2017-01-25,0.8485832929433279
2017-01-26,-6.178461762276132
2017-01-27,-13.127196103568872
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,14.58586991859554
2017-01-31,13.7603475900129
2017-02-01,-4.169957429952587
2017-02-02,-2.792158583788995
2017-02-03,-5.349155852337151
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,-13.687856526815256
2017-02-07,10.926329926519497
2017-02-08,4.619604571812563
2017-02-09,1.928321266905697
2017-02-10,-5.024989135158631
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,-4.124864153749352
2017-02-14,5.240173369884582
2017-02-15,7.308023718551948
2017-02-16,-2.9047484461959816
2017-02-17,-4.327375608694473
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,2.010048822376964
2017-02-22,-3.1874386763000584
2017-02-23,15.795368496215278
2017-02-24,-4.7083746708538765
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,-6.464078738965817
2017-02-28,17.5128602832052
2017-03-01,3.208813852238368
2017-03-02,-12.043343154776275
2017-03-03,-6.991576948925616
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,-8.571782032069319
2017-03-07,8.441478565717443
2017-03-08,8.16096191475484
2017-03-09,-2.50728878261599
2017-03-10,-7.638935577996209
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,-7.796121593291405
2017-03-14,0.2245274975131383
2017-03-15,23.18165204678362
2017-03-16,-13.828146382264697
2017-03-17,53.75495713709007
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,-40.89447123645223
2017-03-21,39.76175544493656
2017-03-22,-16.44655506451439
2017-03-23,-8.748139943387145
2017-03-24,-8.701262873957827
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,8.85571070293063
2017-03-28,3.911420904913188
2017-03-29,-7.7601866362729695
2017-03-30,1.673601122384305
2017-03-31,6.236707514685036
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,1.846732246167404
2017-04-04,-6.154039658001653
2017-04-05,17.838196699851004
2017-04-06,-15.272506050546864
2017-04-07,-4.637477561851244
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,-8.581202736766292
2017-04-11,11.75727018481183
2017-04-12,2.5761799480918945
2017-04-13,-1.7155530565707733
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,-10.154208963952229
2017-04-18,15.75300064735452
2017-04-19,7.60800804349353
2017-04-20,3.630337729611832
2017-04-21,-3.420946618105281
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,5.306512757650039
2017-04-25,7.939544671895926
2017-04-26,2.6344169233764925
2017-04-27,-0.2775244141218769
2017-04-28,-9.234037571281528
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,-13.969392827871609
2017-05-02,20.61096361080743
2017-05-03,0.9167754366337322
2017-05-04,12.08953078968169
2017-05-05,-18.879268108410063
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,-3.196227181901312
2017-05-09,6.642876509844053
2017-05-10,-0.2315574218664573
2017-05-11,2.146671891312746
2017-05-12,-11.349863589174047
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,5.612142999800285
2017-05-16,-1.9561156191262088
2017-05-17,21.7121932544472
2017-05-18,3.714019535339364
2017-05-19,-11.29174152204916
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,-17.09737192368922
2017-05-23,1.2585862783244917
