date,nasdaq_stockprice,nasdaq_volume,nasdaq_volatility
2015-06-20,5117.0,2468310000.0,0.0067954615278356
2015-06-21,5117.0,2468310000.0,0.0067954615278356
2015-06-22,5153.97021484375,1619970000.0,0.0066032445752256
2015-06-23,5160.08984375,1613540000.0,0.0065791747332879
2015-06-24,5122.41015625,1628800000.0,0.006707558004636
2015-06-25,5112.18994140625,1614760000.0,0.0067292086579144
2015-06-26,5080.509765625,3843810000.0,0.0063873585662129
2015-06-27,5080.509765625,3843810000.0,0.0063873585662129
2015-06-28,5080.509765625,3843810000.0,0.0063873585662129
2015-06-29,4958.47021484375,2025580000.0,0.0078003000809128
2015-06-30,4986.8701171875,2034430000.0,0.0077933747797678
2015-07-01,5013.1201171875,1814560000.0,0.0078629823312916
2015-07-02,5009.2099609375,1490810000.0,0.007862132377331
2015-07-03,5009.2099609375,1490810000.0,0.007862132377331
2015-07-04,5009.2099609375,1490810000.0,0.007862132377331
2015-07-05,5009.2099609375,1490810000.0,0.007862132377331
2015-07-06,4991.93994140625,1741500000.0,0.0078405809672603
2015-07-07,4997.4599609375,2132080000.0,0.0078469344353988
2015-07-08,4909.759765625,1931520000.0,0.0082308580719626
2015-07-09,4922.39990234375,1861600000.0,0.0077338232115288
2015-07-10,4997.7001953125,1590230000.0,0.0082921050648952
2015-07-11,4997.7001953125,1590230000.0,0.0082921050648952
2015-07-12,4997.7001953125,1590230000.0,0.0082921050648952
2015-07-13,5071.509765625,1694140000.0,0.008693787373903
2015-07-14,5104.89013671875,1682660000.0,0.0087648205945166
2015-07-15,5098.93994140625,1691350000.0,0.0087643090690893
2015-07-16,5163.18017578125,1823530000.0,0.0090208149816686
2015-07-17,5210.14013671875,1854450000.0,0.0090130740868772
2015-07-18,5210.14013671875,1854450000.0,0.0090130740868772
2015-07-19,5210.14013671875,1854450000.0,0.0090130740868772
2015-07-20,5218.85986328125,1814180000.0,0.0090125596336156
2015-07-21,5208.1201171875,1774570000.0,0.0088235998779323
2015-07-22,5171.77001953125,2035730000.0,0.008938023829818
2015-07-23,5146.41015625,2003310000.0,0.0087330765880477
2015-07-24,5088.6298828125,2004380000.0,0.008990521739474
2015-07-25,5088.6298828125,2004380000.0,0.008990521739474
2015-07-26,5088.6298828125,2004380000.0,0.008990521739474
2015-07-27,5039.77978515625,1942520000.0,0.009094439318611
2015-07-28,5089.2099609375,2025110000.0,0.0092323327852976
2015-07-29,5111.72998046875,1890350000.0,0.0092216121116838
2015-07-30,5128.77978515625,1908480000.0,0.0092337942580792
2015-07-31,5128.27978515625,1926360000.0,0.0089049006155485
2015-08-01,5128.27978515625,1926360000.0,0.0089049006155485
2015-08-02,5128.27978515625,1926360000.0,0.0089049006155485
2015-08-03,5115.3798828125,1790080000.0,0.0088984732926276
2015-08-04,5105.5498046875,1819700000.0,0.0087989216838703
2015-08-05,5139.93994140625,2041490000.0,0.0088888323760305
2015-08-06,5056.43994140625,2290950000.0,0.0092862299107842
2015-08-07,5043.5400390625,2008360000.0,0.0092900250858363
2015-08-08,5043.5400390625,2008360000.0,0.0092900250858363
2015-08-09,5043.5400390625,2008360000.0,0.0092900250858363
2015-08-10,5101.7998046875,1784930000.0,0.0094715709377785
2015-08-11,5036.7900390625,1912340000.0,0.0086448778210185
2015-08-12,5044.39013671875,2089460000.0,0.0085917795757643
2015-08-13,5033.56005859375,1632340000.0,0.0085533425989238
2015-08-14,5048.240234375,1487630000.0,0.0085662658869403
2015-08-15,5048.240234375,1487630000.0,0.0085662658869403
2015-08-16,5048.240234375,1487630000.0,0.0085662658869403
2015-08-17,5091.7001953125,1510790000.0,0.0086673318543693
2015-08-18,5059.35009765625,1501540000.0,0.0087611237907537
2015-08-19,5019.0498046875,1785420000.0,0.0082323054955422
2015-08-20,4877.490234375,2087000000.0,0.0098096064110085
2015-08-21,4706.0400390625,2768540000.0,0.0113303225116674
2015-08-22,4706.0400390625,2768540000.0,0.0113303225116674
2015-08-23,4706.0400390625,2768540000.0,0.0113303225116674
2015-08-24,4526.25,3508840000.0,0.0127503527244075
2015-08-25,4506.490234375,2612800000.0,0.0125996260014007
2015-08-26,4697.5400390625,2631660000.0,0.0151092791614998
2015-08-27,4812.7099609375,2368880000.0,0.0156576960022313
2015-08-28,4828.31982421875,1936540000.0,0.0155473345438153
2015-08-29,4828.31982421875,1936540000.0,0.0155473345438153
2015-08-30,4828.31982421875,1936540000.0,0.0155473345438153
2015-08-31,4776.509765625,1839010000.0,0.0155973731750735
2015-09-01,4636.10009765625,2253750000.0,0.0163489053738717
2015-09-02,4749.97998046875,1929080000.0,0.0171213651941975
2015-09-03,4733.5,1803320000.0,0.0171173514762913
2015-09-04,4683.919921875,1574720000.0,0.017104871402221
2015-09-05,4683.919921875,1574720000.0,0.017104871402221
2015-09-06,4683.919921875,1574720000.0,0.017104871402221
2015-09-07,4683.919921875,1574720000.0,0.017104871402221
2015-09-08,4811.93017578125,1765600000.0,0.0178849382768902
2015-09-09,4756.52978515625,1963750000.0,0.0178442431410922
2015-09-10,4796.25,1845770000.0,0.0179086065840069
2015-09-11,4822.33984375,1686190000.0,0.0179346706232009
2015-09-12,4822.33984375,1686190000.0,0.0179346706232009
2015-09-13,4822.33984375,1686190000.0,0.0179346706232009
2015-09-14,4805.759765625,1467740000.0,0.0179324918089354
2015-09-15,4860.52001953125,1587460000.0,0.0181005457024435
2015-09-16,4889.240234375,1666380000.0,0.0181534295725803
2015-09-17,4893.9501953125,1891510000.0,0.0180946022091678
2015-09-18,4827.22998046875,3272150000.0,0.0180264432486159
2015-09-19,4827.22998046875,3272150000.0,0.0180264432486159
2015-09-20,4827.22998046875,3272150000.0,0.0180264432486159
2015-09-21,4828.9501953125,2021530000.0,0.0180286632835424
2015-09-22,4756.72021484375,2042880000.0,0.0180236273547113
2015-09-23,4752.740234375,1606330000.0,0.017915604472417
2015-09-24,4734.47998046875,1995820000.0,0.0179068029661977
2015-09-25,4686.5,2050530000.0,0.0179673680133158
2015-09-26,4686.5,2050530000.0,0.0179673680133158
2015-09-27,4686.5,2050530000.0,0.0179673680133158
2015-09-28,4543.97021484375,2387610000.0,0.0186698328351667
2015-09-29,4517.31982421875,2293450000.0,0.0185333462803501
2015-09-30,4620.16015625,2398350000.0,0.0191453910410721
2015-10-01,4627.080078125,2133990000.0,0.019138863705327
2015-10-02,4707.77978515625,2183320000.0,0.0188291941851682
2015-10-03,4707.77978515625,2183320000.0,0.0188291941851682
2015-10-04,4707.77978515625,2183320000.0,0.0188291941851682
2015-10-05,4781.259765625,2005320000.0,0.0178831603536377
2015-10-06,4748.35986328125,2085020000.0,0.0163334202840206
2015-10-07,4791.14990234375,2149890000.0,0.016346903539113
2015-10-08,4810.7900390625,1984230000.0,0.0145606406138891
2015-10-09,4830.47021484375,1804260000.0,0.0138922117254365
2015-10-10,4830.47021484375,1804260000.0,0.0138922117254365
2015-10-11,4830.47021484375,1804260000.0,0.0138922117254365
2015-10-12,4838.64013671875,1343820000.0,0.0138831116337497
2015-10-13,4796.60986328125,1565060000.0,0.0138324587133356
2015-10-14,4782.85009765625,1902460000.0,0.0126423177791345
2015-10-15,4870.10009765625,1942900000.0,0.0122959572791923
2015-10-16,4886.68994140625,1855290000.0,0.012276958071094
2015-10-17,4886.68994140625,1855290000.0,0.012276958071094
2015-10-18,4886.68994140625,1855290000.0,0.012276958071094
2015-10-19,4905.47021484375,1619920000.0,0.0120879649155787
2015-10-20,4880.97021484375,1711700000.0,0.011141640988246
2015-10-21,4840.1201171875,1895390000.0,0.0110377682412626
2015-10-22,4920.0498046875,2156040000.0,0.0113269976407497
2015-10-23,5031.85986328125,2178270000.0,0.011973528676942
2015-10-24,5031.85986328125,2178270000.0,0.011973528676942
2015-10-25,5031.85986328125,2178270000.0,0.011973528676942
2015-10-26,5034.7001953125,1758690000.0,0.0119397221416711
2015-10-27,5030.14990234375,1986840000.0,0.011802342529394
2015-10-28,5095.68994140625,2141130000.0,0.0119692766952696
2015-10-29,5074.27001953125,1928310000.0,0.0120126910476803
2015-10-30,5053.75,2016390000.0,0.0117243770854941
2015-10-31,5053.75,2016390000.0,0.0117243770854941
2015-11-01,5053.75,2016390000.0,0.0117243770854941
2015-11-02,5127.14990234375,1888180000.0,0.0119547646365563
2015-11-03,5145.1298828125,2028630000.0,0.0115131416647535
2015-11-04,5142.47998046875,2096110000.0,0.011509961752274
2015-11-05,5127.740234375,2054490000.0,0.0114923393509078
2015-11-06,5147.1201171875,2066430000.0,0.0112339926466295
2015-11-07,5147.1201171875,2066430000.0,0.0112339926466295
2015-11-08,5147.1201171875,2066430000.0,0.0112339926466295
2015-11-09,5095.2998046875,1850770000.0,0.0095848743423046
2015-11-10,5083.240234375,1906120000.0,0.0094832156118862
2015-11-11,5067.02001953125,1672340000.0,0.0088896493149459
2015-11-12,5005.080078125,1820930000.0,0.0093206412512227
2015-11-13,4927.8798828125,2001050000.0,0.0094649812171798
