date,nasdaq_stockprice_sma_5,nasdaq_stockprice_sma_10,nasdaq_stockprice_sma_20,nasdaq_stockprice_sma_50,nasdaq_stockprice_sma_100,nasdaq_stockprice_ema_12,nasdaq_stockprice_ema_26,nasdaq_stockprice_macd_line,nasdaq_stockprice_macd_signal,nasdaq_stockprice_macd_hist,nasdaq_stockprice_rsi_14,nasdaq_stockprice_bb_mean_20,nasdaq_stockprice_bb_upper_20,nasdaq_stockprice_bb_lower_20,nasdaq_atr_14,nasdaq_pdi_14,nasdaq_mdi_14,nasdaq_dx_14,nasdaq_adx_14,nasdaq_stoch_k_14,nasdaq_stoch_d_3,nasdaq_obv,nasdaq_stockprice_momentum_7,nasdaq_stockprice_roc_7,nasdaq_stockprice_momentum_21,nasdaq_stockprice_roc_21,nasdaq_mfi_14,nasdaq_volatility_std_10,nasdaq_avg_volume_20,nasdaq_volume_spike_20
2014-09-27,4511.0080078125,4541.55302734375,4543.429110440341,4543.429110440341,4543.429110440341,4533.919809211237,4547.378055544641,-13.458246333403622,-6.14625201723293,-7.311994316170692,,4543.429110440341,4624.035426561282,4462.8227943194,47.60122806255967,21.06777591292259,5.359358881048347,59.440484768170734,91.16335075698493,31.647261575204908,21.12361812227469,-3669770000.0,-67.60009765625,-1.4760523316498575,,,42.6444757550582,0.0,2165100000.0,0.7563068680430465
2014-09-28,4511.7080078125,4533.42900390625,4540.825846354167,4540.825846354167,4540.825846354167,4530.576752625855,4544.771528571427,-14.194775945571564,-7.755956802900657,-6.438819142670907,,4540.825846354167,4619.768880756046,4461.882811952288,47.60122806255967,21.06777591292259,5.359358881048347,59.440484768170734,88.89743175778389,31.647261575204908,31.647261575204908,-3669770000.0,-67.60009765625,-1.4760523316498575,,,42.6444757550582,0.0,2121131666.6666667,0.7719841373983541
2014-09-29,4501.833984375,4526.035009765625,4538.135404146635,4538.135404146635,4538.135404146635,4526.772651861301,4541.888459614746,-15.115807753445551,-9.227926993009635,-5.887880760435916,,4538.135404146635,4616.16789767343,4460.102910619839,47.863249258386375,20.95244308609521,5.330019760854147,59.440484768170734,86.79336411566867,28.33791107814244,30.544144742850744,-5407520000.0,-21.83984375,-0.4823617348500897,,,42.6444757550582,0.0,2091640769.2307692,0.8308070991746267
2014-09-30,4507.16201171875,4517.39501953125,4534.939313616072,4534.939313616072,4534.939313616072,4521.636880300908,4538.29599125208,-16.659110951171897,-10.71416378464209,-5.944947166529808,,4534.939313616072,4613.633149108601,4456.245478123542,47.16943876448378,20.664366925317,4.934350431052841,61.44845569908989,84.98301351448447,19.811276622760413,26.598816425369247,-7607900000.0,-15.2998046875,-0.3393403602006795,,,51.37354124350792,0.0,2099407857.142857,1.0480955344211005
2014-10-01,4489.1419921875,4501.625,4527.416015625,4527.416015625,4527.416015625,4506.321951600768,4529.688128474148,-23.36617687337912,-13.244566402389497,-10.121610470989625,31.430785307084832,4527.416015625,4623.05274172781,4431.77928952219,49.80664542639565,18.172339346769093,15.039289999748071,9.43359121087378,79.58662620708371,6.354666776645375,18.16795149251607,-9920530000.0,-133.13037109375,-2.922589135425946,,,44.37133164398816,0.0,2113622666.6666667,1.0941546173173766
2014-10-02,4472.74404296875,4491.876025390625,4521.340026855469,4521.340026855469,4521.340026855469,4494.610912171805,4522.318651943655,-27.70773977185036,-16.137201076281666,-11.57053869556869,33.38214576735855,4521.340026855469,4625.739995329815,4416.940058381123,51.54973939147454,16.303729937424034,19.25143808890533,8.290519536564865,74.4940471591895,25.72172566683088,17.29588968874555,-7755030000.0,-36.5498046875,-0.818263943303299,,,32.94440444902234,0.0,2116865000.0,1.0229750125775616
2014-10-03,4465.430078125,4488.56904296875,4518.650620404412,4518.650620404412,4518.650620404412,4491.689251404989,4518.859501220976,-27.17024981598752,-18.343810824222835,-8.826438991764682,36.136931031168686,4518.650620404412,4622.139660929799,4415.161579879024,52.00116007110136,21.34272753498125,17.721151379101553,9.270907694151422,69.83525148311536,53.63692421233559,28.57110555193728,-5977390000.0,-36.56982421875,-0.8104673050920552,,,47.39047021776945,0.0,2096910588.235294,0.84774239301067
2014-10-04,4459.38408203125,4480.609033203125,4516.260036892361,4516.260036892361,4516.260036892361,4489.21707690999,4515.656583885163,-26.439506975172662,-19.9629500544128,-6.476556920759862,36.81963648045867,4516.260036892361,4618.687838990237,4413.832234794486,52.00116007110136,21.34272753498125,17.721151379101553,9.270907694151422,65.50922692676079,53.63692421233559,44.33185803050068,-5977390000.0,-36.56982421875,-0.8104673050920552,,,47.39047021776945,0.0,2079173333.3333333,0.8549744129076942
2014-10-05,4455.830078125,4481.496044921875,4514.12109375,4514.12109375,4514.12109375,4487.125236952684,4512.690919685336,-25.56568273265202,-21.083496590060648,-4.482186142591374,36.81963648045867,4514.12109375,4615.394495794077,4412.847691705923,52.00116007110136,21.34272753498125,17.721151379101553,9.270907694151422,61.49220412443155,53.63692421233559,53.63692421233559,-5977390000.0,-36.56982421875,-0.8104673050920552,,,47.39047021776945,0.0,2063303157.8947368,0.8615505642970036
2014-10-06,4462.3720703125,4475.75703125,4511.155029296875,4511.155029296875,4511.155029296875,4482.152093527271,4508.402688944755,-26.250595417483964,-22.11691635554532,-4.1336790619386505,34.84267390058815,4511.155029296875,4613.23489833279,4409.07516026096,52.01414274888621,21.33740041162609,17.716728197517227,9.270907694151424,57.76211152226869,45.93450588292882,51.069451435866654,-7805630000.0,-51.05029296875,-1.1329780587974736,,,47.39047021776945,0.0,2051550000.0,0.8911505934537302
2014-10-07,4453.3720703125,4463.058056640625,4502.305541992188,4505.157180059524,4505.157180059524,4467.2364168788445,4499.276578305329,-32.0401614264847,-24.10156536973319,-7.938596056751511,33.155360367866706,4502.305541992188,4615.805101773623,4388.805982210752,53.27383986280505,19.006784581581275,25.48091479082215,14.552629829307165,54.67571997277144,9.212251743495544,36.26122727958664,-9916990000.0,-108.18994140625,-2.407757575336078,,,46.75629140663152,0.0,2067282500.0,1.02132146912674
2014-10-08,4451.966015625,4458.698046875,4496.063525390625,4503.495028409091,4503.495028409091,4467.444636397484,4497.0034868567855,-29.55885045930154,-25.193022387646863,-4.365828071654676,46.66013821032062,4496.063525390625,4601.937339890855,4390.189710890395,57.925003923943976,20.174311056751684,21.7609705507971,3.783590888679765,51.04056789533632,59.11049832176708,38.08575198273047,-7465360000.0,46.5,1.051539015330527,-93.60009765625,-2.051648415747432,48.81412587919429,0.0,2101122000.0,1.1668194421837474
2014-10-09,4432.5099609375,4445.947021484375,4485.991015625,4498.053498641304,4498.053498641304,4453.7362067594095,4488.213587367394,-34.47738060798474,-27.04989403171444,-7.427486576270301,33.24444227158226,4485.991015625,4596.552866762239,4375.42916448776,60.30965068607298,17.99257361183805,19.40764487068928,3.78359088867976,47.66506953771799,13.795567635007894,27.37277256675684,-9729580000.0,-51.8603515625,-1.1706096626823426,-215.09033203125,-4.6825645280363375,47.99478902261553,0.0,2055408500.0,1.1015912408652586
2014-10-10,4392.633984375,4424.23203125,4470.813525390625,4488.811279296875,4488.811279296875,4426.429134084885,4472.511857516106,-46.08272343122098,-30.85645991161575,-15.226263519605231,32.38594726488891,4470.813525390625,4607.429501295124,4334.197549486125,63.44964215492491,15.880575641287011,28.50409271089936,28.441165695880464,46.29193354901531,0.0,24.30202198559165,-12495330000.0,-199.3798828125,-4.454799057829584,-303.5498046875,-6.628028841899436,36.01091936448133,0.0,2034771500.0,1.359243531767572
2014-10-11,4356.9220703125,4409.6470703125,4455.63603515625,4480.3084375,4480.3084375,4403.323149514134,4457.973218764912,-54.65006925077887,-35.61518177944838,-19.03488747133049,26.85812639061959,4455.63603515625,4607.833555014246,4303.438515298254,63.44964215492491,15.880575641287011,28.50409271089936,28.441165695880464,45.01687870236282,0.0,4.598522545002626,-12495330000.0,-199.3798828125,-4.454799057829584,-303.5498046875,-6.628028841899436,36.01091936448133,0.0,2014134500.0,1.3731704610590802
2014-10-12,4335.130078125,4394.25107421875,4443.063549804688,4472.4596604567305,4472.4596604567305,4383.771931800421,4444.511516217512,-60.73958441709056,-40.640062306976816,-20.09952211011374,26.85812639061959,4443.063549804688,4610.9351449479,4275.191954661475,63.44964215492491,15.880575641287011,28.50409271089936,28.441165695880464,43.8328992018998,0.0,0.0,-12495330000.0,-199.3798828125,-4.454799057829584,-303.5498046875,-6.628028841899436,36.01091936448133,0.0,2058346000.0,1.3436759417512896
2014-10-13,4284.144140625,4368.055078125,4428.312060546875,4462.874493634259,4462.874493634259,4357.600889408049,4427.411415479178,-69.81052607112906,-46.47415505980727,-23.336371011321795,23.72207909021273,4428.312060546875,4621.798689574336,4234.8254315194135,65.7020503102779,15.336155217309171,27.526910863761103,28.441165695880464,42.73348966575556,0.2555190052130299,0.0851730017376719,-14963160000.0,-241.1396484375,-5.413029967895843,-314.02978515625,-6.9357617067461135,36.01091936448133,0.0,2089351000.0,1.1811466814336127
2014-10-14,4253.91015625,4343.21005859375,4411.9095458984375,4454.456473214285,4454.456473214285,4337.534586710657,4412.578712249239,-75.0441255385822,-52.18814915556226,-22.855976383019936,26.08929395240277,4411.9095458984375,4615.455862751209,4208.363229045666,65.90333382606161,13.949149675287916,25.044059608433567,28.45344134774115,41.71348621446882,5.062835387649982,1.7727847976209992,-12467040000.0,-158.0302734375,-3.603718562414193,-281.52001953125,-6.243942768072552,23.393002393599872,0.0,2125894000.0,1.1741507337618904
2014-10-15,4241.72607421875,4317.180029296875,4399.338037109375,4446.210381869612,4446.210381869612,4318.732315558056,4397.966942765499,-79.23462720744283,-57.59744476593838,-21.63718244150445,25.943254604169155,4399.338037109375,4619.039713477426,4179.636360741325,69.40594865321793,12.299111563635703,31.98398544963508,44.45234234656216,41.90911879533263,26.002163224413312,10.440172539092105,-15525780000.0,-253.27001953125,-5.667783985265206,-339.900390625,-7.46177735858724,22.676016583442063,0.0,2181850500.0,1.4019017343305602
2014-10-16,4229.9560546875,4293.4390625,4384.598046875,4438.583040364583,4438.583040364583,4303.141211121239,4384.590883058332,-81.44967193709272,-62.36789020016924,-19.081781736923475,29.941467392685624,4384.598046875,4611.8475347469775,4157.348559003023,72.61694255522023,12.338897575322028,28.386158989598524,39.40390208837468,41.73017474483564,26.547470686508657,19.20415643285732,-12933840000.0,-160.94970703125,-3.676044180558591,-249.35986328125,-5.58257935369676,35.22996192748789,0.0,2229573500.0,1.1625272725927178
2014-10-17,4226.39599609375,4280.763037109375,4371.910546875,4432.77197265625,4432.77197265625,4296.264092703548,4375.246368861882,-78.98227615833366,-65.69076739180213,-13.291508766531535,34.55445643351126,4371.910546875,4597.494135843353,4146.326957906647,73.05285569859736,16.287794853475056,26.201292143676724,23.33186705298283,40.4160099097033,37.35973444555478,29.96978945215891,-10673770000.0,-17.80029296875,-0.416260359407794,-253.75,-5.62365510528392,36.50635870651856,0.0,2260703000.0,0.9997199986022047
