counts__tweet_count,counts__nlp_tweet_count,counts__tesla,counts__stock,counts__market,counts__price,counts__profit,counts__loss,counts__revenue,counts__inflation,counts__interest,counts__bitcoin,counts__dogecoin,counts__crypto,counts__ethereum,counts__spacex,counts__model,counts__cybertruck,counts__starship,counts__buy,counts__sell,counts__likeCount,counts__quoteCount,counts__retweetCount,counts__replyCount,counts__tesla_stockprice,counts__tesla_volume,counts__tesla_volatility,counts__tesla_volatility_std_10,counts__tesla_avg_volume_20,counts__tesla_volume_spike_20,counts__tesla_stockprice_sma_5,counts__tesla_stockprice_sma_10,counts__tesla_stockprice_sma_20,counts__tesla_stockprice_sma_50,counts__tesla_stockprice_sma_100,counts__tesla_stockprice_ema_12,counts__tesla_stockprice_ema_26,counts__tesla_stockprice_macd_line,counts__tesla_stockprice_macd_signal,counts__tesla_stockprice_macd_hist,counts__tesla_stockprice_rsi_14,counts__tesla_stockprice_bb_mean_20,counts__tesla_stockprice_bb_upper_20,counts__tesla_stockprice_bb_lower_20,counts__tesla_atr_14,counts__tesla_pdi_14,counts__tesla_mdi_14,counts__tesla_dx_14,counts__tesla_adx_14,counts__tesla_stoch_d_3,counts__tesla_obv,counts__tesla_stockprice_momentum_7,counts__tesla_stockprice_roc_7,counts__tesla_stockprice_momentum_21,counts__tesla_stockprice_roc_21,scores__neg,scores__neu,scores__pos,scores__polarized,scores__anger,scores__disgust,scores__fear,scores__joy,scores__neutral,scores__sadness,scores__surprise,scores__Extroversion,scores__Neuroticism,scores__Agreeableness,scores__Conscientiousness,scores__Openness,scores__arts_culture,scores__business_entrepreneurs,scores__celebrity_pop_culture,scores__diaries_daily_life,scores__family,scores__fashion_style,scores__film_tv_video,scores__fitness_&_health,scores__food_&_dining,scores__gaming,scores__learning_educational,scores__music,scores__news_social_concern,scores__other_hobbies,scores__relationships,scores__science_technology,scores__sports,scores__travel_adventure,scores__youth_student_life,binary__no_tweets,binary__is_trading_day,date,tesla_change_volume
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7826683606961622,0.1320416420657799,0.0,0.0,0.5920731069917133,0.0942438464751893,0.8047025193064081,0.8653520538193289,0.8851709588406806,0.8872027233307382,0.9941284592726585,0.8582338525830255,0.9139475767836851,0.471353507499785,0.5127548587003372,0.3587773974347017,0.0,0.8851709588406806,0.8120289466281922,0.9256227741489231,0.20186375943564983,0.16287426270555447,0.028039012509349842,0.33694753636846714,1.0,0.290514189421443,0.9555826909342353,0.45393231234143244,0.5012659494808639,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,1.0,2014-09-24,-33.73919804902186
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7452196979338557,0.17913208071406247,0.0,0.0,0.5739211746337451,0.13759224757340452,0.7859139699343576,0.8562427562860633,0.8750143196039528,0.8743077141817546,0.9759037487849969,0.8450535850974201,0.9048650363804782,0.44879239281570626,0.49819322840813,0.33113337796938935,0.0,0.8750143196039528,0.8142331478621176,0.9060071391775668,0.22548278668333355,0.1979692572042542,0.010475170956355168,0.4660748625989115,0.9583135474131107,0.24083536342365658,0.9222888209815707,0.36671231723081227,0.43403698216645203,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,1.0,2014-09-25,28.92919055874117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426943429716097,0.13403431389573855,0.0,0.0,0.542946675198297,0.10370619825850161,0.7665938294583772,0.8486688858137279,0.8665696431914967,0.8635862366279343,0.9607509232103255,0.8334386492347658,0.8961914573458656,0.4312225426598914,0.48258189030912224,0.3204612511114717,0.0,0.8665696431914967,0.8125298116033848,0.89272137644462,0.19973306638928712,0.18319252841538644,0.004624523220202376,0.462567125571711,0.9193285806337593,0.17938219327392485,0.8961493244737011,0.4141517293932673,0.4690541469791393,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,1.0,2014-09-26,-21.48856067187952
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426943429716097,0.13403431389573855,0.0,0.0,0.5176039029329302,0.108068083236537,0.761384080200076,0.8365728808602941,0.8596603624903962,0.8548141186293541,0.948353156831049,0.8236106265817511,0.8881603656471504,0.41874420862976064,0.4672789323140445,0.32359647747472997,0.0,0.8596603624903962,0.8087501281505822,0.8838914461526313,0.19973306638928712,0.18319252841538644,0.004624523220202376,0.462567125571711,0.8831282543386473,0.09002500422629649,0.8961493244737011,0.4141517293932673,0.4690541469791393,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,0.0,2014-09-27,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426943429716097,0.13403431389573855,0.0,0.0,0.4964849260451247,0.11190562219431649,0.7555971550207088,0.822479973699634,0.8539026285728126,0.8475040202972042,0.938021684848318,0.8152946074138148,0.8807241696298211,0.4103971574220905,0.4531542903569267,0.3355761332935766,0.0,0.8539026285728126,0.8041456962290365,0.8777770399965978,0.19973306638928712,0.18319252841538644,0.004624523220202376,0.462567125571711,0.849513665636043,0.08437987187235775,0.8961493244737011,0.4141517293932673,0.4690541469791393,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,0.0,2014-09-28,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7330256169835643,0.17993522731219394,0.0,0.0,0.49149653357843087,0.15635873381521292,0.7451472811111812,0.810973223951714,0.8480901305293198,0.8401243926760662,0.9275919460751125,0.8064875963114162,0.8728287281075184,0.4016270116343442,0.43987689261601143,0.34418986151048686,0.0,0.8480901305293198,0.8005094112019526,0.8707391947549261,0.2101680610376,0.17884600552617833,0.0026259607161144283,0.4625671255717112,0.8183001189836251,0.10787321464319713,0.8627280422099769,0.5050297655305264,0.5395262458546463,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,1.0,2014-09-29,27.857406333983235
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144094590676457,0.15326207758830274,0.0,0.0,0.48026996365308233,0.13346669357451635,0.7386616784390505,0.7973549802864912,0.8414263729339395,0.8316639941961923,0.915634737582701,0.7956268226073921,0.8635733367511156,0.38915047254910373,0.42644149167081646,0.34258348092618984,0.0,0.8414263729339395,0.7991138286730772,0.8602993076282675,0.22099863519487617,0.14545984673266452,0.0326706570457059,0.2841346358858109,0.7752704709418662,0.11124153944830595,0.8335382261038211,0.47119329484513833,0.511802361107611,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,1.0,2014-09-30,-12.660992849341602
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6968036082869544,0.22721234327788004,0.0,0.0,0.4885263825887162,0.20206153922818995,0.7290016082010604,0.7817398344140425,0.8341667856268522,0.8224471221028904,0.9026083935482352,0.7832132407531012,0.8531642775991317,0.3743046130016606,0.4123454019943815,0.33586641746556745,0.15789559342680567,0.8341667856268522,0.799414988250599,0.8473684186692687,0.226470754964331,0.12206161862284357,0.14876504260748147,0.09670806931455216,0.7205607435075333,0.1323952455375632,0.7926168353674536,0.42352527555906955,0.4734163323228249,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,1.0,2014-10-01,40.19064247457707
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7774731442341427,0.3599051852880909,0.0,0.0,0.5260070861103368,0.3121749811128837,0.7363225993618643,0.7828774158693668,0.834190737568469,0.8224775318180613,0.9026513720563227,0.7874803311989174,0.8519536647465036,0.39593817908420487,0.4059469396127252,0.41412634319216574,0.4143228218457051,0.834190737568469,0.7947466961846581,0.8514019568924593,0.2821678613716947,0.38260981624209556,0.10981379301670607,0.4302381641639145,0.696013286418319,0.28453081591613494,0.8545888060364509,0.6106537787629215,0.6269377714255575,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,1.0,2014-10-02,51.441506639513946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8048199742716431,0.20396884659465844,0.0,0.0,0.5256135711804804,0.17034336684726034,0.7494001403091111,0.7868057526864811,0.8362462090635701,0.8250871867557845,0.906339636652588,0.7960982519435345,0.853689602272302,0.4251973767351636,0.4074261731584735,0.49421698340718406,0.42596727712393134,0.8362462090635701,0.7937503539261417,0.8558422265296566,0.2689663533871829,0.46196689262487833,0.09481588149127168,0.5470449747731222,0.6824138812882338,0.5667751193079654,0.8918228156192342,0.6579787238391607,0.6664695861047503,0.5123595543182222,0.43635505694765675,-0.4085690551716918,-0.6691947035349466,-0.5776775729021574,-0.4574453595102457,-0.311010227219765,-0.29542415995500776,-0.25606730695282853,-0.32257732656229005,-0.7077556973551882,-0.3037118809451021,-0.43934919498121816,-0.7995314303523807,-0.8108153763949381,-0.8090439368472614,-0.8030532657648491,-0.8074837622643972,-0.2682543060352206,-0.31849955423104004,-0.16817560782192073,-0.39133021915897426,-0.17928363900684316,-0.1386612886516733,-0.24103040706344173,-0.15128345167310392,-0.09504237477738352,-0.1296744974320168,-0.21007038010058232,-0.14044957975534897,-0.439652443824715,-0.39412605440671955,-0.17716603756845933,-0.39598353509687445,-0.1882297901399625,-0.24976126038402915,-0.39360502529822194,0.0,1.0,2014-10-03,-39.91798359671934
