counts__tweet_count,counts__nlp_tweet_count,counts__tesla,counts__stock,counts__market,counts__price,counts__profit,counts__loss,counts__revenue,counts__inflation,counts__interest,counts__bitcoin,counts__dogecoin,counts__crypto,counts__ethereum,counts__spacex,counts__model,counts__cybertruck,counts__starship,counts__buy,counts__sell,counts__likeCount,counts__quoteCount,counts__retweetCount,counts__replyCount,counts__sp500_stockprice,counts__sp500_volume,counts__sp500_volatility,counts__sp500_volatility_std_10,counts__sp500_avg_volume_20,counts__sp500_volume_spike_20,counts__sp500_stockprice_sma_5,counts__sp500_stockprice_sma_10,counts__sp500_stockprice_sma_20,counts__sp500_stockprice_sma_50,counts__sp500_stockprice_sma_100,counts__sp500_stockprice_ema_12,counts__sp500_stockprice_ema_26,counts__sp500_stockprice_macd_line,counts__sp500_stockprice_macd_signal,counts__sp500_stockprice_macd_hist,counts__sp500_stockprice_rsi_14,counts__sp500_stockprice_bb_mean_20,counts__sp500_stockprice_bb_upper_20,counts__sp500_stockprice_bb_lower_20,counts__sp500_atr_14,counts__sp500_pdi_14,counts__sp500_mdi_14,counts__sp500_dx_14,counts__sp500_adx_14,counts__sp500_stoch_d_3,counts__sp500_obv,counts__sp500_stockprice_momentum_7,counts__sp500_stockprice_roc_7,counts__sp500_stockprice_momentum_21,counts__sp500_stockprice_roc_21,scores__neg,scores__neu,scores__pos,scores__polarized,scores__anger,scores__disgust,scores__fear,scores__joy,scores__neutral,scores__sadness,scores__surprise,scores__Extroversion,scores__Neuroticism,scores__Agreeableness,scores__Conscientiousness,scores__Openness,scores__arts_culture,scores__business_entrepreneurs,scores__celebrity_pop_culture,scores__diaries_daily_life,scores__family,scores__fashion_style,scores__film_tv_video,scores__fitness_&_health,scores__food_&_dining,scores__gaming,scores__learning_educational,scores__music,scores__news_social_concern,scores__other_hobbies,scores__relationships,scores__science_technology,scores__sports,scores__travel_adventure,scores__youth_student_life,binary__no_tweets,binary__is_trading_day,date,sp500_change_volatility
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05702484496143645,0.2324104060027719,0.0,0.0,0.20890396014623303,0.32210736757913905,0.050789904069336145,0.048650626965539234,0.04099210567111422,0.03678165333926131,0.020408752448579426,0.04533799705260144,0.04006026203291502,0.7273515774051937,0.7353166582690273,0.47818849601590663,0.0,0.04099210567111422,0.02855206621581008,0.05959263337825238,0.05236589083662012,0.13604678388831282,0.0,0.7173492235730339,1.0000000000000002,0.20007776197660485,0.08374516527192205,0.5790897250456511,0.5034281797645869,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,1.0,2014-09-24,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046136799388323935,0.22770993975799508,0.0,0.0,0.19622251780811817,0.32475331629162685,0.04776142554783647,0.04726178245375112,0.03957225273687759,0.035324401521966586,0.018907425898335273,0.043502812914634426,0.039133256990733556,0.7183304290309694,0.732308684857779,0.45941112962521796,0.0,0.03957225273687759,0.030731881454360455,0.05450553906425892,0.059931773772348915,0.10430481059095849,0.09480627210952902,0.1380848811834555,0.9325198136581596,0.16137535139400896,0.07840150770798991,0.5339445902519161,0.44426299480537634,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,1.0,2014-09-25,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051818382674134744,0.18812348862153067,0.0,0.0,0.17960038223635788,0.28125637305604195,0.045882689521544284,0.04672893627939012,0.03902750982452008,0.034765310097883195,0.01833142469591531,0.04284709363958594,0.03871532795187682,0.7159356231988019,0.7293579956547775,0.4600050799074621,0.0,0.03902750982452008,0.030143908130724095,0.054017358091045575,0.061095394054448596,0.0870109365601573,0.08053229958657676,0.13808488118345544,0.8698596406264506,0.2668755026355632,0.08318417959326065,0.5530534266210262,0.46929720001297187,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,1.0,2014-09-26,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051818382674134744,0.18812348862153067,0.0,0.0,0.16600045313219036,0.2906563829163154,0.045102550817233134,0.046086916855382576,0.03858181107804581,0.034307871659996825,0.017860150984844614,0.042292254253006534,0.038328356619601656,0.7142278087892144,0.7266092786806576,0.462099225327652,0.0,0.03858181107804581,0.029575237236969643,0.05370795362580061,0.061095394054448596,0.0870109365601573,0.08053229958657676,0.13808488118345544,0.8116751942398636,0.21100030248310853,0.08318417959326065,0.5530534266210262,0.46929720001297187,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,0.0,2014-09-27,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051818382674134744,0.18812348862153067,0.0,0.0,0.1546671788787174,0.29877827803235196,0.04510800330558984,0.04510913861318011,0.038210395455983925,0.03392667296175822,0.017467422892285756,0.04182277477205465,0.03797004983045815,0.7130776977951477,0.724148898747691,0.4650888427495447,0.0,0.038210395455983925,0.02904071126180885,0.05351242134449641,0.061095394054448596,0.0870109365601573,0.08053229958657676,0.13808488118345544,0.7576467797380327,0.3165004537246628,0.08318417959326065,0.5530534266210262,0.46929720001297187,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,0.0,2014-09-28,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05011662677912765,0.20713272711143677,0.0,0.0,0.14746996060542883,0.33215605898597367,0.0437100352373927,0.04399109105422483,0.03775992152720575,0.033464333563411386,0.016991099990695036,0.04115681359875023,0.03750637236681975,0.7110202458469003,0.7217129607951924,0.4653422689841377,0.0,0.03775992152720575,0.02866466567451964,0.052995506786136404,0.06144977491248389,0.0864495095069814,0.0800689103935942,0.13808488118345547,0.7074775377006185,0.2940620981246522,0.0781321248699493,0.5649134427216619,0.4846663733554706,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,1.0,2014-09-29,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04825982923534278,0.3058263892009092,0.0,0.0,0.152835112416134,0.47258585735076,0.044139658022261274,0.0426840724038019,0.03723580801183324,0.0329264149140015,0.016436911935723386,0.04030011742274431,0.0369331113821918,0.7081516929957291,0.7191122229771962,0.4636335445446869,0.0,0.03723580801183324,0.02846281949094631,0.05215192371365096,0.06045607173981371,0.11020823726952024,0.06692597578579712,0.27756809763504614,0.6687240430086956,0.23836277011758722,0.07168146710399637,0.5713581475106192,0.49310170936213976,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,1.0,2014-09-30,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945437680435426,0.3331870198007141,0.0,0.0,0.16046933753960457,0.5047697848580965,0.041637640143726506,0.040480900070757,0.03617080169415521,0.03183335636234175,0.01531079371435451,0.03818482911744625,0.035719757925314566,0.6991378019695172,0.7149828840388004,0.4477842713386081,0.30339211728242704,0.03617080169415521,0.029824860891277893,0.048616708744879444,0.0665891388702111,0.08467974977882357,0.2653908612823921,0.40459590304840787,0.6398714917109865,0.15194980501558614,0.06484307763982365,0.5266849053269542,0.4342660914353035,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,1.0,2014-10-01,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945774995776363,0.31290128214433427,0.0,0.0,0.16507486341666489,0.4708892932175941,0.039136304866787874,0.03883057849502791,0.03523914051569532,0.03087715525680701,0.014325672206819129,0.036395502407178926,0.03459654397288103,0.6924382133381245,0.7101566772179956,0.4405588092416336,0.30781004090208003,0.03523914051569532,0.030425963629688968,0.04613079967267386,0.0701810736166127,0.06577154071071988,0.35275093526127543,0.6100104734780918,0.6246142294845234,0.1408963717312146,0.07139399480022553,0.5613426359227431,0.4795402481585358,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,1.0,2014-10-02,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04678045464924818,0.26088048488535126,0.0,0.0,0.1641318325909069,0.3968324655977181,0.03811681441023218,0.038320597691556824,0.034865256918416465,0.03049342357695939,0.0139303345223587,0.036037720616887814,0.034124151841775086,0.6934663913677729,0.7065294042232455,0.45298993303943913,0.37098562366874743,0.034865256918416465,0.029917992737088617,0.045903031412514506,0.07289241637530296,0.192440284163373,0.31356801386449573,0.191635461993026,0.5869542725802906,0.2591470517781488,0.07720771725342221,0.5665648705076939,0.4867277145494584,0.6299953733180892,0.5408335447469749,-0.6973502953389693,-1.183839362768726,-0.9333377035498862,-0.6920386020065563,-0.4383475282136372,-0.4269968886278698,-0.3460585193654963,-0.5405508305518156,-1.194104640344907,-0.47870244502969983,-0.7098533101546813,-1.4995046657075521,-1.535693650032303,-1.5312782994886645,-1.5096718009229548,-1.525622528421604,-0.3928039727337433,-0.4664304647391533,-0.33808385814651454,-0.7132823531105049,-0.2127760661875913,-0.17642678568143802,-0.3828800278066985,-0.14327317569437936,-0.1453800301765872,-0.2156978660805345,-0.3276847291590263,-0.3005369742653917,-0.6586582490192955,-0.6553636375508426,-0.30491399356507254,-0.5493798940438127,-0.32839823236874394,-0.3668762015697974,-0.25712853649499634,0.0,1.0,2014-10-03,
