Date,sp500_close,bitcoin_close,nasdaq_close,tesla_close,sp500_volume,bitcoin_volume,nasdaq_volume,tesla_volume,sp500_volatility,bitcoin_volatility,nasdaq_volatility,tesla_volatility,sp500_high,sp500_low,bitcoin_high,bitcoin_low,nasdaq_high,nasdaq_low,tesla_high,tesla_low,is_trading_day,bitcoin_change_stockprice,sp500_change_stockprice,nasdaq_change_stockprice,tesla_change_stockprice,bitcoin_change_volume,sp500_change_volume,nasdaq_change_volume,tesla_change_volume,bitcoin_change_volatility,sp500_change_volatility,nasdaq_change_volatility,tesla_change_volatility
2014-09-27,1982.8499755859373,399.5199890136719,4512.18994140625,16.440000534057617,2929440000.0,15029300,1637480000.0,56931000.0,0.0,0.0,0.0,0.0,,,406.62298583984375,397.37200927734375,,,,,True,-1.2128327693262775,0.0,0.0,0.0,-29.9685939014389,0.0,0.0,0.0,,,,
2014-09-28,1982.8499755859373,377.1809997558594,4512.18994140625,16.440000534057617,2929440000.0,23613300,1637480000.0,56931000.0,0.0,0.0,0.0,0.0,,,401.0169982910156,374.3320007324219,,,,,True,-5.591457216687113,0.0,0.0,0.0,57.11510183441677,0.0,0.0,0.0,,,,
2014-09-29,1977.800048828125,375.4670104980469,4505.85009765625,16.35066795349121,3094440000.0,32497700,1737750000.0,72790500.0,0.0,0.0,0.0,0.0,1981.280029296875,1964.0400390625,385.21099853515625,372.239990234375,4515.240234375,4464.43994140625,16.576000213623047,16.091999053955078,True,-0.454420890480145,-0.2546802239196122,-0.1405048065867609,-0.5433855089076345,37.62455904087951,5.632475831558259,6.12343356865428,27.857406333983235,,,,
2014-09-30,1972.2900390625,386.9440002441406,4493.39013671875,16.178667068481445,3951100000.0,34707300,2200380000.0,63574500.0,0.0,0.0,0.0,0.0,1985.1700439453125,1968.9599609375,390.97698974609375,373.4429931640625,4522.06005859375,4483.91015625,16.510000228881836,16.007999420166016,True,3.0567238732558177,-0.2785928622506484,-0.2765285277462115,-1.051950204719554,6.799250408490454,27.683845865487775,26.622356495468267,-12.660992849341602,,,,
2014-10-01,1946.1600341796875,383.614990234375,4422.08984375,16.016000747680664,4188590000.0,26229400,2312630000.0,89125500.0,0.0,0.0,0.0,0.0,1971.43994140625,1941.719970703125,391.3789978027344,380.7799987792969,4486.7900390625,4409.2998046875,16.17733383178711,15.710000038146973,True,-0.8603337970520819,-1.3248560995234304,-1.5867817126784423,-1.0054370988181183,-24.426849682919727,6.010731188782881,5.1013915778183705,40.19064247457707,,,,
2014-10-02,1946.1700439453125,375.0719909667969,4430.2001953125,16.761333465576172,4012510000.0,21777700,2165500000.0,134973000.0,0.0,0.0,0.0,0.0,1952.3199462890625,1926.030029296875,385.49700927734375,372.9460144042969,4441.9501953125,4367.740234375,16.8526668548584,16.357332229614258,True,-2.22697222086099,0.0005143341477165109,0.18340539991430482,4.653675593786688,-16.97217626022708,-4.2038012791894115,-6.362020729645468,51.441506639513946,,,,
2014-10-03,1967.9000244140625,359.5119934082031,4475.6201171875,17.013999938964844,3560970000.0,30901200,1777640000.0,81094500.0,0.0,0.0,0.0,0.0,1971.18994140625,1948.1199951171875,377.6950073242188,357.8590087890625,4488.06982421875,4445.72021484375,17.100000381469727,16.735332489013672,True,-4.148536263261304,1.11655096821337,1.0252340723351017,1.5074365885482166,41.89377206959413,-11.253305287712678,-17.910875086585087,-39.91798359671934,,,,
2014-10-04,1967.9000244140625,328.8659973144531,4475.6201171875,17.013999938964844,3560970000.0,47236500,1777640000.0,81094500.0,0.0,0.0,0.0,0.0,,,364.4869995117188,325.885986328125,,,,,True,-8.524332054467354,0.0,0.0,0.0,52.86299561182091,0.0,0.0,0.0,,,,
2014-10-05,1967.9000244140625,320.510009765625,4475.6201171875,17.013999938964844,3560970000.0,83308096,1777640000.0,81094500.0,0.0,0.0,0.0,0.0,,,341.8009948730469,289.2959899902344,,,,,True,-2.5408487399317115,0.0,0.0,0.0,76.36382035078806,0.0,0.0,0.0,,,,
2014-10-06,1964.8199462890625,330.0790100097656,4454.7998046875,17.374666213989258,3358220000.0,79011800,1828240000.0,115699500.0,0.0,0.0,0.0,0.0,1977.8399658203125,1958.4300537109373,345.1340026855469,302.5599975585937,4496.259765625,4444.10009765625,17.499332427978516,17.18666648864746,True,2.985554258083245,-0.15651598591330806,-0.4651939162585439,2.119820596674793,-5.1571170225760525,-5.6936733530470685,2.846470601471607,42.67243771155873,,,,
2014-10-07,1935.0999755859373,336.18701171875,4385.2001953125,17.30466651916504,3687870000.0,49199900,2111360000.0,67282500.0,0.0,0.0,0.0,0.0,1962.3599853515625,1934.8699951171875,339.2470092773437,320.48199462890625,4441.759765625,4385.14990234375,17.430667877197266,17.048667907714844,True,1.8504665621736027,-1.5126053030587894,-1.5623510017613973,-0.4028836811141634,-37.730946516849386,9.816212160013338,15.485931825143307,-41.847198993945526,,,,
2014-10-08,1968.8900146484373,352.94000244140625,4468.58984375,17.28533363342285,4441890000.0,54736300,2451630000.0,75826500.0,0.0,0.0,0.0,0.0,1970.3599853515625,1925.25,354.364013671875,327.18798828125,4473.72998046875,4355.33984375,17.525333404541016,16.842666625976562,True,4.983235561959076,1.7461650296527242,1.9016155414441016,-0.11172064899821477,11.252868400139015,20.445948474322574,16.116152622006673,12.698695797569947,,,,
2014-10-09,1928.2099609375,365.0260009765625,4378.33984375,17.134000778198242,4344020000.0,83641104,2264220000.0,110419500.0,0.0,0.0,0.0,0.0,1967.6800537109373,1927.56005859375,382.72601318359375,347.68701171875,4464.1298828125,4377.27978515625,17.702667236328125,16.959999084472656,True,3.424377642532228,-2.066141501469343,-2.0196528022420335,-0.8754986072816884,52.807376457670685,-2.2033413704526716,-7.644301954210054,45.62125378330795,,,,
2014-10-10,1906.1300048828125,361.56201171875,4276.240234375,15.793999671936035,4550540000.0,43665700,2765750000.0,193324500.0,0.0,0.0,0.0,0.0,1936.97998046875,1906.050048828125,375.0669860839844,352.9630126953125,4380.509765625,4276.240234375,16.392667770385742,15.68000030517578,True,-0.9489705523839986,-1.1451012338901223,-2.331925182115435,-7.820713466800234,-47.79396981656292,4.754121758187124,22.150232751234423,75.08184695637998,,,,
2014-10-11,1906.1300048828125,362.2990112304688,4276.240234375,15.793999671936035,4550540000.0,13345200,2765750000.0,193324500.0,0.0,0.0,0.0,0.0,,,367.1910095214844,355.95098876953125,,,,,True,0.2038376510340001,0.0,0.0,0.0,-69.43779671458377,0.0,0.0,0.0,,,,
2014-10-12,1906.1300048828125,378.5490112304688,4276.240234375,15.793999671936035,4550540000.0,17552800,2765750000.0,193324500.0,0.0,0.0,0.0,0.0,,,379.4330139160156,356.1440124511719,,,,,True,4.485245473017008,0.0,0.0,0.0,31.528939244072784,0.0,0.0,0.0,,,,
2014-10-13,1874.739990234375,390.41400146484375,4213.66015625,14.97266674041748,4352580000.0,35221400,2467830000.0,169030500.0,0.0,0.0,0.0,0.0,1912.0899658203125,1874.1400146484373,397.22601318359375,368.8970031738281,4303.81982421875,4212.8701171875,15.93066692352295,14.733332633972168,True,3.1343339653187696,-1.6467929557809624,-1.4634369140897108,-5.200284592749238,100.65972380474908,-4.350252937014066,-10.771761728283469,-12.566436225103384,,,,
2014-10-14,1877.699951171875,400.8699951171875,4227.169921875,15.137332916259766,4812010000.0,38491500,2496120000.0,106579500.0,0.0,0.0,0.0,0.0,1898.7099609375,1871.7900390625,411.697998046875,391.3240051269531,4281.33984375,4212.81982421875,15.498000144958496,14.866666793823242,True,2.6781810112118443,0.15788647774723774,0.3206183015248998,1.0997785411050565,9.284412317511514,10.555348781642149,1.1463512478574245,-36.94658656278009,,,,
2014-10-15,1862.489990234375,394.7730102539063,4215.31982421875,15.313332557678224,6090800000.0,25267100,3058740000.0,137209500.0,0.0,0.0,0.0,0.0,1874.1800537109373,1820.6600341796875,402.22698974609375,388.7659912109375,4231.5400390625,4116.60009765625,15.399333000183104,14.48799991607666,True,-1.5209381938148914,-0.8100314924121665,-0.28033170833581256,1.162685939406205,-34.35667614927971,26.574965554934415,22.53978174126243,28.73911024165059,,,,
2014-10-16,1862.760009765625,382.5559997558594,4217.39013671875,15.09000015258789,5073150000.0,26990000,2591940000.0,80989500.0,0.0,0.0,0.0,0.0,1876.010009765625,1835.02001953125,398.8070068359375,373.0700073242188,4246.009765625,4131.64990234375,15.32800006866455,14.606666564941406,True,-3.0946924386217045,0.01449777086941495,0.04911400762772633,-1.458418043552201,6.818748491120874,-16.70798581467131,-15.261185978540182,-40.97383927497732,,,,
2014-10-17,1886.760009765625,383.7579956054688,4258.43994140625,15.165332794189451,4482120000.0,13600700,2260070000.0,158241000.0,0.0,0.039426208375151595,0.0,0.0,1898.1600341796875,1864.9100341796875,385.4779968261719,375.3890075683594,4296.10986328125,4241.669921875,15.65133285522461,15.103333473205566,True,0.31420128043384565,1.2884107385910504,0.9733461538238952,0.4992222719669259,-49.608373471656165,-11.650158185742587,-12.803922930314748,95.38458689089326,,,,
2014-10-18,1886.760009765625,391.4419860839844,4258.43994140625,15.165332794189451,4482120000.0,11416800,2260070000.0,158241000.0,0.0,0.03746582191728544,0.0,0.0,,,395.1579895019531,378.9710083007813,,,,,True,2.0023010768524196,0.0,0.0,0.0,-16.057261758585952,0.0,0.0,0.0,-4.972292641515308,,,
2014-10-19,1886.760009765625,389.5459899902344,4258.43994140625,15.165332794189451,4482120000.0,5914570,2260070000.0,158241000.0,0.0,0.035086547763917536,0.0,0.0,,,393.9389953613281,386.4570007324219,,,,,True,-0.4843619645193642,0.0,0.0,0.0,-48.19415247705137,0.0,0.0,0.0,-6.350519037379476,,,
2014-10-20,1904.010009765625,382.8450012207031,4316.06982421875,15.364666938781738,3331210000.0,16419000,1717370000.0,52416000.0,0.0,0.03455661258679606,0.0,0.0,1905.030029296875,1882.300048828125,390.0840148925781,378.25201416015625,4316.8701171875,4248.22021484375,15.493332862854004,15.034000396728516,True,-1.720204787552615,0.914265720638352,1.3533097473594768,1.3144066622043482,177.60259832921074,-25.677804253344394,-24.012530585335856,-66.8758412800728,-1.5103656839857482,,,
2014-10-21,1941.280029296875,386.4750061035156,4419.47998046875,15.689332962036133,3987090000.0,14188900,1997580000.0,61954500.0,0.0,0.034345043469015055,0.0,0.0,1942.449951171875,1909.3800048828125,392.64599609375,380.8340148925781,4419.47998046875,4356.10009765625,15.692667007446287,15.386667251586914,True,0.9481656731152865,1.9574487182363987,2.395933348198742,2.1130690599931556,-13.582434983860159,19.688941855962238,16.31622772029324,18.19768772893773,-0.6122391691303686,,,
2014-10-22,1927.1099853515625,383.1579895019531,4382.85009765625,15.40666675567627,3761930000.0,11641300,1967020000.0,61749000.0,0.0,0.034324983738832957,0.0,0.0,1949.31005859375,1926.8299560546875,388.5759887695313,382.2489929199219,4435.85986328125,4381.27978515625,15.826000213623049,15.370667457580566,True,-0.858274545359361,-0.7299330200416732,-0.8288278931996573,-1.8016457872609193,-17.95488022327312,-5.647226423281138,-1.529851119855019,-0.33169503425901636,-0.05840647777952679,,,
2014-10-23,1950.8199462890625,358.4169921875,4452.7900390625,15.685999870300291,3789250000.0,26456900,1952380000.0,52386000.0,0.0,0.032681683029807514,0.0,0.0,1961.949951171875,1931.02001953125,385.0480041503906,356.4469909667969,4475.5498046875,4421.56005859375,15.751999855041504,15.466667175292969,True,-6.457126822962156,1.2303377138681793,1.5957639400820733,1.8130665059079565,127.26757320917766,0.7262229759724459,-0.7442730628056671,-15.162998591070298,-4.787477021194697,,,
2014-10-24,1964.5799560546875,358.3450012207031,4483.72021484375,15.682666778564451,3078380000.0,15585700,1754300000.0,51949500.0,0.0,0.032412698750809425,0.0,0.0,1965.27001953125,1946.27001953125,364.3450012207031,353.30499267578125,4486.259765625,4445.85009765625,15.853333473205566,15.41333293914795,True,-0.02008581299606238,0.7053449392805167,0.6946246175973281,-0.021248831846232275,-41.09022599019537,-18.76017681599261,-10.1455659246663,-0.8332378879853386,-0.823042922094186,,,
2014-10-25,1964.5799560546875,347.27099609375,4483.72021484375,15.682666778564451,3078380000.0,18127500,1754300000.0,51949500.0,0.0,0.032502619324573746,0.0,0.0,,,359.8609924316406,342.87701416015625,,,,,True,-3.090319409850706,0.0,0.0,0.0,16.30853923789115,0.0,0.0,0.0,0.27742390245142357,,,
2014-10-26,1964.5799560546875,354.7040100097656,4483.72021484375,15.682666778564451,3078380000.0,11272500,1754300000.0,51949500.0,0.0,0.032782484491907134,0.0,0.0,,,359.22100830078125,343.9309997558594,,,,,True,2.140407347467921,0.0,0.0,0.0,-37.815473727761685,0.0,0.0,0.0,0.8610541954746198,,,
2014-10-27,1961.6300048828125,352.989013671875,4485.93017578125,14.777999877929688,3538860000.0,13033000,1585580000.0,143299500.0,0.0,0.03274939532653575,0.0,0.0,1964.6400146484373,1951.3699951171875,358.6319885253906,349.8089904785156,4489.60009765625,4450.2900390625,15.640666961669922,14.687333106994627,True,-0.48350069057392364,-0.15015683952100956,0.04928855574404256,-5.7685782233879435,15.617653581725444,14.95851714213321,-9.617511258051648,175.84384835272715,-0.1009355022483227,,,
2014-10-28,1985.050048828125,357.6180114746094,4564.2900390625,16.184667587280273,3653260000.0,7845880,1966920000.0,157744500.0,0.0,0.03128223128440553,0.0,0.0,1985.050048828125,1964.1400146484373,359.9840087890625,352.6789855957031,4564.2900390625,4505.10986328125,16.30666732788086,15.216667175292969,True,1.3113716357861849,1.1939073060167393,1.746791862795849,9.518660989105744,-39.7998925803729,3.232679450444498,24.05050517791596,10.080286393183503,-4.4799729201150384,,,
2014-10-29,1982.300048828125,335.59100341796875,4549.22998046875,15.873332977294922,3740350000.0,18192700,2184050000.0,74437500.0,0.010670085989217034,0.03325647137962652,0.012479559174198416,0.03128980567340563,1991.4000244140625,1969.0400390625,357.8330078125,335.3429870605469,4564.43994140625,4517.02001953125,16.100000381469727,15.709333419799805,True,-6.1593676352636795,-0.13853554985293615,-0.32995402274749175,-1.9236391993001645,131.87583801944461,2.38389821693501,11.039086490553762,-52.81134999952455,6.311059071432568,,,
2014-10-30,1994.6500244140625,345.30499267578125,4566.14013671875,15.910667419433594,3586150000.0,30177900,2034960000.0,48426000.0,0.010695209732649709,0.033202405524447004,0.01243288686352345,0.03122052100422143,1999.4000244140625,1974.75,350.9129943847656,335.0719909667969,4575.5,4521.7900390625,16.03333282470703,15.670666694641112,True,2.894591678226255,0.6230124240393486,0.37171469287331504,0.23520228670359522,65.87917131596738,-4.122608846765674,-6.826308921499047,-34.944080604534,-0.16257243458678294,0.23545961539639393,-0.3739900586509637,-0.221428889355757
2014-10-31,2018.050048828125,338.3210144042969,4630.740234375,16.113332748413086,4292290000.0,12545400,2424360000.0,56629500.0,0.010914838434534037,0.03333130183179592,0.012687684989427983,0.03123930650486696,2018.18994140625,2001.199951171875,348.0450134277344,337.1419982910156,4641.509765625,4616.580078125,16.20800018310547,15.916666984558104,True,-2.0225535163465924,1.1731393541549506,1.414763798788532,1.2737701294161408,-58.42851888302367,19.69075470908914,19.13551126312065,16.940280014868048,0.38821376136137786,2.053524029677112,2.04938827724781,0.060170362445233216
2014-11-01,2018.050048828125,325.7489929199219,4630.740234375,16.113332748413086,4292290000.0,16677200,2424360000.0,56629500.0,0.010914838434534037,0.03373766534930153,0.012687684989427983,0.03123930650486696,,,340.52899169921875,321.05499267578125,,,,,True,-3.7160037210550945,0.0,0.0,0.0,32.934780875858884,0.0,0.0,0.0,1.2191648545751388,0.0,0.0,0.0
2014-11-02,2018.050048828125,325.8919982910156,4630.740234375,16.113332748413086,4292290000.0,8603620,2424360000.0,56629500.0,0.010914838434534037,0.03298636271810886,0.012687684989427983,0.03123930650486696,,,329.04998779296875,320.6260070800781,,,,,True,0.043900479879277476,0.0,0.0,0.0,-48.41088432110906,0.0,0.0,0.0,-2.2268957363056674,0.0,0.0,0.0
2014-11-03,2017.81005859375,327.5539855957031,4638.91015625,16.172666549682617,3555440000.0,12948500,2033000000.0,63057000.0,0.010805583210086426,0.02874577091337443,0.012491371872817746,0.030579540101155548,2024.4599609375,2013.6800537109373,334.00201416015625,325.4809875488281,4654.18994140625,4627.419921875,16.503999710083008,16.08799934387207,True,0.5099810100901436,-0.011892184463624389,0.1764279890794418,0.3682279898016505,50.50060323445247,-17.166827031724317,-16.14281707337194,11.35009138346621,-12.85559078147902,-1.0009788518896667,-1.547272940444333,-2.1119751925626873
2014-11-04,2012.0999755859373,330.49200439453125,4623.64013671875,15.928667068481444,3956260000.0,15655500,1939320000.0,55239000.0,0.010760595535546324,0.028375434061543674,0.012479897537883549,0.03068412199775209,2015.97998046875,2001.010009765625,331.7669982910156,325.0769958496094,4635.9501953125,4594.919921875,16.156667709350586,15.768667221069336,True,0.8969571209719529,-0.28298416808330007,-0.32917256460931466,-1.5087152168234197,20.90589643588061,11.273428886438808,-4.607968519429417,-12.39830629430515,-1.288317690093499,-0.4163373106794377,-0.09185808453247013,0.3419995730824965
2014-11-05,2023.5699462890625,339.4859924316406,4620.72021484375,15.39799976348877,3766590000.0,19817200,2001870000.0,135688500.0,0.010717832712228812,0.028290553729060176,0.01235397916211165,0.031195514011332644,2023.77001953125,2014.4200439453125,343.3689880371094,330.6830139160156,4650.39013671875,4607.72998046875,16.090667724609375,15.368666648864746,True,2.721393533736638,0.5700497411807337,-0.06315201418490846,-3.3315236153232286,26.58299000351314,-4.794174295925946,3.225357341748647,145.63895074132404,-0.29913315968805865,-0.3974020134503653,-1.0089696280731864,1.6666340122686751
2014-11-06,2031.2099609375,349.2900085449219,4638.47021484375,16.08133316040039,3669770000.0,18797000,1986820000.0,230320500.0,0.010254566851765899,0.028564651181453904,0.011766990251892366,0.03211642397187298,2031.6099853515625,2015.8599853515625,352.96600341796875,338.42401123046875,4639.169921875,4604.759765625,16.445999145507812,15.233332633972168,True,2.887900040604885,0.37755130048497954,0.3841392504782881,4.437806256705623,-5.148053206305637,-2.5704947976817216,-0.7517970697397902,69.74209310295272,0.9688656327436096,-4.322383758932324,-4.751415738335685,2.9520589409291143
2014-11-07,2031.9200439453125,342.4150085449219,4632.52978515625,16.01333236694336,3704280000.0,16834200,1978830000.0,77415000.0,0.010157915362975379,0.02736135657890429,0.011654420123703558,0.03212247238526146,2034.260009765625,2025.0699462890625,352.73199462890625,341.7760009765625,4638.7998046875,4606.81005859375,16.189332962036133,15.813332557678224,True,-1.9682784596788183,0.034958621780534216,-0.12806872551406334,-0.4228554484803526,-10.442091823163269,0.9403859097436573,-0.4021501696177765,-66.38814174161658,-4.212530357559119,-0.942521416922415,-0.9566603335182,0.01883277351730772
2014-11-08,2031.9200439453125,345.4880065917969,4632.52978515625,16.01333236694336,3704280000.0,8535470,1978830000.0,77415000.0,0.010157915362975379,0.026643542118485308,0.011654420123703558,0.03212247238526146,,,347.0320129394531,342.15399169921875,,,,,True,0.8974484091493373,0.0,0.0,0.0,-49.29684808306899,0.0,0.0,0.0,-2.6234607861966186,0.0,0.0,0.0
2014-11-09,2031.9200439453125,363.2640075683594,4632.52978515625,16.01333236694336,3704280000.0,24205600,1978830000.0,77415000.0,0.010157915362975379,0.02823113674218841,0.011654420123703558,0.03212247238526146,,,363.6260070800781,344.2550048828125,,,,,True,5.14518612438124,0.0,0.0,0.0,183.58836713151123,0.0,0.0,0.0,5.95864700212525,0.0,0.0,0.0
2014-11-10,2038.260009765625,366.9240112304688,4651.6201171875,16.1286678314209,3284940000.0,30450100,1830010000.0,68658000.0,0.01014585639828706,0.028287099085235544,0.0116606865560809,0.03214320305359288,2038.699951171875,2030.1700439453125,374.8160095214844,357.5610046386719,4653.3798828125,4626.490234375,16.191999435424805,15.786666870117188,True,1.0075326995947043,0.3120184693883088,0.41209302296165706,0.720246491077825,25.797749281158076,-11.320418542874734,-7.520605610385934,-11.311761286572375,0.19822915229448235,-0.11871495535661358,0.05376871874214206,0.06453634104743866
2014-11-11,2039.6800537109373,367.6950073242188,4660.56005859375,16.738666534423828,2958320000.0,15838900,1663690000.0,119232000.0,0.010120842394675412,0.027076597714957,0.011638979023511723,0.032798392515332696,2041.280029296875,2035.280029296875,371.30999755859375,363.7349853515625,4661.22998046875,4640.240234375,16.788000106811523,16.133333206176758,True,0.21012418652148757,0.06966942090353978,0.19218984313051912,3.7820774125843615,-47.98407887002013,-9.942951773852792,-9.08847492636652,73.66075329896007,-4.279340792885911,-0.24654403363989497,-0.18615998693367608,2.0383452783078404
2014-11-12,2038.25,423.5610046386719,4675.14013671875,16.606666564941406,3246650000.0,45783200,1773060000.0,88062000.0,0.009754753822536578,0.03719558697820464,0.01117830692503733,0.032774961205303495,2040.3299560546875,2031.949951171875,429.7179870605469,367.9849853515625,4678.580078125,4643.77978515625,16.82266616821289,16.371999740600586,True,15.193569725354639,-0.07011166816753844,0.31283961458914433,-0.788593100955548,189.05542682888333,9.74641012466535,6.573941058730903,-26.142310789049915,37.37171623175517,-3.617174913537169,-3.9580112443178717,-0.07144042202144041
2014-11-13,2039.3299560546875,420.7349853515625,4680.14013671875,16.780000686645508,3455270000.0,58945000,1857580000.0,93540000.0,0.009752375510308211,0.03695827821823685,0.011179228966140521,0.03175022634349661,2046.1800537109373,2030.43994140625,457.0929870605469,401.12298583984375,4703.10009765625,4664.27001953125,17.049999237060547,16.683332443237305,True,-0.667204784236497,0.052984474656558866,0.10694866578928597,1.0437622808061375,28.748099739642498,6.425700337270723,4.766900161303056,6.220617292362207,-0.6380024600951772,-0.02438105842171856,0.008248486191808624,-3.1265784126727314
2014-11-14,2039.8199462890625,397.8179931640625,4688.5400390625,17.245332717895508,3227130000.0,29589200,1739950000.0,91516500.0,0.009586003733400605,0.038322401603924715,0.011066969276488727,0.03203046158150758,2042.219970703125,2035.199951171875,419.25201416015625,384.78900146484375,4688.740234375,4664.31005859375,17.25666618347168,16.566667556762695,True,-5.446894835320326,0.024027020881067784,0.17947971852054767,2.773134756903417,-49.80201883111375,-6.602667808883245,-6.332432519729969,-2.1632456703014724,3.6909819706231417,-1.70596155502577,-1.0041809680417568,0.8826243787341426
2014-11-15,2039.8199462890625,376.1329956054688,4688.5400390625,17.245332717895508,3227130000.0,15727500,1739950000.0,91516500.0,0.009586003733400605,0.03927602937257578,0.011066969276488727,0.03203046158150758,,,405.5280151367188,371.0079956054688,,,,,True,-5.450984603818732,0.0,0.0,0.0,-46.84716045043462,0.0,0.0,0.0,2.4884342544789773,0.0,0.0,0.0
2014-11-16,2039.8199462890625,387.8819885253906,4688.5400390625,17.245332717895508,3227130000.0,11905600,1739950000.0,91516500.0,0.009586003733400605,0.03968738653738779,0.011066969276488727,0.03203046158150758,,,390.7990112304688,374.60198974609375,,,,,True,3.123627295980569,0.0,0.0,0.0,-24.30074709903036,0.0,0.0,0.0,1.0473491627930098,0.0,0.0,0.0
